id,path,line,kind,attributes,disposition,rationale
K0032,/reference/reference-semantics/semantics.k,66,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0033,/reference/reference-semantics/semantics.k,67,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0034,/reference/reference-semantics/semantics.k,68,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0035,/reference/reference-semantics/semantics.k,69,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0036,/reference/reference-semantics/semantics.k,70,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0037,/reference/reference-semantics/semantics.k,71,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0038,/reference/reference-semantics/semantics.k,72,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0039,/reference/reference-semantics/semantics.k,73,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0040,/reference/reference-semantics/semantics.k,74,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0041,/reference/reference-semantics/semantics.k,75,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0042,/reference/reference-semantics/semantics.k,76,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0043,/reference/reference-semantics/semantics.k,77,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0044,/reference/reference-semantics/semantics.k,78,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0045,/reference/reference-semantics/semantics.k,79,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0046,/reference/reference-semantics/semantics.k,87,module,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0047,/reference/reference-semantics/semantics.k,88,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0048,/reference/reference-semantics/semantics.k,89,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0049,/reference/reference-semantics/semantics/assert.k,3,module,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0050,/reference/reference-semantics/semantics/assert.k,4,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0051,/reference/reference-semantics/semantics/assert.k,6,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0052,/reference/reference-semantics/semantics/assert.k,7,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0053,/reference/reference-semantics/semantics/assert.k,8,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0054,/reference/reference-semantics/semantics/assert.k,11,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0055,/reference/reference-semantics/semantics/assert.k,13,rule,priority,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0056,/reference/reference-semantics/semantics/bool.k,5,module,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0057,/reference/reference-semantics/semantics/bool.k,6,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0058,/reference/reference-semantics/semantics/bool.k,8,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0059,/reference/reference-semantics/semantics/bool.k,10,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0060,/reference/reference-semantics/semantics/bool.k,11,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0061,/reference/reference-semantics/semantics/bool.k,16,context,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0062,/reference/reference-semantics/semantics/bool.k,17,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0063,/reference/reference-semantics/semantics/bool.k,18,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0064,/reference/reference-semantics/semantics/bool.k,19,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0065,/reference/reference-semantics/semantics/bool.k,20,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0066,/reference/reference-semantics/semantics/bool.k,21,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0067,/reference/reference-semantics/semantics/bool.k,22,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0068,/reference/reference-semantics/semantics/bool.k,23,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0069,/reference/reference-semantics/semantics/bool.k,24,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0070,/reference/reference-semantics/semantics/bool.k,25,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0071,/reference/reference-semantics/semantics/bool.k,29,rule,priority,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0072,/reference/reference-semantics/semantics/bool.k,31,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0073,/reference/reference-semantics/semantics/bool.k,33,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0074,/reference/reference-semantics/semantics/bool.k,35,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0075,/reference/reference-semantics/semantics/bool.k,37,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0076,/reference/reference-semantics/semantics/bool.k,39,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0077,/reference/reference-semantics/semantics/bool.k,41,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0078,/reference/reference-semantics/semantics/bool.k,43,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0079,/reference/reference-semantics/semantics/bool.k,45,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0080,/reference/reference-semantics/semantics/builtins.k,3,module,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0081,/reference/reference-semantics/semantics/builtins.k,4,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0082,/reference/reference-semantics/semantics/builtins.k,5,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0083,/reference/reference-semantics/semantics/builtins.k,6,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0084,/reference/reference-semantics/semantics/builtins.k,7,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0085,/reference/reference-semantics/semantics/builtins.k,8,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0086,/reference/reference-semantics/semantics/builtins.k,9,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0087,/reference/reference-semantics/semantics/builtins.k,10,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0088,/reference/reference-semantics/semantics/builtins.k,17,syntax,function,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0089,/reference/reference-semantics/semantics/builtins.k,20,syntax,function,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0090,/reference/reference-semantics/semantics/builtins.k,21,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0091,/reference/reference-semantics/semantics/builtins.k,22,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0092,/reference/reference-semantics/semantics/builtins.k,23,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0093,/reference/reference-semantics/semantics/builtins.k,24,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0094,/reference/reference-semantics/semantics/builtins.k,25,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0095,/reference/reference-semantics/semantics/builtins.k,26,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0096,/reference/reference-semantics/semantics/builtins.k,32,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0097,/reference/reference-semantics/semantics/builtins.k,33,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0098,/reference/reference-semantics/semantics/builtins.k,34,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0099,/reference/reference-semantics/semantics/builtins.k,35,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0100,/reference/reference-semantics/semantics/builtins.k,36,syntax,"function, total",FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0101,/reference/reference-semantics/semantics/builtins.k,37,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0102,/reference/reference-semantics/semantics/builtins.k,38,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0103,/reference/reference-semantics/semantics/builtins.k,41,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0104,/reference/reference-semantics/semantics/builtins.k,44,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0105,/reference/reference-semantics/semantics/builtins.k,47,syntax,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0106,/reference/reference-semantics/semantics/builtins.k,48,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0107,/reference/reference-semantics/semantics/builtins.k,49,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0108,/reference/reference-semantics/semantics/builtins.k,50,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0109,/reference/reference-semantics/semantics/builtins.k,52,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0110,/reference/reference-semantics/semantics/builtins.k,54,syntax,function,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0111,/reference/reference-semantics/semantics/builtins.k,55,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0112,/reference/reference-semantics/semantics/builtins.k,56,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0113,/reference/reference-semantics/semantics/builtins.k,59,syntax,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0114,/reference/reference-semantics/semantics/builtins.k,60,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0115,/reference/reference-semantics/semantics/builtins.k,61,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0116,/reference/reference-semantics/semantics/builtins.k,62,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0117,/reference/reference-semantics/semantics/builtins.k,63,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0118,/reference/reference-semantics/semantics/builtins.k,64,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0119,/reference/reference-semantics/semantics/builtins.k,65,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0120,/reference/reference-semantics/semantics/builtins.k,67,syntax,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0121,/reference/reference-semantics/semantics/builtins.k,68,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0122,/reference/reference-semantics/semantics/builtins.k,69,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0123,/reference/reference-semantics/semantics/builtins.k,70,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0124,/reference/reference-semantics/semantics/builtins.k,71,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0125,/reference/reference-semantics/semantics/builtins.k,72,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0126,/reference/reference-semantics/semantics/builtins.k,73,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0127,/reference/reference-semantics/semantics/builtins.k,76,syntax,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0128,/reference/reference-semantics/semantics/builtins.k,77,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0129,/reference/reference-semantics/semantics/builtins.k,78,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0130,/reference/reference-semantics/semantics/builtins.k,79,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0131,/reference/reference-semantics/semantics/builtins.k,80,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0132,/reference/reference-semantics/semantics/builtins.k,81,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0133,/reference/reference-semantics/semantics/builtins.k,82,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0134,/reference/reference-semantics/semantics/builtins.k,84,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0135,/reference/reference-semantics/semantics/builtins.k,86,syntax,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0136,/reference/reference-semantics/semantics/builtins.k,87,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0137,/reference/reference-semantics/semantics/builtins.k,88,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0138,/reference/reference-semantics/semantics/builtins.k,89,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0139,/reference/reference-semantics/semantics/builtins.k,90,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0140,/reference/reference-semantics/semantics/builtins.k,91,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0141,/reference/reference-semantics/semantics/builtins.k,92,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0142,/reference/reference-semantics/semantics/builtins.k,94,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0143,/reference/reference-semantics/semantics/builtins.k,97,syntax,function,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0144,/reference/reference-semantics/semantics/builtins.k,98,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0145,/reference/reference-semantics/semantics/builtins.k,99,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0146,/reference/reference-semantics/semantics/builtins.k,100,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0147,/reference/reference-semantics/semantics/builtins.k,102,syntax,function,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0148,/reference/reference-semantics/semantics/builtins.k,103,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0149,/reference/reference-semantics/semantics/builtins.k,104,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0150,/reference/reference-semantics/semantics/builtins.k,105,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0151,/reference/reference-semantics/semantics/builtins.k,108,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0152,/reference/reference-semantics/semantics/builtins.k,109,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0153,/reference/reference-semantics/semantics/builtins.k,111,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0154,/reference/reference-semantics/semantics/builtins.k,113,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0155,/reference/reference-semantics/semantics/builtins.k,114,syntax,"function, total",FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0156,/reference/reference-semantics/semantics/builtins.k,115,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0157,/reference/reference-semantics/semantics/builtins.k,116,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0158,/reference/reference-semantics/semantics/builtins.k,117,syntax,"function, total",FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0159,/reference/reference-semantics/semantics/builtins.k,118,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0160,/reference/reference-semantics/semantics/builtins.k,119,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0161,/reference/reference-semantics/semantics/builtins.k,121,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0162,/reference/reference-semantics/semantics/builtins.k,124,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0163,/reference/reference-semantics/semantics/builtins.k,126,syntax,"function, total",FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0164,/reference/reference-semantics/semantics/builtins.k,127,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
K0165,/reference/reference-semantics/semantics/builtins.k,128,rule,—,FIXED_CONSTRUCTOR_DISJOINT,"Part of the selected supplied semantics, but its source constructors and helper heads are absent from the submitted term and proof summary."
