id,file,start_line,end_line,kind,attributes,disposition,review_basis,normalized_statement
60,semantics/bool.k,10,10,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"
61,semantics/bool.k,11,15,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2"
62,semantics/bool.k,16,16,evaluation context,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","context BoolOp(_, (HOLE:Expr, _:Exprs))"
63,semantics/bool.k,17,17,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>"
64,semantics/bool.k,18,19,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> requires truthy(V)"
65,semantics/bool.k,20,21,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires notBool truthy(V)"
66,semantics/bool.k,22,23,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> BoolOp(""or"",  (V:Val, _:Expr, _:Exprs)) => V ... </k> requires truthy(V)"
67,semantics/bool.k,24,28,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> BoolOp(""or"",  (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> requires notBool truthy(V)"
68,semantics/bool.k,29,30,priority semantic rule,priority,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]"
69,semantics/bool.k,31,34,priority semantic rule,priority,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
70,semantics/bool.k,35,38,priority semantic rule,priority,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
71,semantics/bool.k,39,42,priority semantic rule,priority,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
72,semantics/bool.k,43,46,priority semantic rule,priority,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
73,semantics/bool.k,47,47,endmodule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,endmodule
74,semantics/builtins.k,3,3,module,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,module MPY-BUILTINS
75,semantics/builtins.k,4,4,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-CORE
76,semantics/builtins.k,5,5,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-STR
77,semantics/builtins.k,6,6,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-SET
78,semantics/builtins.k,7,7,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-ITER
79,semantics/builtins.k,8,8,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-RANGE
80,semantics/builtins.k,9,9,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-INT
81,semantics/builtins.k,10,16,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-METHODS
82,semantics/builtins.k,17,19,function syntax declaration,function,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax Val ::= applyBuiltin(String, Vals) [function]"
83,semantics/builtins.k,20,20,function syntax declaration,function,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,syntax Int ::= seqLen(Val) [function]
84,semantics/builtins.k,21,21,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"
85,semantics/builtins.k,22,22,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule seqLen(list(VS:ValSeq))                  => vsLen(VS)
86,semantics/builtins.k,23,23,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)
87,semantics/builtins.k,24,24,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule seqLen(str(IS:IntSeq))                   => isLen(IS)
88,semantics/builtins.k,25,25,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule seqLen(setV(DS:IntSeq))                  => isLen(DS)
89,semantics/builtins.k,26,31,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)"
90,semantics/builtins.k,32,32,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>"
91,semantics/builtins.k,33,33,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
92,semantics/builtins.k,34,34,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #applyK(toCall(builtinV(""list"")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>"
93,semantics/builtins.k,35,35,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>"
94,semantics/builtins.k,36,36,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax ValSeq ::= charsOf(IntSeq) [function, total]"
95,semantics/builtins.k,37,37,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule charsOf(.IntSeq)                => .ValSeq
96,semantics/builtins.k,38,40,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))"
97,semantics/builtins.k,41,43,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))"
98,semantics/builtins.k,44,46,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I)"
99,semantics/builtins.k,47,47,syntax declaration,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)"
100,semantics/builtins.k,48,48,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>"
101,semantics/builtins.k,49,49,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
102,semantics/builtins.k,50,53,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)"
103,semantics/builtins.k,54,54,function syntax declaration,function,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,syntax Int ::= intOf(Val) [function]
104,semantics/builtins.k,55,55,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule intOf(I:Int)  => I
105,semantics/builtins.k,56,58,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
106,semantics/builtins.k,59,59,syntax declaration,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
107,semantics/builtins.k,60,60,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
108,semantics/builtins.k,61,61,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule <k> #iterDone ~> #allCont => true ... </k>
109,semantics/builtins.k,62,63,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)"
110,semantics/builtins.k,64,66,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)"
111,semantics/builtins.k,67,67,syntax declaration,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
112,semantics/builtins.k,68,68,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
113,semantics/builtins.k,69,69,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule <k> #iterDone ~> #anyCont => false ... </k>
114,semantics/builtins.k,70,71,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)"
115,semantics/builtins.k,72,75,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)"
116,semantics/builtins.k,76,76,syntax declaration,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
117,semantics/builtins.k,77,77,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
