id	file	line	kind	attributes	target_path	review_decision	text
S0089	semantics/builtins.k	26	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
S0090	semantics/builtins.k	32	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>"
S0091	semantics/builtins.k	33	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
S0092	semantics/builtins.k	34	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>"
S0093	semantics/builtins.k	35	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>"
S0094	semantics/builtins.k	36	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax ValSeq ::= charsOf(IntSeq) [function, total]
S0095	semantics/builtins.k	37	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule charsOf(.IntSeq)                => .ValSeq
S0096	semantics/builtins.k	38	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
S0097	semantics/builtins.k	41	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))"
S0098	semantics/builtins.k	44	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I)"
S0099	semantics/builtins.k	47	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
S0100	semantics/builtins.k	48	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
S0101	semantics/builtins.k	49	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
S0102	semantics/builtins.k	50	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
S0103	semantics/builtins.k	54	syntax	function	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Int ::= intOf(Val) [function]
S0104	semantics/builtins.k	55	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule intOf(I:Int)  => I
S0105	semantics/builtins.k	56	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
S0106	semantics/builtins.k	59	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
S0107	semantics/builtins.k	60	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
S0108	semantics/builtins.k	61	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterDone ~> #allCont => true ... </k>
S0109	semantics/builtins.k	62	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
S0110	semantics/builtins.k	64	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
S0111	semantics/builtins.k	67	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
S0112	semantics/builtins.k	68	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
S0113	semantics/builtins.k	69	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterDone ~> #anyCont => false ... </k>
S0114	semantics/builtins.k	70	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
S0115	semantics/builtins.k	72	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)
S0116	semantics/builtins.k	76	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
S0117	semantics/builtins.k	77	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
S0118	semantics/builtins.k	78	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
S0119	semantics/builtins.k	80	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
S0120	semantics/builtins.k	81	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
S0121	semantics/builtins.k	82	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
S0122	semantics/builtins.k	86	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"
S0123	semantics/builtins.k	87	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
S0124	semantics/builtins.k	88	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
S0125	semantics/builtins.k	90	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
S0126	semantics/builtins.k	91	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
S0127	semantics/builtins.k	92	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)
S0128	semantics/builtins.k	97	syntax	function	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Int ::= maxVals(Int, Vals) [function]
S0129	semantics/builtins.k	98	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"
S0130	semantics/builtins.k	99	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule maxVals(M:Int, .Vals)           => M
S0131	semantics/builtins.k	100	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
S0132	semantics/builtins.k	102	syntax	function	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Int ::= minVals(Int, Vals) [function]
S0133	semantics/builtins.k	103	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)"
S0134	semantics/builtins.k	104	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule minVals(M:Int, .Vals)           => M
S0135	semantics/builtins.k	105	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
S0136	semantics/builtins.k	108	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0"
S0137	semantics/builtins.k	111	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0"
S0138	semantics/builtins.k	114	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax IntSeq ::= binCodes(Int) [function, total]
S0139	semantics/builtins.k	115	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule binCodes(0) => iCons(48, .IntSeq)
S0140	semantics/builtins.k	116	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
S0141	semantics/builtins.k	117	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
S0142	semantics/builtins.k	118	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule binAcc(0, ACC:IntSeq) => ACC
S0143	semantics/builtins.k	119	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0
S0144	semantics/builtins.k	124	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"
S0145	semantics/builtins.k	126	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
S0146	semantics/builtins.k	127	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule enumVS(.ValSeq, _:Int) => .ValSeq
S0147	semantics/builtins.k	128	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
S0148	semantics/builtins.k	132	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"
S0149	semantics/builtins.k	134	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
S0150	semantics/builtins.k	135	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule mapStrVS(.ValSeq) => .ValSeq
S0151	semantics/builtins.k	136	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
S0152	semantics/builtins.k	137	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
S0153	semantics/builtins.k	140	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""int"", I:Int, .Vals) => I"
S0154	semantics/builtins.k	143	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"
S0155	semantics/builtins.k	144	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"
S0156	semantics/builtins.k	148	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""str"", I:Int, .Vals)       => str(strToCodes(Int2String(I)))"
S0157	semantics/builtins.k	149	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"
S0158	semantics/builtins.k	152	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"
S0159	semantics/builtins.k	156	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"
S0160	semantics/builtins.k	158	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
S0161	semantics/builtins.k	159	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
S0162	semantics/builtins.k	160	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
S0163	semantics/builtins.k	163	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"
S0164	semantics/builtins.k	164	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)"
S0165	semantics/builtins.k	167	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
S0166	semantics/builtins.k	169	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
S0167	semantics/builtins.k	170	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
S0168	semantics/builtins.k	171	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
S0169	semantics/builtins.k	173	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
S0170	semantics/builtins.k	174	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
S0171	semantics/builtins.k	177	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""range"", I:Int, .Vals)               => rangeObj(0, I, 1)"
S0172	semantics/builtins.k	178	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)"
S0173	semantics/builtins.k	179	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0"
S0174	semantics/builtins.k	187	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"
S0175	semantics/builtins.k	188	syntax	function	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Int ::= evalArith(IntSeq) [function]
S0176	semantics/builtins.k	189	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
S0177	semantics/builtins.k	192	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
S0178	semantics/builtins.k	194	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Bool ::= evDigit(Int) [function, total]
S0179	semantics/builtins.k	195	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
S0180	semantics/builtins.k	196	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Bool ::= evHead42(IntSeq) [function, total]
