id	file	line	kind	attributes	relevance	assessment	statement_sha256	bounded_preview
69	reference-semantics/semantics/bool.k	31	rule	priority	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	b20811d55420feb532235075af2164c6b7e8f9483e24f63346f384cc07354bdb	rule <k> BoolOp("and", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]
70	reference-semantics/semantics/bool.k	35	rule	priority	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	1da617ae289768882fb6780ddef9c967f8b30389f7e29694fbe4143e85146236	rule <k> BoolOp("and", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]
71	reference-semantics/semantics/bool.k	39	rule	priority	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	2eb620e8bf34c458becc919febceee04cab4f37e1a1ed7956f119a8b1265009e	rule <k> BoolOp("or", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]
72	reference-semantics/semantics/bool.k	43	rule	priority	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	86c2967b9fc68899e77c31f07a35e2359123a4ec12bb59c71db0aed88426d464	rule <k> BoolOp("or", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]
73	reference-semantics/semantics/bool.k	47	endmodule	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
74	reference-semantics/semantics/builtins.k	3	module	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	714fcf7fc40ffcebec2a866bfc219f118a9bee4b47e2010874ca09a12c64884b	module MPY-BUILTINS
75	reference-semantics/semantics/builtins.k	4	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
76	reference-semantics/semantics/builtins.k	5	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	1c022ad4e0c945f696aa1f9d78eb4c3caf78ef9d9b46ae55d6fd081ff4264877	imports MPY-STR
77	reference-semantics/semantics/builtins.k	6	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	783147658ae89d8dfd5db1f7498e1994e2d82a87dc70c399891ee2e62d7aa7b6	imports MPY-SET
78	reference-semantics/semantics/builtins.k	7	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	8ad41781e06e91093b117ccd78f6f10180a840cf3b4adaa62547edd340b26acc	imports MPY-ITER
79	reference-semantics/semantics/builtins.k	8	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	548212ddc441d76983863c9d3376f95c8022ee76d1dcf98dbe9e839a912f1323	imports MPY-RANGE
80	reference-semantics/semantics/builtins.k	9	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	6a7df951c212c93cd44f9522a2128bbac2f97c6212765bb6d61d30326317e744	imports MPY-INT
81	reference-semantics/semantics/builtins.k	10	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	09fe9e0706aef859710b0c5447f1427e859a1a9e9660b612e310bb91d51ec923	imports MPY-METHODS
82	reference-semantics/semantics/builtins.k	17	syntax	function	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	8eb9b94daf324cbcdff3d902ceb5c8dbcc3d289d7d5094d452546c2cee988dbf	syntax Val ::= applyBuiltin(String, Vals) [function]
83	reference-semantics/semantics/builtins.k	20	syntax	function	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	f6cf3d1713c13dac8d22e5399684f39be014bb52fc407729a141920e9ac6961a	syntax Int ::= seqLen(Val) [function]
84	reference-semantics/semantics/builtins.k	21	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	4c33466e09a76b7760813815674e6ffbb94166ddb7069d042ef42b3ce95e3265	rule applyBuiltin("len", OBJ:Val, .Vals) => seqLen(OBJ)
85	reference-semantics/semantics/builtins.k	22	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	4304dc6e05317c681f8ef21c1fb2272f71963bf2f9fdb2c14cea8b1cec8bd24a	rule seqLen(list(VS:ValSeq))                  => vsLen(VS)
86	reference-semantics/semantics/builtins.k	23	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	60d5ac1453fb0c1bf4065daace76c008d52751c1dbe57971c61defd6d6f8e5b7	rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)
87	reference-semantics/semantics/builtins.k	24	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	daf5d65cb8f22bd96550362f53369e5733113727c5a72e12d4ae7ac30a7d98bf	rule seqLen(str(IS:IntSeq))                   => isLen(IS)
88	reference-semantics/semantics/builtins.k	25	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	423d538bf2659955ae5cddc1b15b1054ff36573214a901869558e4292bd90db6	rule seqLen(setV(DS:IntSeq))                  => isLen(DS)
89	reference-semantics/semantics/builtins.k	26	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	b762a4c2dc2a978a5b58cf17653c01ed5b351a867462311dab5fe0f48fffd44c	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
90	reference-semantics/semantics/builtins.k	32	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	ca8be208f8fa6148663a0c537d339c0e95aa56e71badd3b8333662aa253c0a80	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>
91	reference-semantics/semantics/builtins.k	33	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	d4c8072f0224b4363a94ae3ac318b3b18ad05c41f2b433fe526f8d020ae141b5	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
92	reference-semantics/semantics/builtins.k	34	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	3dd9d5c101b8e31cedceb121820ec2654e8e23f50e4dab6bbb49a412e89fd7fa	rule <k> #applyK(toCall(builtinV("list")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>
93	reference-semantics/semantics/builtins.k	35	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	d19a2af0b57612a4a42fa18792f97042a5ef7759c0c609eca004ae8dd1a4afb3	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>
94	reference-semantics/semantics/builtins.k	36	syntax	function,total	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	01aff6eecdd49ca279cb4378e0ba39cf9a5e1da377c6bda52586943e73543839	syntax ValSeq ::= charsOf(IntSeq) [function, total]
95	reference-semantics/semantics/builtins.k	37	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	18e5f857c9437096279ec2b4e4f3bf20712174c985f8be831a7e064273d4b28e	rule charsOf(.IntSeq)                => .ValSeq
96	reference-semantics/semantics/builtins.k	38	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	a2c1d74e5b751f7bfb3585ac3dc7672108ca19a654a1bae5d8f2511b6574dce6	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
97	reference-semantics/semantics/builtins.k	41	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	9f9f03920225a3d36e948401883e4279fdf90907b29131aea12dec5c1ae84228	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))
98	reference-semantics/semantics/builtins.k	44	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	d43957f0423a89cd90b617e2424f1c0c53f903e8a496d7350c11f5dccb463b90	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I)
99	reference-semantics/semantics/builtins.k	47	syntax	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	8faa5250ed2b829b2c57a81708a1e0b4c8fc5683bff408e6fae108fe3ec4e60f	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
100	reference-semantics/semantics/builtins.k	48	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	cd531bdb9afa464c73c67f8946bbe64957682a3d5dd078d0bf22a556ccc572e6	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
101	reference-semantics/semantics/builtins.k	49	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	74ff8e8be84218b889ef85b902de5efaea860b572c8a5da8306df05a1b3c4947	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
102	reference-semantics/semantics/builtins.k	50	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	1ea66d1c87c6d6c2367b5978e8c39eabd2c37f53f7517b4ff6a7dd95934f21a0	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
103	reference-semantics/semantics/builtins.k	54	syntax	function	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	0355f95a50a6608682b1c8b9e304799a37a3ed6f4f6f81f8cc0d968f5ff678a4	syntax Int ::= intOf(Val) [function]
104	reference-semantics/semantics/builtins.k	55	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	ec6a1865ddeceeb1356af42bd0644f42e721db83ff7aa5df01295cd1f3a2519e	rule intOf(I:Int)  => I
105	reference-semantics/semantics/builtins.k	56	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	39b97d83aa9d3c94c8143b6537ebc15c6c0513d4fa61118dbea15c2129e10bd2	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
106	reference-semantics/semantics/builtins.k	59	syntax	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	ed695fa0c4dbae8a1436b754495b020fb468e206c2b6448c21a61316bf0da571	syntax KItem ::= #allAcc(Iterable) | "#allCont"
