id	provenance	file	line	module	kind	class	function	total	functional	symbol	opaque_no_evaluators	priority	simplification	concrete	owise	macro	text	decision	audit_rationale
27	SUPPLIED_FIXED	reference-semantics/semantics.k	61	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-RANGE	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
28	SUPPLIED_FIXED	reference-semantics/semantics.k	62	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-OPERATORS	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
29	SUPPLIED_FIXED	reference-semantics/semantics.k	63	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-INT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
30	SUPPLIED_FIXED	reference-semantics/semantics.k	64	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-BOOL	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
31	SUPPLIED_FIXED	reference-semantics/semantics.k	65	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-FLOAT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
32	SUPPLIED_FIXED	reference-semantics/semantics.k	66	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-STR	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
33	SUPPLIED_FIXED	reference-semantics/semantics.k	67	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SET	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
34	SUPPLIED_FIXED	reference-semantics/semantics.k	68	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-LIST	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
35	SUPPLIED_FIXED	reference-semantics/semantics.k	69	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-TUPLE	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
36	SUPPLIED_FIXED	reference-semantics/semantics.k	70	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SUBSCRIPT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
37	SUPPLIED_FIXED	reference-semantics/semantics.k	71	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-COMPREHENSION	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
38	SUPPLIED_FIXED	reference-semantics/semantics.k	72	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-METHODS	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
39	SUPPLIED_FIXED	reference-semantics/semantics.k	73	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CONTROLS	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
40	SUPPLIED_FIXED	reference-semantics/semantics.k	74	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-FUNCTIONS	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
41	SUPPLIED_FIXED	reference-semantics/semantics.k	75	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-BUILTINS	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
42	SUPPLIED_FIXED	reference-semantics/semantics.k	76	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CALL	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
43	SUPPLIED_FIXED	reference-semantics/semantics.k	77	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SORT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
44	SUPPLIED_FIXED	reference-semantics/semantics.k	78	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-ASSERT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
45	SUPPLIED_FIXED	reference-semantics/semantics.k	79	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-DICT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
46	SUPPLIED_FIXED	reference-semantics/semantics.k	80	MPY	endmodule	endmodule	False	False	False	False	False	False	False	True	False	False	endmodule // The krun (llvm) main module: MPY plus the concrete-only legs (keyed sort's // real key calls, deep list equality). Verification builds import MPY and // never see MPY-CONCRETE. The llvm kompile MUST use --main-module MPY-KRUN — // with plain MPY the concrete legs are silently absent (this was live for a // while: sorted-key stuck and comprehension asserted wrong under krun).	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
47	SUPPLIED_FIXED	reference-semantics/semantics.k	87	MPY-KRUN	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-KRUN	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
48	SUPPLIED_FIXED	reference-semantics/semantics.k	88	MPY-KRUN	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
49	SUPPLIED_FIXED	reference-semantics/semantics.k	89	MPY-KRUN	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CONCRETE	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
50	SUPPLIED_FIXED	reference-semantics/semantics.k	90	MPY-KRUN	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
51	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	3	MPY-ASSERT	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-ASSERT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
52	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	4	MPY-ASSERT	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
53	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	6	MPY-ASSERT	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
54	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	8	MPY-ASSERT	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code> requires notBool truthy(V)	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
55	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	13	MPY-ASSERT	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
56	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	16	MPY-ASSERT	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
57	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	5	MPY-BOOL	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-BOOL	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
58	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	6	MPY-BOOL	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
59	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	8	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyUn(""not"", V:Val) => notBool truthy(V)"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
60	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	10	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
61	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	11	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2 // ==== BoolOp: short-circuit, value-returning and / or ===================== // the node is its own accumulator: heat the HEAD element only, then either return it // (short-circuit) or drop it and continue"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
62	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	16	MPY-BOOL	context	evaluation-context	False	False	False	False	False	False	False	False	False	False	context BoolOp(_, (HOLE:Expr, _:Exprs))	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
63	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	17	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
64	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	18	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> requires truthy(V)"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
65	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	20	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires notBool truthy(V)"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
66	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	22	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""or"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires truthy(V)"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
67	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	24	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""or"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> requires notBool truthy(V) // ==== heap-object head: decide truthiness THROUGH the heap, never rewrite the // operand — and/or return the OBJECT itself (Python identity), not its structure"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
68	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	29	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
69	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	31	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
70	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	35	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
71	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	39	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
72	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	43	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
73	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	47	MPY-BOOL	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
74	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	3	MPY-BUILTINS	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-BUILTINS	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
75	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	4	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
76	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	5	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-STR	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
77	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	6	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SET	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
78	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	7	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-ITER	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
79	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	8	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-RANGE	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
80	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	9	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-INT	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
81	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	10	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-METHODS // the builtins REGISTRY is core.k's builtinsScope (the -1 frame); names resolve by lookup // Call routing + argument evaluation live in call.k, which also routes the fold // builtins (sum/all/any/max/min) to the #_Acc folds below and everything else to // applyBuiltin. This module owns applyBuiltin + the fold implementations.	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
82	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	17	MPY-BUILTINS	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Val ::= applyBuiltin(String, Vals) [function] // ==== len(obj) — O(1) per kind ============================================	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
83	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	20	MPY-BUILTINS	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Int ::= seqLen(Val) [function]	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
84	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	21	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
85	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	22	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(list(VS:ValSeq)) => vsLen(VS)	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
86	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	23	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
87	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	24	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(str(IS:IntSeq)) => isLen(IS)	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
88	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	25	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(setV(DS:IntSeq)) => isLen(DS)	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
89	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	26	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST) // ==== list(seq) — materialize a list/tuple into a list (e.g. list(d.keys())) == // Minimal: the ""copy a sequence"" case (list of a list is itself; list of a tuple keeps order). // list() of other iterables (str/range/set/zip) is added via the iterator fold when needed. // (k-cell — list() constructs a NEW object)"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
90	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	32	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
91	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	33	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
92	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	34	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals) => #alloc(list(.ValSeq)) ... </k>"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
93	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	35	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
94	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	36	MPY-BUILTINS	syntax	syntax-declaration	True	True	False	False	False	False	False	False	False	False	syntax ValSeq ::= charsOf(IntSeq) [function, total]	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
95	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	37	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule charsOf(.IntSeq) => .ValSeq	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
96	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	38	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R)) // ==== set(str) — distinct character codes =================================	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
97	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	41	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS)) // ==== abs(int) ============================================================"	FIXED_SELECTED_SEMANTICS	Byte-identical launcher-selected semantics, not a candidate proof extension.
