id	provenance	file	line	module	kind	class	function	total	functional	symbol	opaque_no_evaluators	priority	simplification	concrete	owise	macro	text
22	SUPPLIED_FIXED	reference-semantics/semantics.k	55		requires	requires	False	False	False	False	False	False	False	False	False	False	"requires ""semantics/dict.k"""
23	SUPPLIED_FIXED	reference-semantics/semantics.k	56		requires	requires	False	False	False	False	False	False	False	True	False	False	"requires ""semantics/concrete.k"""
24	SUPPLIED_FIXED	reference-semantics/semantics.k	58	MPY	module	module	False	False	False	False	False	False	False	False	False	False	module MPY
25	SUPPLIED_FIXED	reference-semantics/semantics.k	59	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE
26	SUPPLIED_FIXED	reference-semantics/semantics.k	60	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-ITER
27	SUPPLIED_FIXED	reference-semantics/semantics.k	61	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-RANGE
28	SUPPLIED_FIXED	reference-semantics/semantics.k	62	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-OPERATORS
29	SUPPLIED_FIXED	reference-semantics/semantics.k	63	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-INT
30	SUPPLIED_FIXED	reference-semantics/semantics.k	64	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-BOOL
31	SUPPLIED_FIXED	reference-semantics/semantics.k	65	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-FLOAT
32	SUPPLIED_FIXED	reference-semantics/semantics.k	66	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-STR
33	SUPPLIED_FIXED	reference-semantics/semantics.k	67	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SET
34	SUPPLIED_FIXED	reference-semantics/semantics.k	68	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-LIST
35	SUPPLIED_FIXED	reference-semantics/semantics.k	69	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-TUPLE
36	SUPPLIED_FIXED	reference-semantics/semantics.k	70	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SUBSCRIPT
37	SUPPLIED_FIXED	reference-semantics/semantics.k	71	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-COMPREHENSION
38	SUPPLIED_FIXED	reference-semantics/semantics.k	72	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-METHODS
39	SUPPLIED_FIXED	reference-semantics/semantics.k	73	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CONTROLS
40	SUPPLIED_FIXED	reference-semantics/semantics.k	74	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-FUNCTIONS
41	SUPPLIED_FIXED	reference-semantics/semantics.k	75	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-BUILTINS
42	SUPPLIED_FIXED	reference-semantics/semantics.k	76	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CALL
43	SUPPLIED_FIXED	reference-semantics/semantics.k	77	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SORT
44	SUPPLIED_FIXED	reference-semantics/semantics.k	78	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-ASSERT
45	SUPPLIED_FIXED	reference-semantics/semantics.k	79	MPY	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-DICT
46	SUPPLIED_FIXED	reference-semantics/semantics.k	80	MPY	endmodule	endmodule	False	False	False	False	False	False	False	True	False	False	endmodule // The krun (llvm) main module: MPY plus the concrete-only legs (keyed sort's // real key calls, deep list equality). Verification builds import MPY and // never see MPY-CONCRETE. The llvm kompile MUST use --main-module MPY-KRUN — // with plain MPY the concrete legs are silently absent (this was live for a // while: sorted-key stuck and comprehension asserted wrong under krun).
47	SUPPLIED_FIXED	reference-semantics/semantics.k	87	MPY-KRUN	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-KRUN
48	SUPPLIED_FIXED	reference-semantics/semantics.k	88	MPY-KRUN	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY
49	SUPPLIED_FIXED	reference-semantics/semantics.k	89	MPY-KRUN	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CONCRETE
50	SUPPLIED_FIXED	reference-semantics/semantics.k	90	MPY-KRUN	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule
51	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	3	MPY-ASSERT	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-ASSERT
52	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	4	MPY-ASSERT	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE
53	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	6	MPY-ASSERT	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)
54	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	8	MPY-ASSERT	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code> requires notBool truthy(V)
55	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	13	MPY-ASSERT	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
56	SUPPLIED_FIXED	reference-semantics/semantics/assert.k	16	MPY-ASSERT	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule
57	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	5	MPY-BOOL	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-BOOL
58	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	6	MPY-BOOL	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE
59	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	8	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyUn(""not"", V:Val) => notBool truthy(V)"
60	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	10	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"
61	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	11	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2 // ==== BoolOp: short-circuit, value-returning and / or ===================== // the node is its own accumulator: heat the HEAD element only, then either return it // (short-circuit) or drop it and continue"
62	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	16	MPY-BOOL	context	evaluation-context	False	False	False	False	False	False	False	False	False	False	context BoolOp(_, (HOLE:Expr, _:Exprs))
63	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	17	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
64	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	18	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> requires truthy(V)"
65	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	20	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires notBool truthy(V)"
66	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	22	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""or"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires truthy(V)"
67	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	24	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> BoolOp(""or"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> requires notBool truthy(V) // ==== heap-object head: decide truthiness THROUGH the heap, never rewrite the // operand — and/or return the OBJECT itself (Python identity), not its structure"
68	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	29	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
69	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	31	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
70	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	35	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
71	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	39	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
72	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	43	MPY-BOOL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
73	SUPPLIED_FIXED	reference-semantics/semantics/bool.k	47	MPY-BOOL	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule
74	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	3	MPY-BUILTINS	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-BUILTINS
75	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	4	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE
76	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	5	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-STR
77	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	6	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SET
78	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	7	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-ITER
79	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	8	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-RANGE
80	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	9	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-INT
81	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	10	MPY-BUILTINS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-METHODS // the builtins REGISTRY is core.k's builtinsScope (the -1 frame); names resolve by lookup // Call routing + argument evaluation live in call.k, which also routes the fold // builtins (sum/all/any/max/min) to the #_Acc folds below and everything else to // applyBuiltin. This module owns applyBuiltin + the fold implementations.
82	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	17	MPY-BUILTINS	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Val ::= applyBuiltin(String, Vals) [function] // ==== len(obj) — O(1) per kind ============================================
83	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	20	MPY-BUILTINS	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Int ::= seqLen(Val) [function]
84	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	21	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"
85	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	22	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(list(VS:ValSeq)) => vsLen(VS)
86	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	23	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)
87	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	24	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(str(IS:IntSeq)) => isLen(IS)
88	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	25	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule seqLen(setV(DS:IntSeq)) => isLen(DS)
89	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	26	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST) // ==== list(seq) — materialize a list/tuple into a list (e.g. list(d.keys())) == // Minimal: the ""copy a sequence"" case (list of a list is itself; list of a tuple keeps order). // list() of other iterables (str/range/set/zip) is added via the iterator fold when needed. // (k-cell — list() constructs a NEW object)"
90	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	32	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
91	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	33	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
92	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	34	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals) => #alloc(list(.ValSeq)) ... </k>"
93	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	35	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>"
94	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	36	MPY-BUILTINS	syntax	syntax-declaration	True	True	False	False	False	False	False	False	False	False	syntax ValSeq ::= charsOf(IntSeq) [function, total]
95	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	37	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule charsOf(.IntSeq) => .ValSeq
96	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	38	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R)) // ==== set(str) — distinct character codes =================================
97	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	41	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS)) // ==== abs(int) ============================================================"
98	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	44	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I) // ==== sum(iterable) — one #iterNext fold; intOf = int value of an int/bool =="
99	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	47	MPY-BUILTINS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
100	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	48	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
101	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	49	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
102	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	50	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
103	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	54	MPY-BUILTINS	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Int ::= intOf(Val) [function]
104	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	55	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule intOf(I:Int) => I
105	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	56	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi // ==== all / any (short-circuiting #iterNext folds) ========================
106	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	59	MPY-BUILTINS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
107	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	60	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
108	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	61	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterDone ~> #allCont => true ... </k>
109	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	62	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
110	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	64	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
111	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	67	MPY-BUILTINS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
112	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	68	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
113	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	69	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterDone ~> #anyCont => false ... </k>
114	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	70	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
115	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	72	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V) // ==== max / min over an iterable (#iterNext folds; first element seeds) ====
116	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	76	MPY-BUILTINS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
117	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	77	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
118	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	78	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
119	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	80	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
120	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	81	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
121	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	82	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
122	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	86	MPY-BUILTINS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"
123	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	87	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
124	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	88	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
125	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	90	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
126	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	91	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
127	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	92	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V) // ==== variadic max / min (a Vals fold) ====================================
128	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	97	MPY-BUILTINS	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Int ::= maxVals(Int, Vals) [function]
129	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	98	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"
130	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	99	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule maxVals(M:Int, .Vals) => M
131	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	100	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
132	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	102	MPY-BUILTINS	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Int ::= minVals(Int, Vals) [function]
133	SUPPLIED_FIXED	reference-semantics/semantics/builtins.k	103	MPY-BUILTINS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)"
