FILE /tmp/audit-work/audit-src/reference-semantics/semantics.k
FILE-RECORDS 0
FILE /tmp/audit-work/audit-src/reference-semantics/semantics/assert.k
FILE-RECORDS 14
FILE /tmp/audit-work/audit-src/reference-semantics/semantics/builtins.k
0017	function-declaration	attrs=function	syntax Val ::= applyBuiltin(String, Vals) [function]  // ==== len(obj) — O(1) per kind ============================================
0020	function-declaration	attrs=function	syntax Int ::= seqLen(Val) [function]
0021	ordinary-rule	attrs=-	rule applyBuiltin("len", OBJ:Val, .Vals) => seqLen(OBJ)
0022	ordinary-rule	attrs=-	rule seqLen(list(VS:ValSeq))                  => vsLen(VS)
0023	ordinary-rule	attrs=-	rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)
0024	ordinary-rule	attrs=-	rule seqLen(str(IS:IntSeq))                   => isLen(IS)
0025	ordinary-rule	attrs=-	rule seqLen(setV(DS:IntSeq))                  => isLen(DS)
0026	ordinary-rule	attrs=-	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)  // ==== list(seq) — materialize a list/tuple into a list (e.g. list(d.keys())) == // Minimal: the "copy a sequence" case (list of a list is itself; list of a tuple keeps order). // list() of other iterables (str/range/set/zip) is added via the iterator fold when needed. // (k-cell — list() constructs a NEW object)
0032	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>
0033	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
0034	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("list")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>
0035	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>
0036	function-declaration	attrs=function,total	syntax ValSeq ::= charsOf(IntSeq) [function, total]
0037	ordinary-rule	attrs=-	rule charsOf(.IntSeq)                => .ValSeq
0038	ordinary-rule	attrs=-	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))  // ==== set(str) — distinct character codes =================================
0041	ordinary-rule	attrs=-	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))  // ==== abs(int) ============================================================
0044	ordinary-rule	attrs=-	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I)  // ==== sum(iterable) — one #iterNext fold; intOf = int value of an int/bool ==
0047	syntax-declaration	attrs=-	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
0048	ordinary-rule	attrs=-	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
0049	ordinary-rule	attrs=-	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
0050	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
0054	function-declaration	attrs=function	syntax Int ::= intOf(Val) [function]
0055	ordinary-rule	attrs=-	rule intOf(I:Int)  => I
0056	ordinary-rule	attrs=-	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi  // ==== all / any (short-circuiting #iterNext folds) ========================
0059	syntax-declaration	attrs=-	syntax KItem ::= #allAcc(Iterable) | "#allCont"
0060	ordinary-rule	attrs=-	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
0061	ordinary-rule	attrs=-	rule <k> #iterDone ~> #allCont => true ... </k>
0062	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
0064	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
0067	syntax-declaration	attrs=-	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
0068	ordinary-rule	attrs=-	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
0069	ordinary-rule	attrs=-	rule <k> #iterDone ~> #anyCont => false ... </k>
0070	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
0072	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)  // ==== max / min over an iterable (#iterNext folds; first element seeds) ====
0076	syntax-declaration	attrs=-	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
0077	ordinary-rule	attrs=-	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
0078	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
0080	ordinary-rule	attrs=-	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
0081	ordinary-rule	attrs=-	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
0082	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
0086	syntax-declaration	attrs=-	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
0087	ordinary-rule	attrs=-	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
0088	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
0090	ordinary-rule	attrs=-	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
0091	ordinary-rule	attrs=-	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
0092	ordinary-rule	attrs=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)  // ==== variadic max / min (a Vals fold) ====================================
0097	function-declaration	attrs=function	syntax Int ::= maxVals(Int, Vals) [function]
0098	ordinary-rule	attrs=-	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
0099	ordinary-rule	attrs=-	rule maxVals(M:Int, .Vals)           => M
0100	ordinary-rule	attrs=-	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
0102	function-declaration	attrs=function	syntax Int ::= minVals(Int, Vals) [function]
0103	ordinary-rule	attrs=-	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
0104	ordinary-rule	attrs=-	rule minVals(M:Int, .Vals)           => M
0105	ordinary-rule	attrs=-	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)  // ==== bin(n) — "0b" + binary digit codes (promoted from 103's defined fold) ==
0108	ordinary-rule	attrs=-	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0 // negative operand: the '-' sign prefixes the magnitude's digits
0111	ordinary-rule	attrs=-	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0
0114	function-declaration	attrs=function,total	syntax IntSeq ::= binCodes(Int) [function, total]
0115	ordinary-rule	attrs=-	rule binCodes(0) => iCons(48, .IntSeq)
0116	ordinary-rule	attrs=-	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
0117	function-declaration	attrs=function,total	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
0118	ordinary-rule	attrs=-	rule binAcc(0, ACC:IntSeq) => ACC
0119	ordinary-rule	attrs=-	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0  // ==== enumerate(xs) — pairs (i, v); materialized eagerly over a list =========
0124	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("enumerate")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>
0126	function-declaration	attrs=function,total	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
0127	ordinary-rule	attrs=-	rule enumVS(.ValSeq, _:Int) => .ValSeq
0128	ordinary-rule	attrs=-	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))  // ==== map(str, xs) — eager (only the str case is in the subset) =============
0132	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
0134	function-declaration	attrs=function,total	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
0135	ordinary-rule	attrs=-	rule mapStrVS(.ValSeq) => .ValSeq
0136	ordinary-rule	attrs=-	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
0137	ordinary-rule	attrs=-	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))  // ==== int(x) identities (int(round(x)) composes through) ====================
0140	ordinary-rule	attrs=-	rule applyBuiltin("int", I:Int, .Vals) => I  // ==== ord / chr ===========================================================
0143	ordinary-rule	attrs=-	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
0144	ordinary-rule	attrs=-	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128  // ==== str(int) / str(str) =================================================
0148	ordinary-rule	attrs=-	rule applyBuiltin("str", I:Int, .Vals)       => str(strToCodes(Int2String(I)))
0149	ordinary-rule	attrs=-	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)  // ==== int(str) — a single digit char ('0'..'9', code 48..57) to its value =====
0152	ordinary-rule	attrs=-	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57  // ==== int(str) — a multi-digit non-negative numeral (Horner fold; the single-char rule covers len 1)
0156	ordinary-rule	attrs=-	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2
0158	function-declaration	attrs=function,total	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
0159	ordinary-rule	attrs=-	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
0160	ordinary-rule	attrs=-	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))  // ==== zip(a, b) — parallel iterable of pairs, truncating to the shorter =====
0163	ordinary-rule	attrs=-	rule applyBuiltin("zip", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)
0164	ordinary-rule	attrs=-	rule applyBuiltin("zip", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)  // zip's iterator-protocol cases (zip is created here, so its #iterNext lives here)
0167	ordinary-rule	attrs=-	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
0169	ordinary-rule	attrs=-	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
0170	ordinary-rule	attrs=-	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
0171	ordinary-rule	attrs=-	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
0173	ordinary-rule	attrs=-	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
0174	ordinary-rule	attrs=-	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>  // ==== range(stop) / range(start, stop) / range(start, stop, step) =========
0177	ordinary-rule	attrs=-	rule applyBuiltin("range", I:Int, .Vals)               => rangeObj(0, I, 1)
0178	ordinary-rule	attrs=-	rule applyBuiltin("range", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)
0179	ordinary-rule	attrs=-	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0  // ==== eval(str) — arithmetic expressions (ints, + - * // **, spaces) ======== // Python precedence: ** right-assoc, then * //, then + -. Promoted from 160's // trusted pass evaluator, now DEFINED in the reference and driven by a // code-level tokenizer. Reduces on concrete strings (krun); a symbolic // argument leaves the call unevaluated for problem-level folds.
0187	ordinary-rule	attrs=-	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
0188	function-declaration	attrs=function	syntax Int ::= evalArith(IntSeq) [function]
0189	ordinary-rule	attrs=-	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
0192	syntax-declaration	attrs=-	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
0194	function-declaration	attrs=function,total	syntax Bool ::= evDigit(Int) [function, total]
0195	ordinary-rule	attrs=-	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
0196	function-declaration	attrs=function,total	syntax Bool ::= evHead42(IntSeq) [function, total]
0197	ordinary-rule	attrs=-	rule evHead42(iCons(42, _:IntSeq)) => true
0198	ordinary-rule	attrs=owise	rule evHead42(_:IntSeq)            => false [owise]
0199	function-declaration	attrs=function,total	syntax Bool ::= evHead47(IntSeq) [function, total]
0200	ordinary-rule	attrs=-	rule evHead47(iCons(47, _:IntSeq)) => true
0201	ordinary-rule	attrs=owise	rule evHead47(_:IntSeq)            => false [owise]
0203	function-declaration	attrs=function,total	syntax OpSeq ::= tokOps(IntSeq) [function, total]
0204	ordinary-rule	attrs=-	rule tokOps(.IntSeq)                 => .OpSeq
0205	ordinary-rule	attrs=-	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
0206	ordinary-rule	attrs=-	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
0207	ordinary-rule	attrs=-	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
0208	ordinary-rule	attrs=-	rule tokOps(iCons(42, R:IntSeq))     => oCons("*", tokOps(R)) requires notBool evHead42(R)
0209	ordinary-rule	attrs=-	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
0210	ordinary-rule	attrs=-	rule tokOps(iCons(47, R:IntSeq))     => oCons("/", tokOps(R)) requires notBool evHead47(R)
0211	ordinary-rule	attrs=-	rule tokOps(iCons(43, R:IntSeq))     => oCons("+", tokOps(R))
0212	ordinary-rule	attrs=-	rule tokOps(iCons(45, R:IntSeq))     => oCons("-", tokOps(R))
0214	function-declaration	attrs=function,total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
0216	ordinary-rule	attrs=-	rule tokNds(.IntSeq)                => .IntSeq
0217	ordinary-rule	attrs=-	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
0218	ordinary-rule	attrs=-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
0219	ordinary-rule	attrs=-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
0221	ordinary-rule	attrs=-	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
0223	ordinary-rule	attrs=owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
0225	syntax-declaration	attrs=-	syntax EvPair ::= evp(OpSeq, IntSeq)
0226	function-declaration	attrs=function,total	syntax Int ::= firstNdE(EvPair) [function, total]
0227	ordinary-rule	attrs=-	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
0228	ordinary-rule	attrs=owise	rule firstNdE(_:EvPair) => 0 [owise]
0230	function-declaration	attrs=function,total	syntax Int ::= applyOpE(String, Int, Int) [function, total]
0231	ordinary-rule	attrs=-	rule applyOpE("+",  A:Int, B:Int) => A +Int B
0232	ordinary-rule	attrs=-	rule applyOpE("-",  A:Int, B:Int) => A -Int B
0233	ordinary-rule	attrs=-	rule applyOpE("*",  A:Int, B:Int) => A *Int B
0234	ordinary-rule	attrs=-	rule applyOpE("//", A:Int, B:Int) => A divInt B
0235	ordinary-rule	attrs=-	rule applyOpE("**", A:Int, B:Int) => A ^Int B
0236	ordinary-rule	attrs=owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
0238	function-declaration	attrs=function,total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
0239	ordinary-rule	attrs=-	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
0240	ordinary-rule	attrs=-	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
0241	ordinary-rule	attrs=-	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
0243	ordinary-rule	attrs=owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
0244	function-declaration	attrs=function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
0245	ordinary-rule	attrs=-	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
0246	ordinary-rule	attrs=-	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
0247	function-declaration	attrs=function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
0248	ordinary-rule	attrs=-	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
0250	function-declaration	attrs=function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
0251	ordinary-rule	attrs=-	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
0252	ordinary-rule	attrs=-	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
0253	ordinary-rule	attrs=-	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
0254	ordinary-rule	attrs=-	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
0255	function-declaration	attrs=function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
0256	ordinary-rule	attrs=-	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
0257	ordinary-rule	attrs=-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
0260	ordinary-rule	attrs=-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
0263	ordinary-rule	attrs=owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
0265	function-declaration	attrs=function,total	syntax Bool ::= inLevelE(String, String) [function, total]
0266	ordinary-rule	attrs=-	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
0267	ordinary-rule	attrs=-	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
0268	ordinary-rule	attrs=owise	rule inLevelE(_:String, _:String) => false [owise]
0269	function-declaration	attrs=function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
0270	ordinary-rule	attrs=-	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
0271	ordinary-rule	attrs=-	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
0272	function-declaration	attrs=function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
0273	ordinary-rule	attrs=-	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
0274	ordinary-rule	attrs=-	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))  // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== // The md5 value itself is a named shared trust (sortVS-style, no concrete // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
0279	syntax-declaration	attrs=-	syntax KItem ::= "#md5"
0280	ordinary-rule	attrs=priority	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
0282	ordinary-rule	attrs=-	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
0283	syntax-declaration	attrs=-	syntax Val ::= md5Obj(IntSeq)
0284	ordinary-rule	attrs=-	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
0285	function-declaration	attrs=function,total	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]  // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
0291	ordinary-rule	attrs=-	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
0292	ordinary-rule	attrs=-	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
0293	function-declaration	attrs=function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
0294	ordinary-rule	attrs=-	rule isIntV(_:Int)         => true
0295	ordinary-rule	attrs=owise	rule isIntV(_:Val)         => false [owise]
0296	ordinary-rule	attrs=-	rule isStrV(str(_:IntSeq)) => true
0297	ordinary-rule	attrs=owise	rule isStrV(_:Val)         => false [owise]
FILE-RECORDS 175
FILE /tmp/audit-work/audit-src/reference-semantics/semantics/call.k
0016	ordinary-rule	attrs=owise	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>  // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
0019	syntax-declaration	attrs=-	syntax KItem ::= #callee(Exprs)
0020	ordinary-rule	attrs=owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
0021	ordinary-rule	attrs=-	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>  // ==== dispatch on the callee value ========================================
0024	ordinary-rule	attrs=-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
0026	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
0027	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
0028	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
0029	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
0030	ordinary-rule	attrs=-	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
