origin	source	kind	start_line	end_line	attributes	disposition	text
trusted-supplied-fixed-semantics	semantics.k	requires	50	50	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"requires ""semantics/functions.k"""
trusted-supplied-fixed-semantics	semantics.k	requires	51	51	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"requires ""semantics/builtins.k"""
trusted-supplied-fixed-semantics	semantics.k	requires	52	52	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"requires ""semantics/call.k"""
trusted-supplied-fixed-semantics	semantics.k	requires	53	53	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"requires ""semantics/sort.k"""
trusted-supplied-fixed-semantics	semantics.k	requires	54	54	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"requires ""semantics/assert.k"""
trusted-supplied-fixed-semantics	semantics.k	requires	55	55	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"requires ""semantics/dict.k"""
trusted-supplied-fixed-semantics	semantics.k	requires	56	57	concrete	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"requires ""semantics/concrete.k"""
trusted-supplied-fixed-semantics	semantics.k	module	58	58	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	module MPY
trusted-supplied-fixed-semantics	semantics.k	imports	59	59	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-CORE
trusted-supplied-fixed-semantics	semantics.k	imports	60	60	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-ITER
trusted-supplied-fixed-semantics	semantics.k	imports	61	61	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-RANGE
trusted-supplied-fixed-semantics	semantics.k	imports	62	62	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-OPERATORS
trusted-supplied-fixed-semantics	semantics.k	imports	63	63	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-INT
trusted-supplied-fixed-semantics	semantics.k	imports	64	64	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-BOOL
trusted-supplied-fixed-semantics	semantics.k	imports	65	65	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-FLOAT
trusted-supplied-fixed-semantics	semantics.k	imports	66	66	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-STR
trusted-supplied-fixed-semantics	semantics.k	imports	67	67	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-SET
trusted-supplied-fixed-semantics	semantics.k	imports	68	68	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-LIST
trusted-supplied-fixed-semantics	semantics.k	imports	69	69	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-TUPLE
trusted-supplied-fixed-semantics	semantics.k	imports	70	70	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-SUBSCRIPT
trusted-supplied-fixed-semantics	semantics.k	imports	71	71	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-COMPREHENSION
trusted-supplied-fixed-semantics	semantics.k	imports	72	72	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-METHODS
trusted-supplied-fixed-semantics	semantics.k	imports	73	73	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-CONTROLS
trusted-supplied-fixed-semantics	semantics.k	imports	74	74	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-FUNCTIONS
trusted-supplied-fixed-semantics	semantics.k	imports	75	75	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-BUILTINS
trusted-supplied-fixed-semantics	semantics.k	imports	76	76	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-CALL
trusted-supplied-fixed-semantics	semantics.k	imports	77	77	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-SORT
trusted-supplied-fixed-semantics	semantics.k	imports	78	78	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-ASSERT
trusted-supplied-fixed-semantics	semantics.k	imports	79	79	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-DICT
trusted-supplied-fixed-semantics	semantics.k	endmodule	80	86	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	endmodule // The krun (llvm) main module: MPY plus the concrete-only legs (keyed sort's // real key calls, deep list equality). Verification builds import MPY and // never see MPY-CONCRETE. The llvm kompile MUST use --main-module MPY-KRUN — // with plain MPY the concrete legs are silently absent (this was live for a // while: sorted-key stuck and comprehension asserted wrong under krun).
trusted-supplied-fixed-semantics	semantics.k	module	87	87	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	module MPY-KRUN
trusted-supplied-fixed-semantics	semantics.k	imports	88	88	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY
trusted-supplied-fixed-semantics	semantics.k	imports	89	89	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-CONCRETE
trusted-supplied-fixed-semantics	semantics.k	endmodule	90	90	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	endmodule
trusted-supplied-fixed-semantics	semantics/assert.k	module	3	3	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	module MPY-ASSERT
trusted-supplied-fixed-semantics	semantics/assert.k	imports	4	5	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	imports MPY-CORE
trusted-supplied-fixed-semantics	semantics/assert.k	rule	6	7	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)
trusted-supplied-fixed-semantics	semantics/assert.k	rule	8	12	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code> requires notBool truthy(V)
trusted-supplied-fixed-semantics	semantics/assert.k	rule	13	15	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
trusted-supplied-fixed-semantics	semantics/assert.k	endmodule	16	16	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	endmodule
trusted-supplied-fixed-semantics	semantics/bool.k	module	5	5	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	module MPY-BOOL
trusted-supplied-fixed-semantics	semantics/bool.k	imports	6	7	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	imports MPY-CORE
trusted-supplied-fixed-semantics	semantics/bool.k	rule	8	9	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule applyUn(""not"", V:Val) => notBool truthy(V)"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	10	10	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	11	15	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2 // ==== BoolOp: short-circuit, value-returning and / or ===================== // the node is its own accumulator: heat the HEAD element only, then either return it // (short-circuit) or drop it and continue"
trusted-supplied-fixed-semantics	semantics/bool.k	context	16	16	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	context BoolOp(_, (HOLE:Expr, _:Exprs))
trusted-supplied-fixed-semantics	semantics/bool.k	rule	17	17	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
trusted-supplied-fixed-semantics	semantics/bool.k	rule	18	19	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> requires truthy(V)"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	20	21	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires notBool truthy(V)"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	22	23	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""or"",  (V:Val, _:Expr, _:Exprs)) => V ... </k> requires truthy(V)"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	24	28	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""or"",  (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> requires notBool truthy(V) // ==== heap-object head: decide truthiness THROUGH the heap, never rewrite the // operand — and/or return the OBJECT itself (Python identity), not its structure"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	29	30	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
trusted-supplied-fixed-semantics	semantics/bool.k	rule	31	34	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	35	38	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	39	42	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
trusted-supplied-fixed-semantics	semantics/bool.k	rule	43	46	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
trusted-supplied-fixed-semantics	semantics/bool.k	endmodule	47	47	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	endmodule
trusted-supplied-fixed-semantics	semantics/builtins.k	module	3	3	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	module MPY-BUILTINS
trusted-supplied-fixed-semantics	semantics/builtins.k	imports	4	4	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-CORE
trusted-supplied-fixed-semantics	semantics/builtins.k	imports	5	5	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-STR
trusted-supplied-fixed-semantics	semantics/builtins.k	imports	6	6	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-SET
trusted-supplied-fixed-semantics	semantics/builtins.k	imports	7	7	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-ITER
trusted-supplied-fixed-semantics	semantics/builtins.k	imports	8	8	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-RANGE
trusted-supplied-fixed-semantics	semantics/builtins.k	imports	9	9	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-INT
trusted-supplied-fixed-semantics	semantics/builtins.k	imports	10	16	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-METHODS // the builtins REGISTRY is core.k's builtinsScope (the -1 frame); names resolve by lookup // Call routing + argument evaluation live in call.k, which also routes the fold // builtins (sum/all/any/max/min) to the #_Acc folds below and everything else to // applyBuiltin. This module owns applyBuiltin + the fold implementations.
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	17	19	function	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Val ::= applyBuiltin(String, Vals) [function] // ==== len(obj) — O(1) per kind ============================================
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	20	20	function	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Int ::= seqLen(Val) [function]
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	21	21	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	22	22	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule seqLen(list(VS:ValSeq))                  => vsLen(VS)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	23	23	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	24	24	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule seqLen(str(IS:IntSeq))                   => isLen(IS)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	25	25	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule seqLen(setV(DS:IntSeq))                  => isLen(DS)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	26	31	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST) // ==== list(seq) — materialize a list/tuple into a list (e.g. list(d.keys())) == // Minimal: the ""copy a sequence"" case (list of a list is itself; list of a tuple keeps order). // list() of other iterables (str/range/set/zip) is added via the iterator fold when needed. // (k-cell — list() constructs a NEW object)"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	32	32	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	33	33	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	34	34	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	35	35	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>"
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	36	36	function,total	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax ValSeq ::= charsOf(IntSeq) [function, total]
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	37	37	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule charsOf(.IntSeq)                => .ValSeq
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	38	40	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R)) // ==== set(str) — distinct character codes =================================
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	41	43	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS)) // ==== abs(int) ============================================================"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	44	46	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I) // ==== sum(iterable) — one #iterNext fold; intOf = int value of an int/bool =="
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	47	47	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	48	48	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	49	49	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	50	53	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	54	54	function	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Int ::= intOf(Val) [function]
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	55	55	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule intOf(I:Int)  => I
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	56	58	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi // ==== all / any (short-circuiting #iterNext folds) ========================
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	59	59	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	60	60	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	61	61	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterDone ~> #allCont => true ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	62	63	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	64	66	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	67	67	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	68	68	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	69	69	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterDone ~> #anyCont => false ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	70	71	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	72	75	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V) // ==== max / min over an iterable (#iterNext folds; first element seeds) ====
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	76	76	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	77	77	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	78	79	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	80	80	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	81	81	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	82	85	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	86	86	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	87	87	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	88	89	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	90	90	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	91	91	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	92	96	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V) // ==== variadic max / min (a Vals fold) ====================================
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	97	97	function	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Int ::= maxVals(Int, Vals) [function]
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	98	98	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	99	99	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule maxVals(M:Int, .Vals)           => M
trusted-supplied-fixed-semantics	semantics/builtins.k	rule	100	101	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
trusted-supplied-fixed-semantics	semantics/builtins.k	syntax	102	102	function	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Int ::= minVals(Int, Vals) [function]
