id	kind	status	justification
INV-0024	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0025	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0026	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0027	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0028	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0029	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0030	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0031	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0032	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0033	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0034	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0035	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0036	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0037	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0038	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0039	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0040	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0041	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0042	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0043	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0044	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0045	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0046	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0047	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0048	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0049	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0050	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0051	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0052	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0053	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0054	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0055	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0056	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0057	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0058	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0059	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0060	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0061	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0062	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0063	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0064	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0065	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0066	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0067	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0068	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0069	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0070	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0071	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0072	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0073	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0074	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0075	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0076	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0077	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0078	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0079	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0080	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0081	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0082	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0083	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0084	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0085	syntax	LIMITATION_UNUSED_NO_FALSE_TARGET_CONCLUSION	Compiler-reported or source-visible incomplete totalization on values outside this operation's modeled subset; symbol and every dependent operation are absent from solution.mpy and both proof claims.
INV-0086	rule	LIMITATION_UNUSED_NO_FALSE_TARGET_CONCLUSION	Compiler-reported or source-visible incomplete totalization on values outside this operation's modeled subset; symbol and every dependent operation are absent from solution.mpy and both proof claims.
INV-0087	rule	LIMITATION_UNUSED_NO_FALSE_TARGET_CONCLUSION	Compiler-reported or source-visible incomplete totalization on values outside this operation's modeled subset; symbol and every dependent operation are absent from solution.mpy and both proof claims.
INV-0088	rule	LIMITATION_UNUSED_NO_FALSE_TARGET_CONCLUSION	Compiler-reported or source-visible incomplete totalization on values outside this operation's modeled subset; symbol and every dependent operation are absent from solution.mpy and both proof claims.
INV-0089	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0090	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0091	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0092	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0093	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0094	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0095	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0096	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0097	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0098	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0099	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0100	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0101	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0102	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0103	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0104	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0105	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0106	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0107	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0108	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0109	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0110	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0111	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0112	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0113	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0114	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0115	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0116	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0117	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0118	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0119	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0120	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0121	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0122	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0123	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0124	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0125	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0126	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0127	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0128	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0129	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0130	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0131	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0132	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0133	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0134	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0135	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0136	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0137	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0138	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0139	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0140	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0141	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0142	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0143	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0144	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0145	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0146	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0147	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0148	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0149	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0150	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0151	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0152	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0153	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0154	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0155	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0156	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0157	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0158	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0159	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0160	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0161	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0162	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0163	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0164	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0165	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0166	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0167	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0168	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0169	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0170	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0171	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0172	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0173	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0174	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0175	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0176	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0177	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0178	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0179	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0180	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0181	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0182	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0183	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0184	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0185	syntax	TRUST_BOUNDARY_UNUSED	Opaque fixed-semantics primitive with no occurrence in solution.mpy, verification.k, spec.k, or their material execution path.
INV-0186	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
