provenance	file	start_line	end_line	kind	attributes	classification	declaration
fixed	/reference/reference-semantics/semantics/bool.k	19	20	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule applyCmp(OP:String, I:Int, B:Bool) => applyCmp(OP, I, boolAsInt(B)) requires isEqOrdOp(OP)
fixed	/reference/reference-semantics/semantics/bool.k	21	22	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule applyCmp(OP:String, B1:Bool, B2:Bool) => applyCmp(OP, boolAsInt(B1), boolAsInt(B2)) requires isOrdOp(OP)
fixed	/reference/reference-semantics/semantics/bool.k	27	27	context		SUPPLIED_FIXED_EVALUATION_CONTEXT	context BoolOp(_, (HOLE:Expr, _:Exprs))
fixed	/reference/reference-semantics/semantics/bool.k	28	28	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
fixed	/reference/reference-semantics/semantics/bool.k	29	30	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> requires truthy(V)"
fixed	/reference/reference-semantics/semantics/bool.k	31	32	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires notBool truthy(V)"
fixed	/reference/reference-semantics/semantics/bool.k	33	34	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""or"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires truthy(V)"
fixed	/reference/reference-semantics/semantics/bool.k	35	36	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""or"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> requires notBool truthy(V)"
fixed	/reference/reference-semantics/semantics/bool.k	40	41	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
fixed	/reference/reference-semantics/semantics/bool.k	42	45	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
fixed	/reference/reference-semantics/semantics/bool.k	46	49	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
fixed	/reference/reference-semantics/semantics/bool.k	50	53	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
fixed	/reference/reference-semantics/semantics/bool.k	54	57	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
fixed	/reference/reference-semantics/semantics/bool.k	58	58	endmodule		SUPPLIED_FIXED_DECLARATION	endmodule
fixed	/reference/reference-semantics/semantics/builtins.k	3	3	module		SUPPLIED_FIXED_DECLARATION	module MPY-BUILTINS
fixed	/reference/reference-semantics/semantics/builtins.k	4	4	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-CORE
fixed	/reference/reference-semantics/semantics/builtins.k	5	5	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-STR
fixed	/reference/reference-semantics/semantics/builtins.k	6	6	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-SET
fixed	/reference/reference-semantics/semantics/builtins.k	7	7	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-ITER
fixed	/reference/reference-semantics/semantics/builtins.k	8	8	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-RANGE
fixed	/reference/reference-semantics/semantics/builtins.k	9	9	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-INT
fixed	/reference/reference-semantics/semantics/builtins.k	10	10	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-METHODS
fixed	/reference/reference-semantics/semantics/builtins.k	17	17	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= applyBuiltin(String, Vals) [function]
fixed	/reference/reference-semantics/semantics/builtins.k	20	20	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= seqLen(Val) [function]
fixed	/reference/reference-semantics/semantics/builtins.k	21	21	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"
fixed	/reference/reference-semantics/semantics/builtins.k	22	22	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule seqLen(list(VS:ValSeq)) => vsLen(VS)
fixed	/reference/reference-semantics/semantics/builtins.k	23	23	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)
fixed	/reference/reference-semantics/semantics/builtins.k	24	24	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule seqLen(str(IS:IntSeq)) => isLen(IS)
fixed	/reference/reference-semantics/semantics/builtins.k	25	25	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule seqLen(setV(DS:IntSeq)) => isLen(DS)
fixed	/reference/reference-semantics/semantics/builtins.k	26	26	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
fixed	/reference/reference-semantics/semantics/builtins.k	32	32	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
fixed	/reference/reference-semantics/semantics/builtins.k	33	33	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
fixed	/reference/reference-semantics/semantics/builtins.k	34	34	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals) => #alloc(list(.ValSeq)) ... </k>"
fixed	/reference/reference-semantics/semantics/builtins.k	35	35	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>"
fixed	/reference/reference-semantics/semantics/builtins.k	36	36	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= charsOf(IntSeq) [function, total]
fixed	/reference/reference-semantics/semantics/builtins.k	37	37	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule charsOf(.IntSeq) => .ValSeq
fixed	/reference/reference-semantics/semantics/builtins.k	38	38	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
fixed	/reference/reference-semantics/semantics/builtins.k	41	41	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))"
fixed	/reference/reference-semantics/semantics/builtins.k	44	44	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I)"
fixed	/reference/reference-semantics/semantics/builtins.k	47	47	syntax		SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
fixed	/reference/reference-semantics/semantics/builtins.k	48	48	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	49	49	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	50	52	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
fixed	/reference/reference-semantics/semantics/builtins.k	54	54	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= intOf(Val) [function]
fixed	/reference/reference-semantics/semantics/builtins.k	55	55	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule intOf(I:Int) => I
fixed	/reference/reference-semantics/semantics/builtins.k	56	56	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
fixed	/reference/reference-semantics/semantics/builtins.k	59	59	syntax		SUPPLIED_FIXED_DECLARATION	"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
fixed	/reference/reference-semantics/semantics/builtins.k	60	60	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	61	61	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #allCont => true ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	62	63	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
fixed	/reference/reference-semantics/semantics/builtins.k	64	65	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
fixed	/reference/reference-semantics/semantics/builtins.k	67	67	syntax		SUPPLIED_FIXED_DECLARATION	"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
fixed	/reference/reference-semantics/semantics/builtins.k	68	68	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	69	69	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #anyCont => false ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	70	71	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
fixed	/reference/reference-semantics/semantics/builtins.k	72	73	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)
fixed	/reference/reference-semantics/semantics/builtins.k	76	76	syntax		SUPPLIED_FIXED_DECLARATION	"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
fixed	/reference/reference-semantics/semantics/builtins.k	77	77	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	78	79	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
fixed	/reference/reference-semantics/semantics/builtins.k	80	80	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	81	81	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	82	84	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
fixed	/reference/reference-semantics/semantics/builtins.k	86	86	syntax		SUPPLIED_FIXED_DECLARATION	"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"
fixed	/reference/reference-semantics/semantics/builtins.k	87	87	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	88	89	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
fixed	/reference/reference-semantics/semantics/builtins.k	90	90	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	91	91	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	92	94	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)
fixed	/reference/reference-semantics/semantics/builtins.k	105	105	syntax		SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #maxAccV(Iterable, Val) | #maxContV(Val)
fixed	/reference/reference-semantics/semantics/builtins.k	106	107	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccV(R, V) ... </k> requires isBool(V) orBool isStr(V)
fixed	/reference/reference-semantics/semantics/builtins.k	108	110	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #iterYield(V, R) ~> #maxContV(M) ... </k> requires isFloat(V) orBool isBool(V)
fixed	/reference/reference-semantics/semantics/builtins.k	111	111	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #maxAccV(IT:Iterable, M:Val) => #iterNext(IT) ~> #maxContV(M) ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	112	112	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #maxContV(M:Val) => M ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	113	114	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContV(M:Val) => #maxAccV(R, V) ... </k> requires applyCmp("">"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	115	116	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContV(M:Val) => #maxAccV(R, M) ... </k> requires notBool applyCmp("">"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	118	118	syntax		SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #minAccV(Iterable, Val) | #minContV(Val)
fixed	/reference/reference-semantics/semantics/builtins.k	119	120	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccV(R, V) ... </k> requires isBool(V) orBool isStr(V)
fixed	/reference/reference-semantics/semantics/builtins.k	121	123	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #iterYield(V, R) ~> #minContV(M) ... </k> requires isFloat(V) orBool isBool(V)
fixed	/reference/reference-semantics/semantics/builtins.k	124	124	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #minAccV(IT:Iterable, M:Val) => #iterNext(IT) ~> #minContV(M) ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	125	125	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #minContV(M:Val) => M ... </k>
fixed	/reference/reference-semantics/semantics/builtins.k	126	127	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #iterYield(V:Val, R:Iterable) ~> #minContV(M:Val) => #minAccV(R, V) ... </k> requires applyCmp(""<"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	128	129	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #iterYield(V:Val, R:Iterable) ~> #minContV(M:Val) => #minAccV(R, M) ... </k> requires notBool applyCmp(""<"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	135	135	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= maxVals(Val, Vals) [function]
fixed	/reference/reference-semantics/semantics/builtins.k	136	136	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"
fixed	/reference/reference-semantics/semantics/builtins.k	137	138	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""max"", V:Val, (V2:Val, REST:Vals)) => maxVals(V, (V2, REST)) requires isFloat(V) orBool isBool(V) orBool isStr(V)"
fixed	/reference/reference-semantics/semantics/builtins.k	139	139	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule maxVals(M:Val, .Vals) => M
fixed	/reference/reference-semantics/semantics/builtins.k	140	140	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule maxVals(M:Val, (V:Val, R:Vals)) => maxVals(V, R) requires applyCmp("">"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	141	141	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule maxVals(M:Val, (V:Val, R:Vals)) => maxVals(M, R) requires notBool applyCmp("">"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	143	143	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= minVals(Val, Vals) [function]
fixed	/reference/reference-semantics/semantics/builtins.k	144	144	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)"
fixed	/reference/reference-semantics/semantics/builtins.k	145	146	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""min"", V:Val, (V2:Val, REST:Vals)) => minVals(V, (V2, REST)) requires isFloat(V) orBool isBool(V) orBool isStr(V)"
fixed	/reference/reference-semantics/semantics/builtins.k	147	147	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule minVals(M:Val, .Vals) => M
fixed	/reference/reference-semantics/semantics/builtins.k	148	148	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule minVals(M:Val, (V:Val, R:Vals)) => minVals(V, R) requires applyCmp(""<"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	149	149	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule minVals(M:Val, (V:Val, R:Vals)) => minVals(M, R) requires notBool applyCmp(""<"", V, M)"
fixed	/reference/reference-semantics/semantics/builtins.k	152	153	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0"
