Script started on 2026-07-29 12:11:03-05:00 [<not executed on terminal>]
path	line	kind	attributes	scope	material_to_max_fill	reviewer_disposition	declaration_or_rule
semantics/builtins.k	26	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
semantics/builtins.k	32	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>
semantics/builtins.k	33	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
semantics/builtins.k	34	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(builtinV("list")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>
semantics/builtins.k	35	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>
semantics/builtins.k	36	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax ValSeq ::= charsOf(IntSeq) [function, total]
semantics/builtins.k	37	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule charsOf(.IntSeq)                => .ValSeq
semantics/builtins.k	38	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
semantics/builtins.k	41	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))
semantics/builtins.k	44	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I)
semantics/builtins.k	47	syntax	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
semantics/builtins.k	48	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
semantics/builtins.k	49	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
semantics/builtins.k	50	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
semantics/builtins.k	54	function-declaration	function	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	syntax Int ::= intOf(Val) [function]
semantics/builtins.k	55	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule intOf(I:Int)  => I
semantics/builtins.k	56	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
semantics/builtins.k	59	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax KItem ::= #allAcc(Iterable) | "#allCont"
semantics/builtins.k	60	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
semantics/builtins.k	61	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterDone ~> #allCont => true ... </k>
semantics/builtins.k	62	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
semantics/builtins.k	64	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
semantics/builtins.k	67	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
semantics/builtins.k	68	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
semantics/builtins.k	69	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterDone ~> #anyCont => false ... </k>
semantics/builtins.k	70	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
semantics/builtins.k	72	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)
semantics/builtins.k	76	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
semantics/builtins.k	77	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
semantics/builtins.k	78	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
semantics/builtins.k	80	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
semantics/builtins.k	81	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
semantics/builtins.k	82	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
semantics/builtins.k	86	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
semantics/builtins.k	87	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
semantics/builtins.k	88	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
semantics/builtins.k	90	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
semantics/builtins.k	91	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
semantics/builtins.k	92	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)
semantics/builtins.k	97	function-declaration	function	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Int ::= maxVals(Int, Vals) [function]
semantics/builtins.k	98	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
semantics/builtins.k	99	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule maxVals(M:Int, .Vals)           => M
semantics/builtins.k	100	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
semantics/builtins.k	102	function-declaration	function	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Int ::= minVals(Int, Vals) [function]
semantics/builtins.k	103	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
semantics/builtins.k	104	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule minVals(M:Int, .Vals)           => M
semantics/builtins.k	105	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
semantics/builtins.k	108	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0
semantics/builtins.k	111	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0
semantics/builtins.k	114	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax IntSeq ::= binCodes(Int) [function, total]
semantics/builtins.k	115	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule binCodes(0) => iCons(48, .IntSeq)
semantics/builtins.k	116	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
semantics/builtins.k	117	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
semantics/builtins.k	118	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule binAcc(0, ACC:IntSeq) => ACC
semantics/builtins.k	119	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0
semantics/builtins.k	124	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(builtinV("enumerate")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>
semantics/builtins.k	126	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
semantics/builtins.k	127	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule enumVS(.ValSeq, _:Int) => .ValSeq
semantics/builtins.k	128	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
semantics/builtins.k	132	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
semantics/builtins.k	134	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
semantics/builtins.k	135	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule mapStrVS(.ValSeq) => .ValSeq
semantics/builtins.k	136	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
semantics/builtins.k	137	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
semantics/builtins.k	140	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("int", I:Int, .Vals) => I
semantics/builtins.k	143	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
semantics/builtins.k	144	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128
semantics/builtins.k	148	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("str", I:Int, .Vals)       => str(strToCodes(Int2String(I)))
semantics/builtins.k	149	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)
semantics/builtins.k	152	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57
semantics/builtins.k	156	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2
semantics/builtins.k	158	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
semantics/builtins.k	159	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
semantics/builtins.k	160	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
semantics/builtins.k	163	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("zip", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)
semantics/builtins.k	164	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("zip", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)
semantics/builtins.k	167	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
semantics/builtins.k	169	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
semantics/builtins.k	170	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
semantics/builtins.k	171	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
semantics/builtins.k	173	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
semantics/builtins.k	174	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
semantics/builtins.k	177	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("range", I:Int, .Vals)               => rangeObj(0, I, 1)
