id	file	line	kind	classification	attributes	sha12	declaration
55	/reference/reference-semantics/semantics/assert.k	13	rule	supplied_fixed_semantics_rule	priority	394326569ed8	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
56	/reference/reference-semantics/semantics/assert.k	16	endmodule	supplied_structure	-	4c5df27adc71	endmodule
57	/reference/reference-semantics/semantics/bool.k	5	module	supplied_structure	-	d0f4ccd7f134	module MPY-BOOL
58	/reference/reference-semantics/semantics/bool.k	6	imports	supplied_structure	-	3f50aa9686f4	imports MPY-CORE
59	/reference/reference-semantics/semantics/bool.k	8	rule	supplied_fixed_semantics_rule	-	274ff35fd151	rule applyUn("not", V:Val) => notBool truthy(V)
60	/reference/reference-semantics/semantics/bool.k	10	rule	supplied_fixed_semantics_rule	-	f9d84a06392e	rule applyCmp("==", B1:Bool, B2:Bool) => B1 ==Bool B2
61	/reference/reference-semantics/semantics/bool.k	11	rule	supplied_fixed_semantics_rule	-	c8592bf4bacd	rule applyCmp("!=", B1:Bool, B2:Bool) => B1 =/=Bool B2 // ==== BoolOp: short-circuit, value-returning and / or ===================== // the node is its own accumulator: heat the HEAD element only, then either return it // (short-circuit) or drop it and continue
62	/reference/reference-semantics/semantics/bool.k	16	context	supplied_evaluation_context	-	de6eec95e5dd	context BoolOp(_, (HOLE:Expr, _:Exprs))
63	/reference/reference-semantics/semantics/bool.k	17	rule	supplied_fixed_semantics_rule	-	2efcf80be1c3	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
64	/reference/reference-semantics/semantics/bool.k	18	rule	supplied_fixed_semantics_rule	-	ddf6d5245d01	rule <k> BoolOp("and", (V:Val, A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k> requires truthy(V)
65	/reference/reference-semantics/semantics/bool.k	20	rule	supplied_fixed_semantics_rule	-	eeeb303f787c	rule <k> BoolOp("and", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires notBool truthy(V)
66	/reference/reference-semantics/semantics/bool.k	22	rule	supplied_fixed_semantics_rule	-	4c6d5a8013b0	rule <k> BoolOp("or", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires truthy(V)
67	/reference/reference-semantics/semantics/bool.k	24	rule	supplied_fixed_semantics_rule	-	f77fd0f1d8ed	rule <k> BoolOp("or", (V:Val, A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k> requires notBool truthy(V) // ==== heap-object head: decide truthiness THROUGH the heap, never rewrite the // operand — and/or return the OBJECT itself (Python identity), not its structure
68	/reference/reference-semantics/semantics/bool.k	29	rule	supplied_fixed_semantics_rule	priority	98cefcc060a8	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
69	/reference/reference-semantics/semantics/bool.k	31	rule	supplied_fixed_semantics_rule	priority	08bd3af9d842	rule <k> BoolOp("and", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]
70	/reference/reference-semantics/semantics/bool.k	35	rule	supplied_fixed_semantics_rule	priority	90ade243f35f	rule <k> BoolOp("and", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]
71	/reference/reference-semantics/semantics/bool.k	39	rule	supplied_fixed_semantics_rule	priority	f032128a3dd6	rule <k> BoolOp("or", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]
72	/reference/reference-semantics/semantics/bool.k	43	rule	supplied_fixed_semantics_rule	priority	6eb9e989936b	rule <k> BoolOp("or", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]
73	/reference/reference-semantics/semantics/bool.k	47	endmodule	supplied_structure	-	4c5df27adc71	endmodule
74	/reference/reference-semantics/semantics/builtins.k	3	module	supplied_structure	-	714fcf7fc40f	module MPY-BUILTINS
75	/reference/reference-semantics/semantics/builtins.k	4	imports	supplied_structure	-	3f50aa9686f4	imports MPY-CORE
76	/reference/reference-semantics/semantics/builtins.k	5	imports	supplied_structure	-	399a4d0d6ab2	imports MPY-STR
77	/reference/reference-semantics/semantics/builtins.k	6	imports	supplied_structure	-	1b540d123f80	imports MPY-SET
78	/reference/reference-semantics/semantics/builtins.k	7	imports	supplied_structure	-	36245a6e2a01	imports MPY-ITER
79	/reference/reference-semantics/semantics/builtins.k	8	imports	supplied_structure	-	8e482540addd	imports MPY-RANGE
80	/reference/reference-semantics/semantics/builtins.k	9	imports	supplied_structure	-	dccbd2000f94	imports MPY-INT
81	/reference/reference-semantics/semantics/builtins.k	10	imports	supplied_structure	-	d162ed61f985	imports MPY-METHODS // the builtins REGISTRY is core.k's builtinsScope (the -1 frame); names resolve by lookup // Call routing + argument evaluation live in call.k, which also routes the fold // builtins (sum/all/any/max/min) to the #_Acc folds below and everything else to // applyBuiltin. This module owns applyBuiltin + the fold implementations.
82	/reference/reference-semantics/semantics/builtins.k	17	syntax	supplied_function_declaration	function	612167c46072	syntax Val ::= applyBuiltin(String, Vals) [function] // ==== len(obj) — O(1) per kind ============================================
83	/reference/reference-semantics/semantics/builtins.k	20	syntax	supplied_function_declaration	function	1b82b6f2643f	syntax Int ::= seqLen(Val) [function]
84	/reference/reference-semantics/semantics/builtins.k	21	rule	supplied_fixed_semantics_rule	-	435ff2701965	rule applyBuiltin("len", OBJ:Val, .Vals) => seqLen(OBJ)
85	/reference/reference-semantics/semantics/builtins.k	22	rule	supplied_fixed_semantics_rule	-	98e430fdd950	rule seqLen(list(VS:ValSeq)) => vsLen(VS)
86	/reference/reference-semantics/semantics/builtins.k	23	rule	supplied_fixed_semantics_rule	-	2a8eb099e13e	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)
87	/reference/reference-semantics/semantics/builtins.k	24	rule	supplied_fixed_semantics_rule	-	db386182d466	rule seqLen(str(IS:IntSeq)) => isLen(IS)
88	/reference/reference-semantics/semantics/builtins.k	25	rule	supplied_fixed_semantics_rule	-	c597ed65e8ff	rule seqLen(setV(DS:IntSeq)) => isLen(DS)
89	/reference/reference-semantics/semantics/builtins.k	26	rule	supplied_fixed_semantics_rule	-	8b6eaafc491a	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST) // ==== list(seq) — materialize a list/tuple into a list (e.g. list(d.keys())) == // Minimal: the "copy a sequence" case (list of a list is itself; list of a tuple keeps order). // list() of other iterables (str/range/set/zip) is added via the iterator fold when needed. // (k-cell — list() constructs a NEW object)
90	/reference/reference-semantics/semantics/builtins.k	32	rule	supplied_fixed_semantics_rule	-	9aad60322b1d	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
91	/reference/reference-semantics/semantics/builtins.k	33	rule	supplied_fixed_semantics_rule	-	ac7736d6cb72	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
92	/reference/reference-semantics/semantics/builtins.k	34	rule	supplied_fixed_semantics_rule	-	d60c4b0f5ed3	rule <k> #applyK(toCall(builtinV("list")), .Vals) => #alloc(list(.ValSeq)) ... </k>
93	/reference/reference-semantics/semantics/builtins.k	35	rule	supplied_fixed_semantics_rule	-	a689979f9d6a	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>
94	/reference/reference-semantics/semantics/builtins.k	36	syntax	supplied_function_declaration	function,total	d5cf987a3255	syntax ValSeq ::= charsOf(IntSeq) [function, total]
95	/reference/reference-semantics/semantics/builtins.k	37	rule	supplied_fixed_semantics_rule	-	5ba1845bc20c	rule charsOf(.IntSeq) => .ValSeq
96	/reference/reference-semantics/semantics/builtins.k	38	rule	supplied_fixed_semantics_rule	-	0b124f922064	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R)) // ==== set(str) — distinct character codes =================================
97	/reference/reference-semantics/semantics/builtins.k	41	rule	supplied_fixed_semantics_rule	-	fa9dd2a0ca32	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS)) // ==== abs(int) ============================================================
98	/reference/reference-semantics/semantics/builtins.k	44	rule	supplied_fixed_semantics_rule	-	ce6be82fff23	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I) // ==== sum(iterable) — one #iterNext fold; intOf = int value of an int/bool ==
99	/reference/reference-semantics/semantics/builtins.k	47	syntax	supplied_syntax_declaration	-	cc05186fc333	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
100	/reference/reference-semantics/semantics/builtins.k	48	rule	supplied_fixed_semantics_rule	-	c532bf1824ac	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
101	/reference/reference-semantics/semantics/builtins.k	49	rule	supplied_fixed_semantics_rule	-	a34da6d6f547	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
102	/reference/reference-semantics/semantics/builtins.k	50	rule	supplied_fixed_semantics_rule	-	5b0273dd28c2	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
103	/reference/reference-semantics/semantics/builtins.k	54	syntax	supplied_function_declaration	function	3330d50b7dee	syntax Int ::= intOf(Val) [function]
104	/reference/reference-semantics/semantics/builtins.k	55	rule	supplied_fixed_semantics_rule	-	a813c0687189	rule intOf(I:Int) => I
105	/reference/reference-semantics/semantics/builtins.k	56	rule	supplied_fixed_semantics_rule	-	aab801e1e8ac	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi // ==== all / any (short-circuiting #iterNext folds) ========================
106	/reference/reference-semantics/semantics/builtins.k	59	syntax	supplied_syntax_declaration	-	e5197df0d2d2	syntax KItem ::= #allAcc(Iterable) | "#allCont"
107	/reference/reference-semantics/semantics/builtins.k	60	rule	supplied_fixed_semantics_rule	-	969f76a6cdd9	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
108	/reference/reference-semantics/semantics/builtins.k	61	rule	supplied_fixed_semantics_rule	-	b87198ea1205	rule <k> #iterDone ~> #allCont => true ... </k>
109	/reference/reference-semantics/semantics/builtins.k	62	rule	supplied_fixed_semantics_rule	-	255220dc3925	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
110	/reference/reference-semantics/semantics/builtins.k	64	rule	supplied_fixed_semantics_rule	-	4ed3b01aeaa1	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
111	/reference/reference-semantics/semantics/builtins.k	67	syntax	supplied_syntax_declaration	-	f2cf763d3b8e	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
112	/reference/reference-semantics/semantics/builtins.k	68	rule	supplied_fixed_semantics_rule	-	e5008c2bfb91	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
113	/reference/reference-semantics/semantics/builtins.k	69	rule	supplied_fixed_semantics_rule	-	5d2e466abb27	rule <k> #iterDone ~> #anyCont => false ... </k>
114	/reference/reference-semantics/semantics/builtins.k	70	rule	supplied_fixed_semantics_rule	-	bbf32d6e3a68	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
115	/reference/reference-semantics/semantics/builtins.k	72	rule	supplied_fixed_semantics_rule	-	449dd7844678	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V) // ==== max / min over an iterable (#iterNext folds; first element seeds) ====
116	/reference/reference-semantics/semantics/builtins.k	76	syntax	supplied_syntax_declaration	-	41e16aee4c8a	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
117	/reference/reference-semantics/semantics/builtins.k	77	rule	supplied_fixed_semantics_rule	-	3ab0b2760063	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
118	/reference/reference-semantics/semantics/builtins.k	78	rule	supplied_fixed_semantics_rule	-	ed12ba4840b0	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
119	/reference/reference-semantics/semantics/builtins.k	80	rule	supplied_fixed_semantics_rule	-	4924f1ccdbe8	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
120	/reference/reference-semantics/semantics/builtins.k	81	rule	supplied_fixed_semantics_rule	-	cc73f3272baa	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
121	/reference/reference-semantics/semantics/builtins.k	82	rule	supplied_fixed_semantics_rule	-	d7ebbd5d55ac	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
122	/reference/reference-semantics/semantics/builtins.k	86	syntax	supplied_syntax_declaration	-	c45d00552392	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
123	/reference/reference-semantics/semantics/builtins.k	87	rule	supplied_fixed_semantics_rule	-	5d13a7b7e626	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
124	/reference/reference-semantics/semantics/builtins.k	88	rule	supplied_fixed_semantics_rule	-	90c849dc84ec	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
125	/reference/reference-semantics/semantics/builtins.k	90	rule	supplied_fixed_semantics_rule	-	52739194efe4	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
126	/reference/reference-semantics/semantics/builtins.k	91	rule	supplied_fixed_semantics_rule	-	1917bcb42dd6	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
127	/reference/reference-semantics/semantics/builtins.k	92	rule	supplied_fixed_semantics_rule	-	c7233e9ffc0a	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V) // ==== variadic max / min (a Vals fold) ====================================
128	/reference/reference-semantics/semantics/builtins.k	97	syntax	supplied_function_declaration	function	eadae0c5f6e8	syntax Int ::= maxVals(Int, Vals) [function]
129	/reference/reference-semantics/semantics/builtins.k	98	rule	supplied_fixed_semantics_rule	-	c2058b9902f1	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
130	/reference/reference-semantics/semantics/builtins.k	99	rule	supplied_fixed_semantics_rule	-	351480ffaea4	rule maxVals(M:Int, .Vals) => M
131	/reference/reference-semantics/semantics/builtins.k	100	rule	supplied_fixed_semantics_rule	-	c25e8cec2ea6	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
132	/reference/reference-semantics/semantics/builtins.k	102	syntax	supplied_function_declaration	function	7fcf5ef4cda5	syntax Int ::= minVals(Int, Vals) [function]
133	/reference/reference-semantics/semantics/builtins.k	103	rule	supplied_fixed_semantics_rule	-	43600e28101a	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
134	/reference/reference-semantics/semantics/builtins.k	104	rule	supplied_fixed_semantics_rule	-	c96176c7a47e	rule minVals(M:Int, .Vals) => M
135	/reference/reference-semantics/semantics/builtins.k	105	rule	supplied_fixed_semantics_rule	-	20882be89586	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R) // ==== bin(n) — "0b" + binary digit codes (promoted from 103's defined fold) ==
136	/reference/reference-semantics/semantics/builtins.k	108	rule	supplied_fixed_semantics_rule	-	cb48094da178	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0 // negative operand: the '-' sign prefixes the magnitude's digits
137	/reference/reference-semantics/semantics/builtins.k	111	rule	supplied_fixed_semantics_rule	-	2161e89cba31	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0
138	/reference/reference-semantics/semantics/builtins.k	114	syntax	supplied_function_declaration	function,total	944061b97dda	syntax IntSeq ::= binCodes(Int) [function, total]
139	/reference/reference-semantics/semantics/builtins.k	115	rule	supplied_fixed_semantics_rule	-	fe36cd4c447d	rule binCodes(0) => iCons(48, .IntSeq)
140	/reference/reference-semantics/semantics/builtins.k	116	rule	supplied_fixed_semantics_rule	-	695c9c0e1367	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
141	/reference/reference-semantics/semantics/builtins.k	117	syntax	supplied_function_declaration	function,total	54aea29f2cd3	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
142	/reference/reference-semantics/semantics/builtins.k	118	rule	supplied_fixed_semantics_rule	-	2f2e1baeaafa	rule binAcc(0, ACC:IntSeq) => ACC
143	/reference/reference-semantics/semantics/builtins.k	119	rule	supplied_fixed_semantics_rule	-	99bbbeb00e16	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0 // ==== enumerate(xs) — pairs (i, v); materialized eagerly over a list =========
144	/reference/reference-semantics/semantics/builtins.k	124	rule	supplied_fixed_semantics_rule	-	4b1ebead56a3	rule <k> #applyK(toCall(builtinV("enumerate")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>
145	/reference/reference-semantics/semantics/builtins.k	126	syntax	supplied_function_declaration	function,total	ca1d97041fb9	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
146	/reference/reference-semantics/semantics/builtins.k	127	rule	supplied_fixed_semantics_rule	-	f31b006292f9	rule enumVS(.ValSeq, _:Int) => .ValSeq
147	/reference/reference-semantics/semantics/builtins.k	128	rule	supplied_fixed_semantics_rule	-	88a75b61dcf1	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1)) // ==== map(str, xs) — eager (only the str case is in the subset) =============
148	/reference/reference-semantics/semantics/builtins.k	132	rule	supplied_fixed_semantics_rule	-	d317ed75de9b	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
149	/reference/reference-semantics/semantics/builtins.k	134	syntax	supplied_function_declaration	function,total	700e1a12f9f2	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
150	/reference/reference-semantics/semantics/builtins.k	135	rule	supplied_fixed_semantics_rule	-	ac397a45648a	rule mapStrVS(.ValSeq) => .ValSeq
151	/reference/reference-semantics/semantics/builtins.k	136	rule	supplied_fixed_semantics_rule	-	380151a00280	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
152	/reference/reference-semantics/semantics/builtins.k	137	rule	supplied_fixed_semantics_rule	-	470a5124d560	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R)) // ==== int(x) identities (int(round(x)) composes through) ====================
153	/reference/reference-semantics/semantics/builtins.k	140	rule	supplied_fixed_semantics_rule	-	895b4452474e	rule applyBuiltin("int", I:Int, .Vals) => I // ==== ord / chr ===========================================================
154	/reference/reference-semantics/semantics/builtins.k	143	rule	supplied_fixed_semantics_rule	-	504661068a29	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
155	/reference/reference-semantics/semantics/builtins.k	144	rule	supplied_fixed_semantics_rule	-	71f2da51d66b	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128 // ==== str(int) / str(str) =================================================
156	/reference/reference-semantics/semantics/builtins.k	148	rule	supplied_fixed_semantics_rule	-	168ceece5d8c	rule applyBuiltin("str", I:Int, .Vals) => str(strToCodes(Int2String(I)))
157	/reference/reference-semantics/semantics/builtins.k	149	rule	supplied_fixed_semantics_rule	-	d65292fc0ff4	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS) // ==== int(str) — a single digit char ('0'..'9', code 48..57) to its value =====
158	/reference/reference-semantics/semantics/builtins.k	152	rule	supplied_fixed_semantics_rule	-	3052152cd248	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57 // ==== int(str) — a multi-digit non-negative numeral (Horner fold; the single-char rule covers len 1)
159	/reference/reference-semantics/semantics/builtins.k	156	rule	supplied_fixed_semantics_rule	-	0e9505e86b66	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2
160	/reference/reference-semantics/semantics/builtins.k	158	syntax	supplied_function_declaration	function,total	afc7b8cff48d	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
161	/reference/reference-semantics/semantics/builtins.k	159	rule	supplied_fixed_semantics_rule	-	cacdc5ed650d	rule intDigAcc(.IntSeq, ACC:Int) => ACC
162	/reference/reference-semantics/semantics/builtins.k	160	rule	supplied_fixed_semantics_rule	-	33d61e2c89ed	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48)) // ==== zip(a, b) — parallel iterable of pairs, truncating to the shorter =====
