$ bash -c sha256sum\ /audit-output/evidence/stage5/rule-inventory.tsv\ /audit-output/evidence/stage5/used-construct-map.md\;\ sed\ -n\ \"1\,24p\"\ /audit-output/evidence/stage5/rule-inventory.tsv\;\ echo\ ATTRIBUTE_ROWS\;\ awk\ -F\ \"\\t\"\ \"NR\ ==\ 1\ \|\|\ \\\$6\ \!=\ \\\"-\\\"\"\ /audit-output/evidence/stage5/rule-inventory.tsv\ \|\ tail\ -n\ 40
7831acecf67a4dfc13ffe2bd0846ba065cd6e82ae24122ab19c2f9eba7cf8c5e  /audit-output/evidence/stage5/rule-inventory.tsv
0f195bc388129793bb9f1cd1a61c7a0d70d42d5d872579076dc311c3ea5a9a5a  /audit-output/evidence/stage5/used-construct-map.md
id	file	start_line	end_line	kind	attributes	reachable_path	disposition	first_line_json
ATTRIBUTE_ROWS
K0927	/reference/reference-semantics/semantics/sort.k	51	52	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax ValSeq ::= revVS(ValSeq) [function, total]"""
K0931	/reference/reference-semantics/semantics/sort.k	57	57	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]"""
K0943	/reference/reference-semantics/semantics/str.k	13	13	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax IntSeq ::= strToCodes(String) [function]"""
K0947	/reference/reference-semantics/semantics/str.k	20	20	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]"""
K0955	/reference/reference-semantics/semantics/str.k	32	32	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]"""
K0959	/reference/reference-semantics/semantics/str.k	37	37	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]"""
K0963	/reference/reference-semantics/semantics/str.k	48	48	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]"""
K0977	/reference/reference-semantics/semantics/subscript.k	11	11	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Val ::= valSeqAt(ValSeq, Int) [function, total]"""
K0980	/reference/reference-semantics/semantics/subscript.k	16	16	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= intSeqAt(IntSeq, Int) [function]"""
K0983	/reference/reference-semantics/semantics/subscript.k	21	21	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= normIdx(Int, Int) [function, total]"""
K0988	/reference/reference-semantics/semantics/subscript.k	31	33	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>"""
K0990	/reference/reference-semantics/semantics/subscript.k	37	37	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Val ::= applyIndex(Val, Int) [function]"""
K1002	/reference/reference-semantics/semantics/subscript.k	58	60	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)"""
K1004	/reference/reference-semantics/semantics/subscript.k	63	63	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]"""
K1008	/reference/reference-semantics/semantics/subscript.k	72	72	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= slStep(OptInt) [function, total]"""
K1011	/reference/reference-semantics/semantics/subscript.k	76	76	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= slStart(OptInt, OptInt, Int) [function]"""
K1015	/reference/reference-semantics/semantics/subscript.k	83	83	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= slStop(OptInt, OptInt, Int) [function]"""
K1019	/reference/reference-semantics/semantics/subscript.k	90	90	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= slAdjust(Int, Int, Int) [function, total]"""
K1022	/reference/reference-semantics/semantics/subscript.k	96	96	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= clampLo(Int, Int) [function, total]"""
K1025	/reference/reference-semantics/semantics/subscript.k	102	102	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= clampHi(Int, Int, Int) [function, total]"""
K1028	/reference/reference-semantics/semantics/subscript.k	109	109	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]"""
K1031	/reference/reference-semantics/semantics/subscript.k	116	116	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]"""
K1040	/reference/reference-semantics/semantics/syntax.k	9	30	syntax	macro,strict,seqstrict	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Expr ::= \""Int\""      \""(\"" Int \"")\"""""
K1049	/reference/reference-semantics/semantics/syntax.k	41	54	syntax	strict	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Stmt ::= \""Assign\""    \""(\"" Expr \"",\"" Expr \"")\"" [strict(2)]"""
K1071	/reference/reference-semantics/semantics/tuple.k	24	24	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]"""
K1077	/reference/reference-semantics/semantics/tuple.k	35	41	rule	priority	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>"""
K1080	/reference/reference-semantics/semantics/tuple.k	44	46	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>"""
K1084	/reference/reference-semantics/semantics/tuple.k	52	54	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>"""
K1091	/candidate/verification.k	8	8	syntax	macro	yes	PROOF_LOCAL_EXACT_PROGRAM_MACRO_SOUND	"""syntax Stmts ::= \""commonLoopBody\"" [macro]"""
K1093	/candidate/verification.k	20	20	syntax	macro	yes	PROOF_LOCAL_EXACT_PROGRAM_MACRO_SOUND	"""syntax Stmts ::= \""commonBody\"" [macro]"""
K1095	/candidate/verification.k	27	27	syntax	macro	yes	PROOF_LOCAL_EXACT_PROGRAM_MACRO_SOUND	"""syntax Stmt ::= \""commonDefinition\"" [macro]"""
K1097	/candidate/verification.k	33	33	syntax	function,total	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""syntax Bool ::= memberVS(Val, ValSeq) [function, total]"""
K1098	/candidate/verification.k	34	34	rule	simplification	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""rule memberVS(_:Val, .ValSeq) => false [simplification]"""
K1099	/candidate/verification.k	35	37	rule	simplification	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""rule memberVS(V:Val, vCons(E:Val, _:ValSeq)) => true"""
K1100	/candidate/verification.k	38	41	rule	simplification	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""rule memberVS(V:Val, vCons(E:Val, REST:ValSeq)) =>"""
K1101	/candidate/verification.k	43	43	syntax	function,total	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""syntax Bool ::= shouldAdd(Val, ValSeq, ValSeq) [function, total]"""
K1103	/candidate/verification.k	49	49	syntax	function,total	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""syntax ValSeq ::= commonAcc(ValSeq, ValSeq, ValSeq) [function, total]"""
K1106	/candidate/verification.k	62	62	syntax	function,total	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""syntax ValSeq ::= commonSpec(ValSeq, ValSeq) [function, total]"""
K1108	/candidate/verification.k	68	68	syntax	function,total	yes	PROOF_LOCAL_TERMINATING_MATH_DEFINITION_SOUND	"""syntax Val ::= lastAfter(ValSeq, Val) [function, total]"""
K1117	/candidate/spec.k	42	77	claim	function	yes	REACHABILITY_CLAIM_AUDITED_SOUND_AND_RESULT_CONSTRAINING	"""claim [common-function]:"""
[exit-status] 0
