id	file	start_line	end_line	kind	attributes	reachable_path	disposition	first_line_json
K0027	/reference/reference-semantics/semantics.k	61	61	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-RANGE"""
K0028	/reference/reference-semantics/semantics.k	62	62	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-OPERATORS"""
K0029	/reference/reference-semantics/semantics.k	63	63	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-INT"""
K0030	/reference/reference-semantics/semantics.k	64	64	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-BOOL"""
K0031	/reference/reference-semantics/semantics.k	65	65	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-FLOAT"""
K0032	/reference/reference-semantics/semantics.k	66	66	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-STR"""
K0033	/reference/reference-semantics/semantics.k	67	67	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-SET"""
K0034	/reference/reference-semantics/semantics.k	68	68	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-LIST"""
K0035	/reference/reference-semantics/semantics.k	69	69	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-TUPLE"""
K0036	/reference/reference-semantics/semantics.k	70	70	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-SUBSCRIPT"""
K0037	/reference/reference-semantics/semantics.k	71	71	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-COMPREHENSION"""
K0038	/reference/reference-semantics/semantics.k	72	72	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-METHODS"""
K0039	/reference/reference-semantics/semantics.k	73	73	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-CONTROLS"""
K0040	/reference/reference-semantics/semantics.k	74	74	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-FUNCTIONS"""
K0041	/reference/reference-semantics/semantics.k	75	75	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-BUILTINS"""
K0042	/reference/reference-semantics/semantics.k	76	76	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-CALL"""
K0043	/reference/reference-semantics/semantics.k	77	77	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-SORT"""
K0044	/reference/reference-semantics/semantics.k	78	78	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-ASSERT"""
K0045	/reference/reference-semantics/semantics.k	79	79	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-DICT"""
K0046	/reference/reference-semantics/semantics.k	80	80	endmodule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""endmodule"""
K0047	/reference/reference-semantics/semantics.k	87	87	module	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""module MPY-KRUN"""
K0048	/reference/reference-semantics/semantics.k	88	88	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY"""
K0049	/reference/reference-semantics/semantics.k	89	89	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-CONCRETE"""
K0050	/reference/reference-semantics/semantics.k	90	90	endmodule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""endmodule"""
K0051	/reference/reference-semantics/semantics/assert.k	3	3	module	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""module MPY-ASSERT"""
K0052	/reference/reference-semantics/semantics/assert.k	4	4	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-CORE"""
K0053	/reference/reference-semantics/semantics/assert.k	6	7	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Assert(V:Val) => .K ... </k>"""
K0054	/reference/reference-semantics/semantics/assert.k	8	11	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Assert(V:Val) ~> _ => .K </k>"""
K0055	/reference/reference-semantics/semantics/assert.k	13	15	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Assert(ref(H:Int)) => Assert(V) ... </k>"""
K0056	/reference/reference-semantics/semantics/assert.k	16	16	endmodule	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""endmodule"""
K0057	/reference/reference-semantics/semantics/bool.k	5	5	module	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""module MPY-BOOL"""
K0058	/reference/reference-semantics/semantics/bool.k	6	6	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-CORE"""
K0059	/reference/reference-semantics/semantics/bool.k	8	8	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule applyUn(\""not\"", V:Val) => notBool truthy(V)"""
K0060	/reference/reference-semantics/semantics/bool.k	10	10	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule applyCmp(\""==\"", B1:Bool, B2:Bool) => B1 ==Bool B2"""
K0061	/reference/reference-semantics/semantics/bool.k	11	11	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule applyCmp(\""!=\"", B1:Bool, B2:Bool) => B1 =/=Bool B2"""
K0062	/reference/reference-semantics/semantics/bool.k	16	16	context	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""context BoolOp(_, (HOLE:Expr, _:Exprs))"""
K0063	/reference/reference-semantics/semantics/bool.k	17	17	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>"""
K0064	/reference/reference-semantics/semantics/bool.k	18	19	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""and\"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(\""and\"", (A, REST)) ... </k>"""
K0065	/reference/reference-semantics/semantics/bool.k	20	21	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""and\"", (V:Val, _:Expr, _:Exprs)) => V ... </k>"""
K0066	/reference/reference-semantics/semantics/bool.k	22	23	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""or\"",  (V:Val, _:Expr, _:Exprs)) => V ... </k>"""
K0067	/reference/reference-semantics/semantics/bool.k	24	25	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""or\"",  (V:Val, A:Expr, REST:Exprs)) => BoolOp(\""or\"", (A, REST)) ... </k>"""
K0068	/reference/reference-semantics/semantics/bool.k	29	30	rule	priority	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k>"""
K0069	/reference/reference-semantics/semantics/bool.k	31	34	rule	priority	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""and\"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(\""and\"", (A, REST)) ... </k>"""
K0070	/reference/reference-semantics/semantics/bool.k	35	38	rule	priority	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""and\"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k>"""
K0071	/reference/reference-semantics/semantics/bool.k	39	42	rule	priority	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""or\"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k>"""
K0072	/reference/reference-semantics/semantics/bool.k	43	46	rule	priority	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> BoolOp(\""or\"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(\""or\"", (A, REST)) ... </k>"""
K0073	/reference/reference-semantics/semantics/bool.k	47	47	endmodule	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""endmodule"""
K0074	/reference/reference-semantics/semantics/builtins.k	3	3	module	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""module MPY-BUILTINS"""
K0075	/reference/reference-semantics/semantics/builtins.k	4	4	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-CORE"""
K0076	/reference/reference-semantics/semantics/builtins.k	5	5	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-STR"""
K0077	/reference/reference-semantics/semantics/builtins.k	6	6	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-SET"""
K0078	/reference/reference-semantics/semantics/builtins.k	7	7	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-ITER"""
K0079	/reference/reference-semantics/semantics/builtins.k	8	8	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-RANGE"""
K0080	/reference/reference-semantics/semantics/builtins.k	9	9	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-INT"""
K0081	/reference/reference-semantics/semantics/builtins.k	10	10	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY-METHODS"""
K0082	/reference/reference-semantics/semantics/builtins.k	17	17	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Val ::= applyBuiltin(String, Vals) [function]"""
K0083	/reference/reference-semantics/semantics/builtins.k	20	20	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= seqLen(Val) [function]"""
K0084	/reference/reference-semantics/semantics/builtins.k	21	21	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule applyBuiltin(\""len\"", OBJ:Val, .Vals) => seqLen(OBJ)"""
K0085	/reference/reference-semantics/semantics/builtins.k	22	22	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule seqLen(list(VS:ValSeq))                  => vsLen(VS)"""
K0086	/reference/reference-semantics/semantics/builtins.k	23	23	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)"""
K0087	/reference/reference-semantics/semantics/builtins.k	24	24	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule seqLen(str(IS:IntSeq))                   => isLen(IS)"""
K0088	/reference/reference-semantics/semantics/builtins.k	25	25	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule seqLen(setV(DS:IntSeq))                  => isLen(DS)"""
K0089	/reference/reference-semantics/semantics/builtins.k	26	26	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)"""
K0090	/reference/reference-semantics/semantics/builtins.k	32	32	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #applyK(toCall(builtinV(\""list\"")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>"""
K0091	/reference/reference-semantics/semantics/builtins.k	33	33	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #applyK(toCall(builtinV(\""list\"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"""
K0092	/reference/reference-semantics/semantics/builtins.k	34	34	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #applyK(toCall(builtinV(\""list\"")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>"""
K0093	/reference/reference-semantics/semantics/builtins.k	35	35	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #applyK(toCall(builtinV(\""list\"")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>"""
K0094	/reference/reference-semantics/semantics/builtins.k	36	36	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax ValSeq ::= charsOf(IntSeq) [function, total]"""
K0095	/reference/reference-semantics/semantics/builtins.k	37	37	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule charsOf(.IntSeq)                => .ValSeq"""
K0096	/reference/reference-semantics/semantics/builtins.k	38	38	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))"""
K0097	/reference/reference-semantics/semantics/builtins.k	41	41	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule applyBuiltin(\""set\"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))"""
K0098	/reference/reference-semantics/semantics/builtins.k	44	44	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule applyBuiltin(\""abs\"", I:Int, .Vals) => absInt(I)"""
K0099	/reference/reference-semantics/semantics/builtins.k	47	47	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)"""
K0100	/reference/reference-semantics/semantics/builtins.k	48	48	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>"""
K0101	/reference/reference-semantics/semantics/builtins.k	49	49	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>"""
K0102	/reference/reference-semantics/semantics/builtins.k	50	52	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)"""
K0103	/reference/reference-semantics/semantics/builtins.k	54	54	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Int ::= intOf(Val) [function]"""
K0104	/reference/reference-semantics/semantics/builtins.k	55	55	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule intOf(I:Int)  => I"""
K0105	/reference/reference-semantics/semantics/builtins.k	56	56	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule intOf(B:Bool) => #if B #then 1 #else 0 #fi"""
K0106	/reference/reference-semantics/semantics/builtins.k	59	59	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax KItem ::= #allAcc(Iterable) | \""#allCont\"""""
K0107	/reference/reference-semantics/semantics/builtins.k	60	60	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>"""
K0108	/reference/reference-semantics/semantics/builtins.k	61	61	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterDone ~> #allCont => true ... </k>"""
K0109	/reference/reference-semantics/semantics/builtins.k	62	63	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k>"""
K0110	/reference/reference-semantics/semantics/builtins.k	64	65	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k>"""
K0111	/reference/reference-semantics/semantics/builtins.k	67	67	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax KItem ::= #anyAcc(Iterable) | \""#anyCont\"""""
K0112	/reference/reference-semantics/semantics/builtins.k	68	68	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>"""
K0113	/reference/reference-semantics/semantics/builtins.k	69	69	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterDone ~> #anyCont => false ... </k>"""
K0114	/reference/reference-semantics/semantics/builtins.k	70	71	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k>"""
K0115	/reference/reference-semantics/semantics/builtins.k	72	73	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k>"""
K0116	/reference/reference-semantics/semantics/builtins.k	76	76	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax KItem ::= #maxAcc0(Iterable) | \""#maxCont0\"" | #maxAcc(Iterable, Int) | #maxCont(Int)"""
K0117	/reference/reference-semantics/semantics/builtins.k	77	77	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>"""
K0118	/reference/reference-semantics/semantics/builtins.k	78	79	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k>"""
K0119	/reference/reference-semantics/semantics/builtins.k	80	80	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>"""
K0120	/reference/reference-semantics/semantics/builtins.k	81	81	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>"""
K0121	/reference/reference-semantics/semantics/builtins.k	82	84	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int)"""
