COMMAND: python3 /audit-output/evidence/inventory_k.py
0025	reference-semantics/semantics/bool.k:31	MPY-BOOL	rule	flags=-	rule <k> BoolOp("and", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
0026	reference-semantics/semantics/bool.k:33	MPY-BOOL	requires	flags=priority	requires truthy(V) [priority(40)]
0027	reference-semantics/semantics/bool.k:35	MPY-BOOL	rule	flags=-	rule <k> BoolOp("and", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>
0028	reference-semantics/semantics/bool.k:37	MPY-BOOL	requires	flags=priority	requires notBool truthy(V) [priority(40)]
0029	reference-semantics/semantics/bool.k:39	MPY-BOOL	rule	flags=-	rule <k> BoolOp("or", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>
0030	reference-semantics/semantics/bool.k:41	MPY-BOOL	requires	flags=priority	requires truthy(V) [priority(40)]
0031	reference-semantics/semantics/bool.k:43	MPY-BOOL	rule	flags=-	rule <k> BoolOp("or", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
0032	reference-semantics/semantics/bool.k:45	MPY-BOOL	requires	flags=priority	requires notBool truthy(V) [priority(40)]
0033	reference-semantics/semantics/bool.k:47	MPY-BOOL	endmodule	flags=-	endmodule
0034	reference-semantics/semantics/builtins.k:3	MPY-BUILTINS	module	flags=-	module MPY-BUILTINS
0035	reference-semantics/semantics/builtins.k:4	MPY-BUILTINS	imports	flags=-	imports MPY-CORE
0036	reference-semantics/semantics/builtins.k:5	MPY-BUILTINS	imports	flags=-	imports MPY-STR
0037	reference-semantics/semantics/builtins.k:6	MPY-BUILTINS	imports	flags=-	imports MPY-SET
0038	reference-semantics/semantics/builtins.k:7	MPY-BUILTINS	imports	flags=-	imports MPY-ITER
0039	reference-semantics/semantics/builtins.k:8	MPY-BUILTINS	imports	flags=-	imports MPY-RANGE
0040	reference-semantics/semantics/builtins.k:9	MPY-BUILTINS	imports	flags=-	imports MPY-INT
0041	reference-semantics/semantics/builtins.k:10	MPY-BUILTINS	imports	flags=-	imports MPY-METHODS
0042	reference-semantics/semantics/builtins.k:17	MPY-BUILTINS	syntax	flags=function	syntax Val ::= applyBuiltin(String, Vals) [function]
0043	reference-semantics/semantics/builtins.k:20	MPY-BUILTINS	syntax	flags=function	syntax Int ::= seqLen(Val) [function]
0044	reference-semantics/semantics/builtins.k:21	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("len", OBJ:Val, .Vals) => seqLen(OBJ)
0045	reference-semantics/semantics/builtins.k:22	MPY-BUILTINS	rule	flags=-	rule seqLen(list(VS:ValSeq))                  => vsLen(VS)
0046	reference-semantics/semantics/builtins.k:23	MPY-BUILTINS	rule	flags=-	rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)
0047	reference-semantics/semantics/builtins.k:24	MPY-BUILTINS	rule	flags=-	rule seqLen(str(IS:IntSeq))                   => isLen(IS)
0048	reference-semantics/semantics/builtins.k:25	MPY-BUILTINS	rule	flags=-	rule seqLen(setV(DS:IntSeq))                  => isLen(DS)
0049	reference-semantics/semantics/builtins.k:26	MPY-BUILTINS	rule	flags=-	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
0050	reference-semantics/semantics/builtins.k:32	MPY-BUILTINS	rule	flags=-	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>
0051	reference-semantics/semantics/builtins.k:33	MPY-BUILTINS	rule	flags=-	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
0052	reference-semantics/semantics/builtins.k:34	MPY-BUILTINS	rule	flags=-	rule <k> #applyK(toCall(builtinV("list")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>
0053	reference-semantics/semantics/builtins.k:35	MPY-BUILTINS	rule	flags=-	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>
0054	reference-semantics/semantics/builtins.k:36	MPY-BUILTINS	syntax	flags=function,total	syntax ValSeq ::= charsOf(IntSeq) [function, total]
0055	reference-semantics/semantics/builtins.k:37	MPY-BUILTINS	rule	flags=-	rule charsOf(.IntSeq)                => .ValSeq
0056	reference-semantics/semantics/builtins.k:38	MPY-BUILTINS	rule	flags=-	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
0057	reference-semantics/semantics/builtins.k:41	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))
0058	reference-semantics/semantics/builtins.k:44	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I)
0059	reference-semantics/semantics/builtins.k:47	MPY-BUILTINS	syntax	flags=-	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
0060	reference-semantics/semantics/builtins.k:48	MPY-BUILTINS	rule	flags=-	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
0061	reference-semantics/semantics/builtins.k:49	MPY-BUILTINS	rule	flags=-	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
0062	reference-semantics/semantics/builtins.k:50	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k>
0063	reference-semantics/semantics/builtins.k:52	MPY-BUILTINS	requires	flags=-	requires isInt(V) orBool isBool(V)
0064	reference-semantics/semantics/builtins.k:54	MPY-BUILTINS	syntax	flags=function	syntax Int ::= intOf(Val) [function]
0065	reference-semantics/semantics/builtins.k:55	MPY-BUILTINS	rule	flags=-	rule intOf(I:Int)  => I
0066	reference-semantics/semantics/builtins.k:56	MPY-BUILTINS	rule	flags=-	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
0067	reference-semantics/semantics/builtins.k:59	MPY-BUILTINS	syntax	flags=-	syntax KItem ::= #allAcc(Iterable) | "#allCont"
0068	reference-semantics/semantics/builtins.k:60	MPY-BUILTINS	rule	flags=-	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
0069	reference-semantics/semantics/builtins.k:61	MPY-BUILTINS	rule	flags=-	rule <k> #iterDone ~> #allCont => true ... </k>
0070	reference-semantics/semantics/builtins.k:62	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k>
0071	reference-semantics/semantics/builtins.k:63	MPY-BUILTINS	requires	flags=-	requires truthy(V)
0072	reference-semantics/semantics/builtins.k:64	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k>
0073	reference-semantics/semantics/builtins.k:65	MPY-BUILTINS	requires	flags=-	requires notBool truthy(V)
0074	reference-semantics/semantics/builtins.k:67	MPY-BUILTINS	syntax	flags=-	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
0075	reference-semantics/semantics/builtins.k:68	MPY-BUILTINS	rule	flags=-	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
0076	reference-semantics/semantics/builtins.k:69	MPY-BUILTINS	rule	flags=-	rule <k> #iterDone ~> #anyCont => false ... </k>
0077	reference-semantics/semantics/builtins.k:70	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k>
0078	reference-semantics/semantics/builtins.k:71	MPY-BUILTINS	requires	flags=-	requires truthy(V)
0079	reference-semantics/semantics/builtins.k:72	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k>
0080	reference-semantics/semantics/builtins.k:73	MPY-BUILTINS	requires	flags=-	requires notBool truthy(V)
0081	reference-semantics/semantics/builtins.k:76	MPY-BUILTINS	syntax	flags=-	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
0082	reference-semantics/semantics/builtins.k:77	MPY-BUILTINS	rule	flags=-	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
0083	reference-semantics/semantics/builtins.k:78	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k>
0084	reference-semantics/semantics/builtins.k:79	MPY-BUILTINS	requires	flags=-	requires isInt(V)
0085	reference-semantics/semantics/builtins.k:80	MPY-BUILTINS	rule	flags=-	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
0086	reference-semantics/semantics/builtins.k:81	MPY-BUILTINS	rule	flags=-	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
0087	reference-semantics/semantics/builtins.k:82	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k>
0088	reference-semantics/semantics/builtins.k:84	MPY-BUILTINS	requires	flags=-	requires isInt(V)
0089	reference-semantics/semantics/builtins.k:86	MPY-BUILTINS	syntax	flags=-	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
0090	reference-semantics/semantics/builtins.k:87	MPY-BUILTINS	rule	flags=-	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
0091	reference-semantics/semantics/builtins.k:88	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k>
0092	reference-semantics/semantics/builtins.k:89	MPY-BUILTINS	requires	flags=-	requires isInt(V)
0093	reference-semantics/semantics/builtins.k:90	MPY-BUILTINS	rule	flags=-	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
0094	reference-semantics/semantics/builtins.k:91	MPY-BUILTINS	rule	flags=-	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
0095	reference-semantics/semantics/builtins.k:92	MPY-BUILTINS	rule	flags=-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k>
0096	reference-semantics/semantics/builtins.k:94	MPY-BUILTINS	requires	flags=-	requires isInt(V)
0097	reference-semantics/semantics/builtins.k:97	MPY-BUILTINS	syntax	flags=function	syntax Int ::= maxVals(Int, Vals) [function]
0098	reference-semantics/semantics/builtins.k:98	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
0099	reference-semantics/semantics/builtins.k:99	MPY-BUILTINS	rule	flags=-	rule maxVals(M:Int, .Vals)           => M
0100	reference-semantics/semantics/builtins.k:100	MPY-BUILTINS	rule	flags=-	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
0101	reference-semantics/semantics/builtins.k:102	MPY-BUILTINS	syntax	flags=function	syntax Int ::= minVals(Int, Vals) [function]
0102	reference-semantics/semantics/builtins.k:103	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
0103	reference-semantics/semantics/builtins.k:104	MPY-BUILTINS	rule	flags=-	rule minVals(M:Int, .Vals)           => M
0104	reference-semantics/semantics/builtins.k:105	MPY-BUILTINS	rule	flags=-	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
0105	reference-semantics/semantics/builtins.k:108	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N))))
0106	reference-semantics/semantics/builtins.k:109	MPY-BUILTINS	requires	flags=-	requires N >=Int 0
0107	reference-semantics/semantics/builtins.k:111	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N)))))
0108	reference-semantics/semantics/builtins.k:113	MPY-BUILTINS	requires	flags=-	requires N <Int 0
0109	reference-semantics/semantics/builtins.k:114	MPY-BUILTINS	syntax	flags=function,total	syntax IntSeq ::= binCodes(Int) [function, total]
0110	reference-semantics/semantics/builtins.k:115	MPY-BUILTINS	rule	flags=-	rule binCodes(0) => iCons(48, .IntSeq)
0111	reference-semantics/semantics/builtins.k:116	MPY-BUILTINS	rule	flags=-	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
0112	reference-semantics/semantics/builtins.k:117	MPY-BUILTINS	syntax	flags=function,total	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
0113	reference-semantics/semantics/builtins.k:118	MPY-BUILTINS	rule	flags=-	rule binAcc(0, ACC:IntSeq) => ACC
0114	reference-semantics/semantics/builtins.k:119	MPY-BUILTINS	rule	flags=-	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC))
0115	reference-semantics/semantics/builtins.k:121	MPY-BUILTINS	requires	flags=-	requires N >Int 0
0116	reference-semantics/semantics/builtins.k:124	MPY-BUILTINS	rule	flags=-	rule <k> #applyK(toCall(builtinV("enumerate")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>
0117	reference-semantics/semantics/builtins.k:126	MPY-BUILTINS	syntax	flags=function,total	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
0118	reference-semantics/semantics/builtins.k:127	MPY-BUILTINS	rule	flags=-	rule enumVS(.ValSeq, _:Int) => .ValSeq
0119	reference-semantics/semantics/builtins.k:128	MPY-BUILTINS	rule	flags=-	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
0120	reference-semantics/semantics/builtins.k:132	MPY-BUILTINS	rule	flags=-	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
0121	reference-semantics/semantics/builtins.k:134	MPY-BUILTINS	syntax	flags=function,total	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
0122	reference-semantics/semantics/builtins.k:135	MPY-BUILTINS	rule	flags=-	rule mapStrVS(.ValSeq) => .ValSeq
0123	reference-semantics/semantics/builtins.k:136	MPY-BUILTINS	rule	flags=-	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
0124	reference-semantics/semantics/builtins.k:137	MPY-BUILTINS	rule	flags=-	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
0125	reference-semantics/semantics/builtins.k:140	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("int", I:Int, .Vals) => I
0126	reference-semantics/semantics/builtins.k:143	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
0127	reference-semantics/semantics/builtins.k:144	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq))
0128	reference-semantics/semantics/builtins.k:145	MPY-BUILTINS	requires	flags=-	requires 0 <=Int I andBool I <Int 128
0129	reference-semantics/semantics/builtins.k:148	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("str", I:Int, .Vals)       => str(strToCodes(Int2String(I)))
0130	reference-semantics/semantics/builtins.k:149	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)
0131	reference-semantics/semantics/builtins.k:152	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48
0132	reference-semantics/semantics/builtins.k:153	MPY-BUILTINS	requires	flags=-	requires 48 <=Int C andBool C <=Int 57
0133	reference-semantics/semantics/builtins.k:156	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0)
0134	reference-semantics/semantics/builtins.k:157	MPY-BUILTINS	requires	flags=-	requires isLen(CS) >=Int 2
0135	reference-semantics/semantics/builtins.k:158	MPY-BUILTINS	syntax	flags=function,total	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
0136	reference-semantics/semantics/builtins.k:159	MPY-BUILTINS	rule	flags=-	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
0137	reference-semantics/semantics/builtins.k:160	MPY-BUILTINS	rule	flags=-	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
0138	reference-semantics/semantics/builtins.k:163	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("zip", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)
0139	reference-semantics/semantics/builtins.k:164	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("zip", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)
0140	reference-semantics/semantics/builtins.k:167	MPY-BUILTINS	rule	flags=-	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
0141	reference-semantics/semantics/builtins.k:169	MPY-BUILTINS	rule	flags=-	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
0142	reference-semantics/semantics/builtins.k:170	MPY-BUILTINS	rule	flags=-	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
0143	reference-semantics/semantics/builtins.k:171	MPY-BUILTINS	rule	flags=-	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
0144	reference-semantics/semantics/builtins.k:173	MPY-BUILTINS	rule	flags=-	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
0145	reference-semantics/semantics/builtins.k:174	MPY-BUILTINS	rule	flags=-	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
0146	reference-semantics/semantics/builtins.k:177	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("range", I:Int, .Vals)               => rangeObj(0, I, 1)
0147	reference-semantics/semantics/builtins.k:178	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("range", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)
0148	reference-semantics/semantics/builtins.k:179	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S)
0149	reference-semantics/semantics/builtins.k:180	MPY-BUILTINS	requires	flags=-	requires S =/=Int 0
0150	reference-semantics/semantics/builtins.k:187	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
0151	reference-semantics/semantics/builtins.k:188	MPY-BUILTINS	syntax	flags=function	syntax Int ::= evalArith(IntSeq) [function]
0152	reference-semantics/semantics/builtins.k:189	MPY-BUILTINS	rule	flags=-	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
0153	reference-semantics/semantics/builtins.k:192	MPY-BUILTINS	syntax	flags=-	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
0154	reference-semantics/semantics/builtins.k:194	MPY-BUILTINS	syntax	flags=function,total	syntax Bool ::= evDigit(Int) [function, total]
0155	reference-semantics/semantics/builtins.k:195	MPY-BUILTINS	rule	flags=-	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
0156	reference-semantics/semantics/builtins.k:196	MPY-BUILTINS	syntax	flags=function,total	syntax Bool ::= evHead42(IntSeq) [function, total]
0157	reference-semantics/semantics/builtins.k:197	MPY-BUILTINS	rule	flags=-	rule evHead42(iCons(42, _:IntSeq)) => true
0158	reference-semantics/semantics/builtins.k:198	MPY-BUILTINS	rule	flags=owise	rule evHead42(_:IntSeq)            => false [owise]
0159	reference-semantics/semantics/builtins.k:199	MPY-BUILTINS	syntax	flags=function,total	syntax Bool ::= evHead47(IntSeq) [function, total]
0160	reference-semantics/semantics/builtins.k:200	MPY-BUILTINS	rule	flags=-	rule evHead47(iCons(47, _:IntSeq)) => true
0161	reference-semantics/semantics/builtins.k:201	MPY-BUILTINS	rule	flags=owise	rule evHead47(_:IntSeq)            => false [owise]
0162	reference-semantics/semantics/builtins.k:203	MPY-BUILTINS	syntax	flags=function,total	syntax OpSeq ::= tokOps(IntSeq) [function, total]
0163	reference-semantics/semantics/builtins.k:204	MPY-BUILTINS	rule	flags=-	rule tokOps(.IntSeq)                 => .OpSeq
0164	reference-semantics/semantics/builtins.k:205	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
0165	reference-semantics/semantics/builtins.k:206	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
0166	reference-semantics/semantics/builtins.k:207	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
0167	reference-semantics/semantics/builtins.k:208	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(42, R:IntSeq))     => oCons("*", tokOps(R)) requires notBool evHead42(R)
0168	reference-semantics/semantics/builtins.k:209	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
0169	reference-semantics/semantics/builtins.k:210	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(47, R:IntSeq))     => oCons("/", tokOps(R)) requires notBool evHead47(R)
0170	reference-semantics/semantics/builtins.k:211	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(43, R:IntSeq))     => oCons("+", tokOps(R))
0171	reference-semantics/semantics/builtins.k:212	MPY-BUILTINS	rule	flags=-	rule tokOps(iCons(45, R:IntSeq))     => oCons("-", tokOps(R))
0172	reference-semantics/semantics/builtins.k:214	MPY-BUILTINS	syntax	flags=function,total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
0173	reference-semantics/semantics/builtins.k:216	MPY-BUILTINS	rule	flags=-	rule tokNds(.IntSeq)                => .IntSeq
0174	reference-semantics/semantics/builtins.k:217	MPY-BUILTINS	rule	flags=-	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
0175	reference-semantics/semantics/builtins.k:218	MPY-BUILTINS	rule	flags=-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
0176	reference-semantics/semantics/builtins.k:219	MPY-BUILTINS	rule	flags=-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
0177	reference-semantics/semantics/builtins.k:220	MPY-BUILTINS	requires	flags=-	requires notBool evDigit(C) andBool C =/=Int 32
0178	reference-semantics/semantics/builtins.k:221	MPY-BUILTINS	rule	flags=-	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)
0179	reference-semantics/semantics/builtins.k:222	MPY-BUILTINS	requires	flags=-	requires evDigit(C)
0180	reference-semantics/semantics/builtins.k:223	MPY-BUILTINS	rule	flags=owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
0181	reference-semantics/semantics/builtins.k:225	MPY-BUILTINS	syntax	flags=-	syntax EvPair ::= evp(OpSeq, IntSeq)
0182	reference-semantics/semantics/builtins.k:226	MPY-BUILTINS	syntax	flags=function,total	syntax Int ::= firstNdE(EvPair) [function, total]
0183	reference-semantics/semantics/builtins.k:227	MPY-BUILTINS	rule	flags=-	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
