file	module	start	end	kind	subtype	attributes	proof_role	decision	text
/candidate/reference-semantics/semantics/bool.k	MPY-BOOL	43	46	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> BoolOp("or", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	17	17	syntax	syntax	function	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Val ::= applyBuiltin(String, Vals) [function]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	20	20	syntax	syntax	function	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Int ::= seqLen(Val) [function]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	21	21	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("len", OBJ:Val, .Vals) => seqLen(OBJ)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	22	22	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule seqLen(list(VS:ValSeq)) => vsLen(VS)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	23	23	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	24	24	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule seqLen(str(IS:IntSeq)) => isLen(IS)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	25	25	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule seqLen(setV(DS:IntSeq)) => isLen(DS)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	26	26	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	32	32	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	33	33	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	34	34	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #applyK(toCall(builtinV("list")), .Vals) => #alloc(list(.ValSeq)) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	35	35	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	36	36	syntax	syntax	function,total	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax ValSeq ::= charsOf(IntSeq) [function, total]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	37	37	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule charsOf(.IntSeq) => .ValSeq
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	38	38	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	41	41	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	44	44	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	47	47	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	48	48	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	49	49	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	50	52	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	54	54	syntax	syntax	function	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Int ::= intOf(Val) [function]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	55	55	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule intOf(I:Int) => I
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	56	56	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	59	59	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax KItem ::= #allAcc(Iterable) | "#allCont"
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	60	60	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	61	61	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterDone ~> #allCont => true ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	62	63	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	64	65	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	67	67	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	68	68	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	69	69	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterDone ~> #anyCont => false ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	70	71	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	72	73	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	76	76	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	77	77	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	78	79	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	80	80	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	81	81	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	82	84	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	86	86	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	87	87	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	88	89	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	90	90	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	91	91	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	92	94	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	97	97	syntax	syntax	function	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Int ::= maxVals(Int, Vals) [function]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	98	98	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	99	99	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule maxVals(M:Int, .Vals) => M
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	100	100	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	102	102	syntax	syntax	function	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Int ::= minVals(Int, Vals) [function]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	103	103	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	104	104	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule minVals(M:Int, .Vals) => M
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	105	105	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	108	109	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	111	113	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	114	114	syntax	syntax	function,total	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax IntSeq ::= binCodes(Int) [function, total]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	115	115	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule binCodes(0) => iCons(48, .IntSeq)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	116	116	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	117	117	syntax	syntax	function,total	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	118	118	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule binAcc(0, ACC:IntSeq) => ACC
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	119	121	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	124	125	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #applyK(toCall(builtinV("enumerate")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	126	126	syntax	syntax	function,total	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	127	127	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule enumVS(.ValSeq, _:Int) => .ValSeq
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	128	129	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	132	133	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	134	134	syntax	syntax	function,total	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	135	135	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule mapStrVS(.ValSeq) => .ValSeq
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	136	136	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	137	137	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	140	140	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("int", I:Int, .Vals) => I
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	143	143	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	144	145	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	148	148	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("str", I:Int, .Vals) => str(strToCodes(Int2String(I)))
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	149	149	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	152	153	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	156	157	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	158	158	syntax	syntax	function,total	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	159	159	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule intDigAcc(.IntSeq, ACC:Int) => ACC
/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	160	160	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
