cwd: /tmp/audit-work
command: /audit-output/evidence/k_rule_inventory.py /tmp/audit-work/reference-semantics /tmp/audit-work/verification.k /tmp/audit-work/spec.k
captured_lines: 950
captured_bytes: 155144
--- output ---
file	line	kind	attributes	declaration
/tmp/audit-work/reference-semantics/semantics/builtins.k	199	syntax	function,total	syntax Bool ::= evHead47(IntSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	200	rule	-	rule evHead47(iCons(47, _:IntSeq)) => true
/tmp/audit-work/reference-semantics/semantics/builtins.k	201	rule	owise	rule evHead47(_:IntSeq) => false [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	203	syntax	function,total	syntax OpSeq ::= tokOps(IntSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	204	rule	-	rule tokOps(.IntSeq) => .OpSeq
/tmp/audit-work/reference-semantics/semantics/builtins.k	205	rule	-	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
/tmp/audit-work/reference-semantics/semantics/builtins.k	206	rule	-	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
/tmp/audit-work/reference-semantics/semantics/builtins.k	207	rule	-	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
/tmp/audit-work/reference-semantics/semantics/builtins.k	208	rule	-	rule tokOps(iCons(42, R:IntSeq)) => oCons("*", tokOps(R)) requires notBool evHead42(R)
/tmp/audit-work/reference-semantics/semantics/builtins.k	209	rule	-	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
/tmp/audit-work/reference-semantics/semantics/builtins.k	210	rule	-	rule tokOps(iCons(47, R:IntSeq)) => oCons("/", tokOps(R)) requires notBool evHead47(R)
/tmp/audit-work/reference-semantics/semantics/builtins.k	211	rule	-	rule tokOps(iCons(43, R:IntSeq)) => oCons("+", tokOps(R))
/tmp/audit-work/reference-semantics/semantics/builtins.k	212	rule	-	rule tokOps(iCons(45, R:IntSeq)) => oCons("-", tokOps(R))
/tmp/audit-work/reference-semantics/semantics/builtins.k	214	syntax	function,total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	216	rule	-	rule tokNds(.IntSeq) => .IntSeq
/tmp/audit-work/reference-semantics/semantics/builtins.k	217	rule	-	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
/tmp/audit-work/reference-semantics/semantics/builtins.k	218	rule	-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
/tmp/audit-work/reference-semantics/semantics/builtins.k	219	rule	-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
/tmp/audit-work/reference-semantics/semantics/builtins.k	221	rule	-	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)
/tmp/audit-work/reference-semantics/semantics/builtins.k	223	rule	owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	225	syntax	-	syntax EvPair ::= evp(OpSeq, IntSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	226	syntax	function,total	syntax Int ::= firstNdE(EvPair) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	227	rule	-	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
/tmp/audit-work/reference-semantics/semantics/builtins.k	228	rule	owise	rule firstNdE(_:EvPair) => 0 [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	230	syntax	function,total	syntax Int ::= applyOpE(String, Int, Int) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	231	rule	-	rule applyOpE("+", A:Int, B:Int) => A +Int B
/tmp/audit-work/reference-semantics/semantics/builtins.k	232	rule	-	rule applyOpE("-", A:Int, B:Int) => A -Int B
/tmp/audit-work/reference-semantics/semantics/builtins.k	233	rule	-	rule applyOpE("*", A:Int, B:Int) => A *Int B
/tmp/audit-work/reference-semantics/semantics/builtins.k	234	rule	-	rule applyOpE("//", A:Int, B:Int) => A divInt B
/tmp/audit-work/reference-semantics/semantics/builtins.k	235	rule	-	rule applyOpE("**", A:Int, B:Int) => A ^Int B
/tmp/audit-work/reference-semantics/semantics/builtins.k	236	rule	owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	238	syntax	function,total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	239	rule	-	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
/tmp/audit-work/reference-semantics/semantics/builtins.k	240	rule	-	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
/tmp/audit-work/reference-semantics/semantics/builtins.k	241	rule	-	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
/tmp/audit-work/reference-semantics/semantics/builtins.k	243	rule	owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	244	syntax	function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	245	rule	-	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
/tmp/audit-work/reference-semantics/semantics/builtins.k	246	rule	-	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
/tmp/audit-work/reference-semantics/semantics/builtins.k	247	syntax	function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	248	rule	-	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
/tmp/audit-work/reference-semantics/semantics/builtins.k	250	syntax	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	251	rule	-	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	252	rule	-	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	253	rule	-	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	254	rule	-	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	255	syntax	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	256	rule	-	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
/tmp/audit-work/reference-semantics/semantics/builtins.k	257	rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
/tmp/audit-work/reference-semantics/semantics/builtins.k	260	rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
/tmp/audit-work/reference-semantics/semantics/builtins.k	263	rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	265	syntax	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
