$ python3 /audit-output/evidence/k_rule_review.py
file	line	kind	status	reason	declaration
reference-semantics/semantics/builtins.k	100	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
reference-semantics/semantics/builtins.k	102	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax Int ::= minVals(Int, Vals) [function]
reference-semantics/semantics/builtins.k	103	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
reference-semantics/semantics/builtins.k	104	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule minVals(M:Int, .Vals)           => M
reference-semantics/semantics/builtins.k	105	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
reference-semantics/semantics/builtins.k	108	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N))))
reference-semantics/semantics/builtins.k	111	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N)))))
reference-semantics/semantics/builtins.k	114	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax IntSeq ::= binCodes(Int) [function, total]
reference-semantics/semantics/builtins.k	115	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule binCodes(0) => iCons(48, .IntSeq)
reference-semantics/semantics/builtins.k	116	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
reference-semantics/semantics/builtins.k	117	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	118	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule binAcc(0, ACC:IntSeq) => ACC
reference-semantics/semantics/builtins.k	119	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC))
reference-semantics/semantics/builtins.k	124	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #applyK(toCall(builtinV("enumerate")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>
reference-semantics/semantics/builtins.k	126	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
reference-semantics/semantics/builtins.k	127	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule enumVS(.ValSeq, _:Int) => .ValSeq
reference-semantics/semantics/builtins.k	128	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
reference-semantics/semantics/builtins.k	132	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
reference-semantics/semantics/builtins.k	134	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
reference-semantics/semantics/builtins.k	135	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule mapStrVS(.ValSeq) => .ValSeq
reference-semantics/semantics/builtins.k	136	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
reference-semantics/semantics/builtins.k	137	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
reference-semantics/semantics/builtins.k	140	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("int", I:Int, .Vals) => I
reference-semantics/semantics/builtins.k	143	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
reference-semantics/semantics/builtins.k	144	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq))
reference-semantics/semantics/builtins.k	148	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("str", I:Int, .Vals)       => str(strToCodes(Int2String(I)))
reference-semantics/semantics/builtins.k	149	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)
reference-semantics/semantics/builtins.k	152	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48
reference-semantics/semantics/builtins.k	156	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0)
reference-semantics/semantics/builtins.k	158	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k	159	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
reference-semantics/semantics/builtins.k	160	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
reference-semantics/semantics/builtins.k	163	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("zip", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)
reference-semantics/semantics/builtins.k	164	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("zip", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)
reference-semantics/semantics/builtins.k	167	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k	169	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
reference-semantics/semantics/builtins.k	170	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k	171	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k	173	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
reference-semantics/semantics/builtins.k	174	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k	177	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("range", I:Int, .Vals)               => rangeObj(0, I, 1)
reference-semantics/semantics/builtins.k	178	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("range", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)
reference-semantics/semantics/builtins.k	179	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S)
reference-semantics/semantics/builtins.k	187	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
reference-semantics/semantics/builtins.k	188	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax Int ::= evalArith(IntSeq) [function]
reference-semantics/semantics/builtins.k	189	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
reference-semantics/semantics/builtins.k	192	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
reference-semantics/semantics/builtins.k	194	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax Bool ::= evDigit(Int) [function, total]
reference-semantics/semantics/builtins.k	195	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/builtins.k	196	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax Bool ::= evHead42(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	197	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule evHead42(iCons(42, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	198	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule evHead42(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	199	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax Bool ::= evHead47(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	200	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule evHead47(iCons(47, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	201	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule evHead47(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	203	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax OpSeq ::= tokOps(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	204	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(.IntSeq)                 => .OpSeq
reference-semantics/semantics/builtins.k	205	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
reference-semantics/semantics/builtins.k	206	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
reference-semantics/semantics/builtins.k	207	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
reference-semantics/semantics/builtins.k	208	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(42, R:IntSeq))     => oCons("*", tokOps(R)) requires notBool evHead42(R)
reference-semantics/semantics/builtins.k	209	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("
reference-semantics/semantics/builtins.k	210	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(47, R:IntSeq))     => oCons("/", tokOps(R)) requires notBool evHead47(R)
reference-semantics/semantics/builtins.k	211	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(43, R:IntSeq))     => oCons("+", tokOps(R))
reference-semantics/semantics/builtins.k	212	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokOps(iCons(45, R:IntSeq))     => oCons("-", tokOps(R))
reference-semantics/semantics/builtins.k	214	syntax	FIXED_DECLARATION_INERT	fixed declaration not selected by submitted program terms	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	216	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokNds(.IntSeq)                => .IntSeq
reference-semantics/semantics/builtins.k	217	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
reference-semantics/semantics/builtins.k	218	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
reference-semantics/semantics/builtins.k	219	rule	FIXED_UNREACHABLE	constructor/operator/call shape cannot arise in either submitted proof claim	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
