file	start_line	end_line	kind	source_class	attributes	has_function	has_functional	has_total	has_no_evaluators	has_priority	has_simplification	has_owise	text
/reference/reference-semantics/semantics/bool.k	35	38	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
/reference/reference-semantics/semantics/bool.k	39	42	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
/reference/reference-semantics/semantics/bool.k	43	46	rule	trusted-fixed-semantics	priority(40)	False	False	False	False	True	False	False	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
/reference/reference-semantics/semantics/builtins.k	17	19	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Val ::= applyBuiltin(String, Vals) [function] // ==== len(obj) — O(1) per kind ============================================
/reference/reference-semantics/semantics/builtins.k	20	20	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Int ::= seqLen(Val) [function]
/reference/reference-semantics/semantics/builtins.k	21	21	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"
/reference/reference-semantics/semantics/builtins.k	22	22	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule seqLen(list(VS:ValSeq)) => vsLen(VS)
/reference/reference-semantics/semantics/builtins.k	23	23	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)
/reference/reference-semantics/semantics/builtins.k	24	24	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule seqLen(str(IS:IntSeq)) => isLen(IS)
/reference/reference-semantics/semantics/builtins.k	25	25	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule seqLen(setV(DS:IntSeq)) => isLen(DS)
/reference/reference-semantics/semantics/builtins.k	26	31	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST) // ==== list(seq) — materialize a list/tuple into a list (e.g. list(d.keys())) == // Minimal: the ""copy a sequence"" case (list of a list is itself; list of a tuple keeps order). // list() of other iterables (str/range/set/zip) is added via the iterator fold when needed. // (k-cell — list() constructs a NEW object)"
/reference/reference-semantics/semantics/builtins.k	32	32	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
/reference/reference-semantics/semantics/builtins.k	33	33	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
/reference/reference-semantics/semantics/builtins.k	34	34	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals) => #alloc(list(.ValSeq)) ... </k>"
/reference/reference-semantics/semantics/builtins.k	35	35	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>"
/reference/reference-semantics/semantics/builtins.k	36	36	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax ValSeq ::= charsOf(IntSeq) [function, total]
/reference/reference-semantics/semantics/builtins.k	37	37	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule charsOf(.IntSeq) => .ValSeq
/reference/reference-semantics/semantics/builtins.k	38	40	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R)) // ==== set(str) — distinct character codes =================================
/reference/reference-semantics/semantics/builtins.k	41	43	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS)) // ==== abs(int) ============================================================"
/reference/reference-semantics/semantics/builtins.k	44	46	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I) // ==== sum(iterable) — one #iterNext fold; intOf = int value of an int/bool =="
/reference/reference-semantics/semantics/builtins.k	47	47	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
/reference/reference-semantics/semantics/builtins.k	48	48	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
/reference/reference-semantics/semantics/builtins.k	49	49	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
/reference/reference-semantics/semantics/builtins.k	50	53	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
/reference/reference-semantics/semantics/builtins.k	54	54	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Int ::= intOf(Val) [function]
/reference/reference-semantics/semantics/builtins.k	55	55	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule intOf(I:Int) => I
/reference/reference-semantics/semantics/builtins.k	56	58	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi // ==== all / any (short-circuiting #iterNext folds) ========================
/reference/reference-semantics/semantics/builtins.k	59	59	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
/reference/reference-semantics/semantics/builtins.k	60	60	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
/reference/reference-semantics/semantics/builtins.k	61	61	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterDone ~> #allCont => true ... </k>
/reference/reference-semantics/semantics/builtins.k	62	63	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
/reference/reference-semantics/semantics/builtins.k	64	66	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
/reference/reference-semantics/semantics/builtins.k	67	67	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
/reference/reference-semantics/semantics/builtins.k	68	68	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
/reference/reference-semantics/semantics/builtins.k	69	69	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterDone ~> #anyCont => false ... </k>
/reference/reference-semantics/semantics/builtins.k	70	71	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
/reference/reference-semantics/semantics/builtins.k	72	75	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V) // ==== max / min over an iterable (#iterNext folds; first element seeds) ====
/reference/reference-semantics/semantics/builtins.k	76	76	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
/reference/reference-semantics/semantics/builtins.k	77	77	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
/reference/reference-semantics/semantics/builtins.k	78	79	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
/reference/reference-semantics/semantics/builtins.k	80	80	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
/reference/reference-semantics/semantics/builtins.k	81	81	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
/reference/reference-semantics/semantics/builtins.k	82	85	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
/reference/reference-semantics/semantics/builtins.k	86	86	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"
/reference/reference-semantics/semantics/builtins.k	87	87	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
/reference/reference-semantics/semantics/builtins.k	88	89	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
/reference/reference-semantics/semantics/builtins.k	90	90	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
/reference/reference-semantics/semantics/builtins.k	91	91	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
/reference/reference-semantics/semantics/builtins.k	92	96	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V) // ==== variadic max / min (a Vals fold) ====================================
/reference/reference-semantics/semantics/builtins.k	97	97	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Int ::= maxVals(Int, Vals) [function]
/reference/reference-semantics/semantics/builtins.k	98	98	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"
/reference/reference-semantics/semantics/builtins.k	99	99	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule maxVals(M:Int, .Vals) => M
/reference/reference-semantics/semantics/builtins.k	100	101	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
/reference/reference-semantics/semantics/builtins.k	102	102	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Int ::= minVals(Int, Vals) [function]
/reference/reference-semantics/semantics/builtins.k	103	103	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)"
/reference/reference-semantics/semantics/builtins.k	104	104	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule minVals(M:Int, .Vals) => M
/reference/reference-semantics/semantics/builtins.k	105	107	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R) // ==== bin(n) — ""0b"" + binary digit codes (promoted from 103's defined fold) =="
/reference/reference-semantics/semantics/builtins.k	108	110	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0 // negative operand: the '-' sign prefixes the magnitude's digits"
/reference/reference-semantics/semantics/builtins.k	111	113	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0"
/reference/reference-semantics/semantics/builtins.k	114	114	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax IntSeq ::= binCodes(Int) [function, total]
/reference/reference-semantics/semantics/builtins.k	115	115	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule binCodes(0) => iCons(48, .IntSeq)
/reference/reference-semantics/semantics/builtins.k	116	116	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
/reference/reference-semantics/semantics/builtins.k	117	117	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
/reference/reference-semantics/semantics/builtins.k	118	118	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule binAcc(0, ACC:IntSeq) => ACC
/reference/reference-semantics/semantics/builtins.k	119	123	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0 // ==== enumerate(xs) — pairs (i, v); materialized eagerly over a list =========
/reference/reference-semantics/semantics/builtins.k	124	125	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"
/reference/reference-semantics/semantics/builtins.k	126	126	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
/reference/reference-semantics/semantics/builtins.k	127	127	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule enumVS(.ValSeq, _:Int) => .ValSeq
/reference/reference-semantics/semantics/builtins.k	128	131	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1)) // ==== map(str, xs) — eager (only the str case is in the subset) =============
/reference/reference-semantics/semantics/builtins.k	132	133	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"
/reference/reference-semantics/semantics/builtins.k	134	134	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
/reference/reference-semantics/semantics/builtins.k	135	135	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule mapStrVS(.ValSeq) => .ValSeq
/reference/reference-semantics/semantics/builtins.k	136	136	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
/reference/reference-semantics/semantics/builtins.k	137	139	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R)) // ==== int(x) identities (int(round(x)) composes through) ====================
/reference/reference-semantics/semantics/builtins.k	140	142	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""int"", I:Int, .Vals) => I // ==== ord / chr ==========================================================="
/reference/reference-semantics/semantics/builtins.k	143	143	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"
/reference/reference-semantics/semantics/builtins.k	144	147	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128 // ==== str(int) / str(str) ================================================="
/reference/reference-semantics/semantics/builtins.k	148	148	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""str"", I:Int, .Vals) => str(strToCodes(Int2String(I)))"
/reference/reference-semantics/semantics/builtins.k	149	151	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS) // ==== int(str) — a single digit char ('0'..'9', code 48..57) to its value ====="
/reference/reference-semantics/semantics/builtins.k	152	155	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57 // ==== int(str) — a multi-digit non-negative numeral (Horner fold; the single-char rule covers len 1)"
/reference/reference-semantics/semantics/builtins.k	156	157	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"
/reference/reference-semantics/semantics/builtins.k	158	158	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
/reference/reference-semantics/semantics/builtins.k	159	159	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule intDigAcc(.IntSeq, ACC:Int) => ACC
/reference/reference-semantics/semantics/builtins.k	160	162	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48)) // ==== zip(a, b) — parallel iterable of pairs, truncating to the shorter =====
/reference/reference-semantics/semantics/builtins.k	163	163	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"
/reference/reference-semantics/semantics/builtins.k	164	166	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals) => zipObjS(A, B) // zip's iterator-protocol cases (zip is created here, so its #iterNext lives here)"
/reference/reference-semantics/semantics/builtins.k	167	168	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
/reference/reference-semantics/semantics/builtins.k	169	169	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>
/reference/reference-semantics/semantics/builtins.k	170	170	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
/reference/reference-semantics/semantics/builtins.k	171	172	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
/reference/reference-semantics/semantics/builtins.k	173	173	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>
/reference/reference-semantics/semantics/builtins.k	174	176	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k> // ==== range(stop) / range(start, stop) / range(start, stop, step) =========
/reference/reference-semantics/semantics/builtins.k	177	177	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""range"", I:Int, .Vals) => rangeObj(0, I, 1)"
/reference/reference-semantics/semantics/builtins.k	178	178	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals) => rangeObj(A, B, 1)"
/reference/reference-semantics/semantics/builtins.k	179	186	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0 // ==== eval(str) — arithmetic expressions (ints, + - * // **, spaces) ======== // Python precedence: ** right-assoc, then * //, then + -. Promoted from 160's // trusted pass evaluator, now DEFINED in the reference and driven by a // code-level tokenizer. Reduces on concrete strings (krun); a symbolic // argument leaves the call unevaluated for problem-level folds."
/reference/reference-semantics/semantics/builtins.k	187	187	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"
/reference/reference-semantics/semantics/builtins.k	188	188	syntax	trusted-fixed-semantics	function	True	False	False	False	False	False	False	syntax Int ::= evalArith(IntSeq) [function]
/reference/reference-semantics/semantics/builtins.k	189	191	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
/reference/reference-semantics/semantics/builtins.k	192	193	syntax	trusted-fixed-semantics		False	False	False	False	False	False	False	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
/reference/reference-semantics/semantics/builtins.k	194	194	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Bool ::= evDigit(Int) [function, total]
/reference/reference-semantics/semantics/builtins.k	195	195	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
/reference/reference-semantics/semantics/builtins.k	196	196	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Bool ::= evHead42(IntSeq) [function, total]
/reference/reference-semantics/semantics/builtins.k	197	197	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule evHead42(iCons(42, _:IntSeq)) => true
/reference/reference-semantics/semantics/builtins.k	198	198	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule evHead42(_:IntSeq) => false [owise]
/reference/reference-semantics/semantics/builtins.k	199	199	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax Bool ::= evHead47(IntSeq) [function, total]
/reference/reference-semantics/semantics/builtins.k	200	200	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule evHead47(iCons(47, _:IntSeq)) => true
/reference/reference-semantics/semantics/builtins.k	201	202	rule	trusted-fixed-semantics	owise	False	False	False	False	False	False	True	rule evHead47(_:IntSeq) => false [owise]
/reference/reference-semantics/semantics/builtins.k	203	203	syntax	trusted-fixed-semantics	function,total	True	False	True	False	False	False	False	syntax OpSeq ::= tokOps(IntSeq) [function, total]
/reference/reference-semantics/semantics/builtins.k	204	204	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule tokOps(.IntSeq) => .OpSeq
/reference/reference-semantics/semantics/builtins.k	205	205	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
/reference/reference-semantics/semantics/builtins.k	206	206	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
/reference/reference-semantics/semantics/builtins.k	207	207	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
/reference/reference-semantics/semantics/builtins.k	208	208	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule tokOps(iCons(42, R:IntSeq)) => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
/reference/reference-semantics/semantics/builtins.k	209	209	rule	trusted-fixed-semantics		False	False	False	False	False	False	False	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
