id	file	line	kind	attributes	reachability	disposition	text
439	reference-semantics/semantics/core.k	49	configuration	-	fixed_dependency_slice	MANUAL_REVIEW	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
468	reference-semantics/semantics/core.k	124	syntax	-	fixed_dependency_slice	MANUAL_REVIEW	syntax KItem ::= #loadAll(Module)
469	reference-semantics/semantics/core.k	125	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
472	reference-semantics/semantics/core.k	130	syntax	-	fixed_dependency_slice	MANUAL_REVIEW	syntax KItem ::= #look(String, Int)
473	reference-semantics/semantics/core.k	131	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
474	reference-semantics/semantics/core.k	132	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
476	reference-semantics/semantics/core.k	145	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
478	reference-semantics/semantics/core.k	152	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
480	reference-semantics/semantics/core.k	157	syntax	function,total	fixed_dependency_slice	MANUAL_REVIEW	syntax Scope ::= "builtinsScope" [function, total]
481	reference-semantics/semantics/core.k	158	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
483	reference-semantics/semantics/core.k	186	syntax	-	fixed_dependency_slice	MANUAL_REVIEW	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
484	reference-semantics/semantics/core.k	189	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
485	reference-semantics/semantics/core.k	190	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
486	reference-semantics/semantics/core.k	191	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
500	reference-semantics/semantics/core.k	213	syntax	function,total	fixed_dependency_slice	MANUAL_REVIEW	syntax Vals ::= appendVal(Vals, Val) [function, total]
501	reference-semantics/semantics/core.k	214	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule appendVal(.Vals, V:Val) => V , .Vals
502	reference-semantics/semantics/core.k	215	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
552	reference-semantics/semantics/dict.k	77	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
595	reference-semantics/semantics/float.k	66	rule	priority	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
598	reference-semantics/semantics/float.k	71	rule	priority	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
606	reference-semantics/semantics/float.k	83	rule	priority	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
712	reference-semantics/semantics/float.k	233	rule	priority	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
739	reference-semantics/semantics/functions.k	8	syntax	-	fixed_dependency_slice	MANUAL_REVIEW	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
740	reference-semantics/semantics/functions.k	14	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
745	reference-semantics/semantics/functions.k	33	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
749	reference-semantics/semantics/functions.k	47	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
750	reference-semantics/semantics/functions.k	50	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
754	reference-semantics/semantics/functions.k	63	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
755	reference-semantics/semantics/functions.k	64	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
756	reference-semantics/semantics/functions.k	68	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
758	reference-semantics/semantics/functions.k	78	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
759	reference-semantics/semantics/functions.k	80	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
760	reference-semantics/semantics/functions.k	85	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
793	reference-semantics/semantics/list.k	14	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
817	reference-semantics/semantics/list.k	59	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
818	reference-semantics/semantics/list.k	60	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
946	reference-semantics/semantics/operators.k	15	context	-	fixed_dependency_slice	MANUAL_REVIEW	context Compare(HOLE, _)
947	reference-semantics/semantics/operators.k	16	context	-	fixed_dependency_slice	MANUAL_REVIEW	context Compare(_:Val, CmpOp(_, HOLE))
948	reference-semantics/semantics/operators.k	17	rule	owise	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
954	reference-semantics/semantics/operators.k	34	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
956	reference-semantics/semantics/operators.k	38	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
980	reference-semantics/semantics/set.k	11	syntax	function,total	fixed_dependency_slice	MANUAL_REVIEW	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
981	reference-semantics/semantics/set.k	12	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule codeIn(_:Int, .IntSeq) => false
982	reference-semantics/semantics/set.k	13	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
983	reference-semantics/semantics/set.k	16	syntax	function,total	fixed_dependency_slice	MANUAL_REVIEW	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
984	reference-semantics/semantics/set.k	18	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
985	reference-semantics/semantics/set.k	19	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
986	reference-semantics/semantics/set.k	20	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
988	reference-semantics/semantics/set.k	22	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
990	reference-semantics/semantics/set.k	25	syntax	function,total	fixed_dependency_slice	MANUAL_REVIEW	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
991	reference-semantics/semantics/set.k	26	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
992	reference-semantics/semantics/set.k	27	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
993	reference-semantics/semantics/set.k	31	syntax	function,total	fixed_dependency_slice	MANUAL_REVIEW	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
994	reference-semantics/semantics/set.k	32	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule subsetCodes(.IntSeq, _:IntSeq) => true
995	reference-semantics/semantics/set.k	33	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
996	reference-semantics/semantics/set.k	35	syntax	function,total	fixed_dependency_slice	MANUAL_REVIEW	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
997	reference-semantics/semantics/set.k	36	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
998	reference-semantics/semantics/set.k	39	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
1017	reference-semantics/semantics/sort.k	36	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
1027	reference-semantics/semantics/sort.k	61	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
1028	reference-semantics/semantics/sort.k	63	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
1029	reference-semantics/semantics/sort.k	65	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
1176	reference-semantics/semantics/tuple.k	15	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
1179	reference-semantics/semantics/tuple.k	20	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Compare(LV:Val, CmpOp("in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
1180	reference-semantics/semantics/tuple.k	21	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
1188	reference-semantics/semantics/tuple.k	32	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
1189	reference-semantics/semantics/tuple.k	35	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
