id	file	line	kind	attributes	reachability	disposition	text
815	reference-semantics/semantics/list.k	53	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
872	reference-semantics/semantics/methods.k	72	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
884	reference-semantics/semantics/methods.k	89	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
885	reference-semantics/semantics/methods.k	94	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
951	reference-semantics/semantics/operators.k	25	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
953	reference-semantics/semantics/operators.k	30	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool isRefV(L) [priority(40)]
955	reference-semantics/semantics/operators.k	36	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
957	reference-semantics/semantics/operators.k	40	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
958	reference-semantics/semantics/operators.k	44	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
1018	reference-semantics/semantics/sort.k	40	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
1085	reference-semantics/semantics/subscript.k	31	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
1099	reference-semantics/semantics/subscript.k	58	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
1190	reference-semantics/semantics/tuple.k	38	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
1193	reference-semantics/semantics/tuple.k	44	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
1197	reference-semantics/semantics/tuple.k	52	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
