id	file	line	kind	attributes	reachability	disposition	text
26	reference-semantics/semantics.k	60	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-ITER
27	reference-semantics/semantics.k	61	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-RANGE
28	reference-semantics/semantics.k	62	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-OPERATORS
29	reference-semantics/semantics.k	63	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-INT
30	reference-semantics/semantics.k	64	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-BOOL
31	reference-semantics/semantics.k	65	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-FLOAT
32	reference-semantics/semantics.k	66	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-STR
33	reference-semantics/semantics.k	67	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-SET
34	reference-semantics/semantics.k	68	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-LIST
35	reference-semantics/semantics.k	69	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-TUPLE
36	reference-semantics/semantics.k	70	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-SUBSCRIPT
37	reference-semantics/semantics.k	71	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-COMPREHENSION
38	reference-semantics/semantics.k	72	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-METHODS
39	reference-semantics/semantics.k	73	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-CONTROLS
40	reference-semantics/semantics.k	74	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-FUNCTIONS
41	reference-semantics/semantics.k	75	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-BUILTINS
42	reference-semantics/semantics.k	76	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-CALL
43	reference-semantics/semantics.k	77	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-SORT
44	reference-semantics/semantics.k	78	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-ASSERT
45	reference-semantics/semantics.k	79	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-DICT
46	reference-semantics/semantics.k	80	endmodule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	endmodule
47	reference-semantics/semantics.k	87	module	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	module MPY-KRUN
48	reference-semantics/semantics.k	88	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY
49	reference-semantics/semantics.k	89	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-CONCRETE
50	reference-semantics/semantics.k	90	endmodule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	endmodule
51	reference-semantics/semantics/assert.k	3	module	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	module MPY-ASSERT
52	reference-semantics/semantics/assert.k	4	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-CORE
53	reference-semantics/semantics/assert.k	6	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> Assert(V:Val) => .K ... </k>
54	reference-semantics/semantics/assert.k	7	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires truthy(V)
55	reference-semantics/semantics/assert.k	8	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code>
56	reference-semantics/semantics/assert.k	11	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool truthy(V)
57	reference-semantics/semantics/assert.k	13	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
58	reference-semantics/semantics/assert.k	16	endmodule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	endmodule
59	reference-semantics/semantics/bool.k	5	module	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	module MPY-BOOL
60	reference-semantics/semantics/bool.k	6	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-CORE
61	reference-semantics/semantics/bool.k	8	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyUn("not", V:Val) => notBool truthy(V)
62	reference-semantics/semantics/bool.k	10	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyCmp("==", B1:Bool, B2:Bool) => B1 ==Bool B2
63	reference-semantics/semantics/bool.k	11	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyCmp("!=", B1:Bool, B2:Bool) => B1 =/=Bool B2
64	reference-semantics/semantics/bool.k	16	context	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	context BoolOp(_, (HOLE:Expr, _:Exprs))
65	reference-semantics/semantics/bool.k	17	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
66	reference-semantics/semantics/bool.k	18	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("and", (V:Val, A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k>
67	reference-semantics/semantics/bool.k	19	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires truthy(V)
68	reference-semantics/semantics/bool.k	20	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("and", (V:Val, _:Expr, _:Exprs)) => V ... </k>
69	reference-semantics/semantics/bool.k	21	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool truthy(V)
70	reference-semantics/semantics/bool.k	22	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("or", (V:Val, _:Expr, _:Exprs)) => V ... </k>
71	reference-semantics/semantics/bool.k	23	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires truthy(V)
72	reference-semantics/semantics/bool.k	24	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("or", (V:Val, A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k>
73	reference-semantics/semantics/bool.k	25	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool truthy(V)
74	reference-semantics/semantics/bool.k	29	rule	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
75	reference-semantics/semantics/bool.k	31	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("and", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
76	reference-semantics/semantics/bool.k	33	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires truthy(V) [priority(40)]
77	reference-semantics/semantics/bool.k	35	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("and", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>
78	reference-semantics/semantics/bool.k	37	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool truthy(V) [priority(40)]
79	reference-semantics/semantics/bool.k	39	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("or", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>
80	reference-semantics/semantics/bool.k	41	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires truthy(V) [priority(40)]
81	reference-semantics/semantics/bool.k	43	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> BoolOp("or", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
82	reference-semantics/semantics/bool.k	45	requires	priority	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool truthy(V) [priority(40)]
83	reference-semantics/semantics/bool.k	47	endmodule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	endmodule
84	reference-semantics/semantics/builtins.k	3	module	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	module MPY-BUILTINS
85	reference-semantics/semantics/builtins.k	4	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-CORE
86	reference-semantics/semantics/builtins.k	5	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-STR
87	reference-semantics/semantics/builtins.k	6	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-SET
88	reference-semantics/semantics/builtins.k	7	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-ITER
89	reference-semantics/semantics/builtins.k	8	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-RANGE
90	reference-semantics/semantics/builtins.k	9	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-INT
91	reference-semantics/semantics/builtins.k	10	imports	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	imports MPY-METHODS
92	reference-semantics/semantics/builtins.k	17	syntax	function	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax Val ::= applyBuiltin(String, Vals) [function]
93	reference-semantics/semantics/builtins.k	20	syntax	function	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax Int ::= seqLen(Val) [function]
94	reference-semantics/semantics/builtins.k	21	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyBuiltin("len", OBJ:Val, .Vals) => seqLen(OBJ)
95	reference-semantics/semantics/builtins.k	22	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule seqLen(list(VS:ValSeq)) => vsLen(VS)
96	reference-semantics/semantics/builtins.k	23	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)
97	reference-semantics/semantics/builtins.k	24	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule seqLen(str(IS:IntSeq)) => isLen(IS)
98	reference-semantics/semantics/builtins.k	25	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule seqLen(setV(DS:IntSeq)) => isLen(DS)
99	reference-semantics/semantics/builtins.k	26	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
100	reference-semantics/semantics/builtins.k	32	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
101	reference-semantics/semantics/builtins.k	33	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
102	reference-semantics/semantics/builtins.k	34	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("list")), .Vals) => #alloc(list(.ValSeq)) ... </k>
103	reference-semantics/semantics/builtins.k	35	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>
104	reference-semantics/semantics/builtins.k	36	syntax	function,total	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax ValSeq ::= charsOf(IntSeq) [function, total]
105	reference-semantics/semantics/builtins.k	37	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule charsOf(.IntSeq) => .ValSeq
106	reference-semantics/semantics/builtins.k	38	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
107	reference-semantics/semantics/builtins.k	41	rule	-	fixed_dependency_slice	MANUAL_REVIEW	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))
108	reference-semantics/semantics/builtins.k	44	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I)
109	reference-semantics/semantics/builtins.k	47	syntax	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
110	reference-semantics/semantics/builtins.k	48	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
111	reference-semantics/semantics/builtins.k	49	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
112	reference-semantics/semantics/builtins.k	50	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k>
113	reference-semantics/semantics/builtins.k	52	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires isInt(V) orBool isBool(V)
114	reference-semantics/semantics/builtins.k	54	syntax	function	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax Int ::= intOf(Val) [function]
115	reference-semantics/semantics/builtins.k	55	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule intOf(I:Int) => I
116	reference-semantics/semantics/builtins.k	56	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
117	reference-semantics/semantics/builtins.k	59	syntax	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax KItem ::= #allAcc(Iterable) | "#allCont"
118	reference-semantics/semantics/builtins.k	60	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
119	reference-semantics/semantics/builtins.k	61	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterDone ~> #allCont => true ... </k>
120	reference-semantics/semantics/builtins.k	62	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k>
121	reference-semantics/semantics/builtins.k	63	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires truthy(V)
122	reference-semantics/semantics/builtins.k	64	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k>
123	reference-semantics/semantics/builtins.k	65	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool truthy(V)
124	reference-semantics/semantics/builtins.k	67	syntax	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
125	reference-semantics/semantics/builtins.k	68	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
126	reference-semantics/semantics/builtins.k	69	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterDone ~> #anyCont => false ... </k>
127	reference-semantics/semantics/builtins.k	70	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k>
128	reference-semantics/semantics/builtins.k	71	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires truthy(V)
129	reference-semantics/semantics/builtins.k	72	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k>
130	reference-semantics/semantics/builtins.k	73	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires notBool truthy(V)
131	reference-semantics/semantics/builtins.k	76	syntax	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
132	reference-semantics/semantics/builtins.k	77	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
133	reference-semantics/semantics/builtins.k	78	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k>
134	reference-semantics/semantics/builtins.k	79	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires isInt(V)
135	reference-semantics/semantics/builtins.k	80	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
136	reference-semantics/semantics/builtins.k	81	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
137	reference-semantics/semantics/builtins.k	82	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k>
138	reference-semantics/semantics/builtins.k	84	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires isInt(V)
139	reference-semantics/semantics/builtins.k	86	syntax	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
140	reference-semantics/semantics/builtins.k	87	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
141	reference-semantics/semantics/builtins.k	88	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k>
142	reference-semantics/semantics/builtins.k	89	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires isInt(V)
143	reference-semantics/semantics/builtins.k	90	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
144	reference-semantics/semantics/builtins.k	91	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
145	reference-semantics/semantics/builtins.k	92	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k>
146	reference-semantics/semantics/builtins.k	94	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires isInt(V)
147	reference-semantics/semantics/builtins.k	97	syntax	function	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax Int ::= maxVals(Int, Vals) [function]
148	reference-semantics/semantics/builtins.k	98	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
149	reference-semantics/semantics/builtins.k	99	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule maxVals(M:Int, .Vals) => M
150	reference-semantics/semantics/builtins.k	100	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
151	reference-semantics/semantics/builtins.k	102	syntax	function	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax Int ::= minVals(Int, Vals) [function]
152	reference-semantics/semantics/builtins.k	103	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
153	reference-semantics/semantics/builtins.k	104	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule minVals(M:Int, .Vals) => M
154	reference-semantics/semantics/builtins.k	105	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
155	reference-semantics/semantics/builtins.k	108	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N))))
156	reference-semantics/semantics/builtins.k	109	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires N >=Int 0
157	reference-semantics/semantics/builtins.k	111	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N)))))
158	reference-semantics/semantics/builtins.k	113	requires	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	requires N <Int 0
159	reference-semantics/semantics/builtins.k	114	syntax	function,total	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	syntax IntSeq ::= binCodes(Int) [function, total]
160	reference-semantics/semantics/builtins.k	115	rule	-	fixed_not_reached	TRUSTED_SUPPLIED_BASELINE_UNREACHED	rule binCodes(0) => iCons(48, .IntSeq)
