COMMAND: python3 /audit-output/evidence/05_inventory.py
inventory_path=/audit-output/evidence/05_rule_inventory.tsv
inventory_entries=958
kind_counts=claim:2,configuration:1,context:5,rule:713,syntax:237
flag_counts=concrete:35,function:156,macro:4,no-evaluators:22,owise:27,priority:45,strict:2,symbol:25,total:112
decision_count[ACCEPTED_FIXED_SUPPLIED_SEMANTICS]=928
decision_count[RECONSTRUCTED_DERIVED_CIRCULARITY]=1
decision_count[RECONSTRUCTED_TARGET_CONNECTION]=1
decision_count[VALID_DESCENDING_SCAN_DEFINITION]=9
decision_count[VALID_EXACT_BINDING_ALIAS]=2
decision_count[VALID_EXACT_PROGRAM_ALIAS]=4
decision_count[VALID_EXHAUSTIVE_DOMAIN_PREDICATE]=3
decision_count[VALID_EXHAUSTIVE_MATH_DEFINITION]=3
decision_count[VALID_PROJECTION_DEFINITION]=5
decision_count[VALID_RESULT_DEFINITION]=2
EXHAUSTIVE_INVENTORY=PASS
EXIT_STATUS: 0
COMMAND: list every proof-local inventory row
file	start_line	end_line	kind	flags	decision	rationale	source
/tmp/audit-work/reconstruction/verification.k	48	49	rule	-	VALID_DESCENDING_SCAN_DEFINITION	Consumes one IntSeq constructor per recursive step; cases are disjoint with owise covering the remainder.	rule scanParens(.IntSeq, D:Int, M:Int, VS:ValSeq) => scanDone(D, M, VS)
/tmp/audit-work/reconstruction/verification.k	50	51	rule	-	VALID_DESCENDING_SCAN_DEFINITION	Consumes one IntSeq constructor per recursive step; cases are disjoint with owise covering the remainder.	rule scanParens(iCons(40, R:IntSeq), D:Int, M:Int, VS:ValSeq) => scanParens(R, D +Int 1, parenMax(D +Int 1, M), VS)
/tmp/audit-work/reconstruction/verification.k	52	53	rule	-	VALID_DESCENDING_SCAN_DEFINITION	Consumes one IntSeq constructor per recursive step; cases are disjoint with owise covering the remainder.	rule scanParens(iCons(41, R:IntSeq), D:Int, M:Int, VS:ValSeq) => scanParens(R, D -Int 1, M, VS)
/tmp/audit-work/reconstruction/verification.k	54	55	rule	-	VALID_DESCENDING_SCAN_DEFINITION	Consumes one IntSeq constructor per recursive step; cases are disjoint with owise covering the remainder.	rule scanParens(iCons(32, R:IntSeq), D:Int, M:Int, VS:ValSeq) => scanParens(R, 0, 0, valSeqConcat(VS, vCons(M, .ValSeq)))
/tmp/audit-work/reconstruction/verification.k	56	58	rule	owise	VALID_DESCENDING_SCAN_DEFINITION	Consumes one IntSeq constructor per recursive step; cases are disjoint with owise covering the remainder.	rule scanParens(iCons(C:Int, R:IntSeq), D:Int, M:Int, VS:ValSeq) => scanParens(R, D, M, VS) [owise]
/tmp/audit-work/reconstruction/verification.k	60	61	syntax	function,total	VALID_PROJECTION_DEFINITION	Projects a field of scanDone; scanParens normalizes to scanDone.	syntax Int ::= scanDepth(ScanState) [function, total] | scanMaximum(ScanState) [function, total]
/tmp/audit-work/reconstruction/verification.k	62	62	syntax	function,total	VALID_PROJECTION_DEFINITION	Projects a field of scanDone; scanParens normalizes to scanDone.	syntax ValSeq ::= scanValues(ScanState) [function, total]
/tmp/audit-work/reconstruction/verification.k	63	63	rule	-	VALID_PROJECTION_DEFINITION	Projects a field of scanDone; scanParens normalizes to scanDone.	rule scanDepth(scanDone(D:Int, _:Int, _:ValSeq)) => D
/tmp/audit-work/reconstruction/verification.k	64	64	rule	-	VALID_PROJECTION_DEFINITION	Projects a field of scanDone; scanParens normalizes to scanDone.	rule scanMaximum(scanDone(_:Int, M:Int, _:ValSeq)) => M
/tmp/audit-work/reconstruction/verification.k	65	65	rule	-	VALID_PROJECTION_DEFINITION	Projects a field of scanDone; scanParens normalizes to scanDone.	rule scanValues(scanDone(_:Int, _:Int, VS:ValSeq)) => VS
/tmp/audit-work/reconstruction/verification.k	67	67	syntax	function,total	VALID_DESCENDING_SCAN_DEFINITION	Consumes one code per step and returns the last one-char string, or OLD.	syntax Val ::= finalChar(IntSeq, Val) [function, total]
/tmp/audit-work/reconstruction/verification.k	68	68	rule	-	VALID_DESCENDING_SCAN_DEFINITION	Consumes one code per step and returns the last one-char string, or OLD.	rule finalChar(.IntSeq, OLD:Val) => OLD
/tmp/audit-work/reconstruction/verification.k	69	70	rule	-	VALID_DESCENDING_SCAN_DEFINITION	Consumes one code per step and returns the last one-char string, or OLD.	rule finalChar(iCons(C:Int, R:IntSeq), _:Val) => finalChar(R, str(iCons(C, .IntSeq)))
/tmp/audit-work/reconstruction/verification.k	72	72	syntax	function	VALID_RESULT_DEFINITION	Completed maxima followed by final current-group maximum.	syntax ValSeq ::= parsedParens(IntSeq) [function]
/tmp/audit-work/reconstruction/verification.k	73	76	rule	-	VALID_RESULT_DEFINITION	Completed maxima followed by final current-group maximum.	rule parsedParens(S:IntSeq) => valSeqConcat( scanValues(scanParens(S, 0, 0, .ValSeq)), vCons(scanMaximum(scanParens(S, 0, 0, .ValSeq)), .ValSeq))
/tmp/audit-work/reconstruction/verification.k	78	78	syntax	function,total	VALID_EXHAUSTIVE_DOMAIN_PREDICATE	Complete structural recursion accepting exactly codes 40, 41, and 32.	syntax Bool ::= parenInput(IntSeq) [function, total]
/tmp/audit-work/reconstruction/verification.k	79	79	rule	-	VALID_EXHAUSTIVE_DOMAIN_PREDICATE	Complete structural recursion accepting exactly codes 40, 41, and 32.	rule parenInput(.IntSeq) => true
/tmp/audit-work/reconstruction/verification.k	80	82	rule	-	VALID_EXHAUSTIVE_DOMAIN_PREDICATE	Complete structural recursion accepting exactly codes 40, 41, and 32.	rule parenInput(iCons(C:Int, R:IntSeq)) => (C ==Int 40 orBool C ==Int 41 orBool C ==Int 32) andBool parenInput(R)
/tmp/audit-work/reconstruction/spec.k	8	29	claim	-	RECONSTRUCTED_DERIVED_CIRCULARITY	Inductive/circular loop summary; closes independently with #Top.	"claim [parse-loop]: <k> #loop(str(S:IntSeq), Name(""char""), parseLoopBody) => .K ... </k> <env> 1 </env> <scopes> 1 |-> scope( (""paren_string"" |-> INPUT:Val) (""result"" |-> ref(0)) (""depth"" |-> (D:Int => scanDepth(scanParens(S, D, M, VS)))) (""maximum"" |-> (M:Int => scanMaximum(scanParens(S, D, M, VS)))) (""char"" |-> (OLD:Val => finalChar(S, OLD))), parent(0)) 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 2 </scopeLoc> <heap> 0 |-> list(VS:ValSeq => scanValues(scanParens(S, D, M, VS))) </heap> <heapLoc> 1 </heapLoc> <stack> ST:List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> requires parenInput(S)"
/tmp/audit-work/reconstruction/spec.k	33	47	claim	-	RECONSTRUCTED_TARGET_CONNECTION	Executes the mechanically pinned closure and fixes result heap exactly.	claim [parse-nested-parens]: <k> Call(parseNestedParensClosure, str(S:IntSeq)) => ref(0) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map => 0 |-> list(parsedParens(S)) </heap> <heapLoc> 0 => 1 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> requires parenInput(S)
EXIT_STATUS: 0
