file	ordinal	start_line	end_line	kind	semantic_class	attributes	function	functional	total	symbol	no-evaluators	priority	simplification	concrete	owise	macro	strict	seqstrict	source_sha256	source	review_disposition	review_rationale	false_conclusion_witness
reference-semantics/semantics/bool.k	12	35	38	rule	operational-rule	priority(40)	False	False	False	False	False	True	False	False	False	False	False	False	90ade243f35f7850587ea33d7df3e8fa2b369debf292fd42ef2a6dd2ba51d45c	"  rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool truthy(V)\n       [priority(40)]"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/bool.k	13	39	42	rule	operational-rule	priority(40)	False	False	False	False	False	True	False	False	False	False	False	False	f032128a3dd6c1d1f5cb9217e580c096ce7598e0cd8dccb583813dec97826e9f	"  rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires truthy(V)\n       [priority(40)]"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/bool.k	14	43	46	rule	operational-rule	priority(40)	False	False	False	False	False	True	False	False	False	False	False	False	6eb9e989936bb67bd56fdfd75edce0ccc63c826ba4ea710347e01214ee978e6d	"  rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool truthy(V)\n       [priority(40)]"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	1	17	17	syntax	syntax-declaration	function	True	False	False	False	False	False	False	False	False	False	False	False	aa55a2ca48e8248e1c5a91c74a28a1a004dd81b4bad180bb0e344ffae357bb6e	  syntax Val ::= applyBuiltin(String, Vals) [function]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	2	20	20	syntax	syntax-declaration	function	True	False	False	False	False	False	False	False	False	False	False	False	1b82b6f2643fb55127f03658644a8a23881e02af83a59507666ea76f532b1763	  syntax Int ::= seqLen(Val) [function]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	3	21	21	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	435ff27019656108a22a48bb4a6b379a06ff353b380293a4aa1535ea2e23edf0	"  rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	4	22	22	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	98e430fdd950a2759f8ad33448df439d879d4154e2e33b7188616ebcf383a77e	  rule seqLen(list(VS:ValSeq))                  => vsLen(VS)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	5	23	23	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	2a8eb099e13e3f2029c0df3fe4e68c51811a9d5c19fc87025e46f90164958630	  rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	6	24	24	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	db386182d466eebb95f6cf9407399b7178abb276be49eb292a7722c844d8a511	  rule seqLen(str(IS:IntSeq))                   => isLen(IS)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	7	25	25	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	c597ed65e8ff595399d1919312a3dd5ae28e92d3e5eae4d0c734266c1491da71	  rule seqLen(setV(DS:IntSeq))                  => isLen(DS)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	8	26	26	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	441d6449c7d3f89c39bcf80d54e80f1dfdcdeb4c149f66c5006d9d157b60a6f1	  rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	9	32	32	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	9aad60322b1d223c816a082c6dd7aaa0031520ffa7c887ceff7d189b2bf4290e	"  rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	10	33	33	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	ac7736d6cb72610b0ce4260422ee667eb14af7a7f1272fdb0b409a0c7f8bf35c	"  rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	11	34	34	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	d60c4b0f5ed3ffef310dd1be9f0aa427a18e2e73fff79f95896f151a76f1095b	"  rule <k> #applyK(toCall(builtinV(""list"")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	12	35	35	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	a689979f9d6af9d0a10eec7acb5fe710478a29f5ef28faf0c4facac8d915e45c	"  rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	13	36	36	syntax	syntax-declaration	function, total	True	False	True	False	False	False	False	False	False	False	False	False	d5cf987a32554927c5a38c7b9aa5929b1b5a4a7661b965507187c2e6671e3b58	  syntax ValSeq ::= charsOf(IntSeq) [function, total]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	14	37	37	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	5ba1845bc20c80babc7b2a7e3c03b9637c4924988151dc548f317e856f0e7f64	  rule charsOf(.IntSeq)                => .ValSeq	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	15	38	38	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	567eb768a66d1c2167369d74fef0d847b3684a32b63eae45e9c789d6833f141a	  rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	16	41	41	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	87c52633d34e02aa3f1ed0a90b790c109c94744628366d7e02cf3132c7aa8117	"  rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	17	44	44	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	f377e151fe58ce4b98fc255493693c4cdffefb311024f7ae7fb4442b426cd7d1	"  rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I)"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	18	47	47	syntax	syntax-declaration		False	False	False	False	False	False	False	False	False	False	False	False	cc05186fc333804cdf1b3c79d5e9dd79478e1a3dfb999fa9f99882c3be983a52	  syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	19	48	48	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	c532bf1824ac3f703699dc7b6b22652cce69d7f9d8fab651a2730f2cd295dc3c	  rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	20	49	49	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	a34da6d6f5479cb2d96d424234c517a578d26626ce75518e51d191dfa8ed0b3e	  rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	21	50	52	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	5b0273dd28c246b7e69966c8bfa8857483afa05b399c914ab4127e7c7d3509cd	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)\n        => #sumAcc(R, ACC +Int intOf(V)) ... </k>\n       requires isInt(V) orBool isBool(V)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	22	54	54	syntax	syntax-declaration	function	True	False	False	False	False	False	False	False	False	False	False	False	3330d50b7dee4bc9d3e3550216ad9c94050d26c6e6a96796e7460b78ab7b11a8	  syntax Int ::= intOf(Val) [function]	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	23	55	55	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	a813c0687189fc8f83d56a683cf96e5b440246e14f12be11878486a801f06b5a	  rule intOf(I:Int)  => I	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	24	56	56	rule	equational-rule		False	False	False	False	False	False	False	False	False	False	False	False	75527181cb16d9c4619a21ff615a57db28ed82be96aaebee3e088ed502209450	  rule intOf(B:Bool) => #if B #then 1 #else 0 #fi	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	25	59	59	syntax	syntax-declaration		False	False	False	False	False	False	False	False	False	False	False	False	e5197df0d2d2e1c53be819507dc0b81a4e88779f25f3d0396f8a4539d60b098e	"  syntax KItem ::= #allAcc(Iterable) | ""#allCont"""	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	26	60	60	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	969f76a6cdd97b2f1042729dd57438a4b5f5699455bdd1da13b55d4c73e24c18	  rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	27	61	61	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	b87198ea120558bdd7e643d782de2ef5ccb496fd82875602225f5d6122a0d674	  rule <k> #iterDone ~> #allCont => true ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	28	62	63	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	255220dc3925ca6e2cc1adab7b9e0bab26919dbf0e19c1b41ea519918e61835d	  rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k>\n       requires truthy(V)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	29	64	65	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	4ed3b01aeaa1a6a50b7e57525797fe6880a4eee511c4b6bc4d2e3e32cb2efce6	  rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k>\n       requires notBool truthy(V)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	30	67	67	syntax	syntax-declaration		False	False	False	False	False	False	False	False	False	False	False	False	f2cf763d3b8e5a376d6e9dba16b866558c96251c080ffab1e41b0fbfabf52267	"  syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	31	68	68	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	e5008c2bfb91daad53926c1c149e44b55c974e4a5b25bb6b6427b4d964537054	  rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	32	69	69	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	5d2e466abb2769880d969db2ebf9273e10f27c5259dcd8289339dc351945a843	  rule <k> #iterDone ~> #anyCont => false ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	33	70	71	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	bbf32d6e3a68bbc7f9be27a06805a4be7315f43bb337cf4dd387db03bcdefebf	  rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k>\n       requires truthy(V)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	34	72	73	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	c3a6e8e1951ce3e9b70078e39c4fddfbffe7d9a2f6690fa192273c2e59729fed	  rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k>\n       requires notBool truthy(V)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	35	76	76	syntax	syntax-declaration		False	False	False	False	False	False	False	False	False	False	False	False	41e16aee4c8a4af66b3e46497dda394e3935c2823461385cc5acd63d77b5c57f	"  syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	36	77	77	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	3ab0b276006397045970c2d458eb6a36356b5d68fc41c8a837771cc24f688606	  rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	37	78	79	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	ed12ba4840b08831729bd51d53d128405d0a74344ff4c9895bd4e7b827d4e476	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k>\n       requires isInt(V)	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	38	80	80	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	4924f1ccdbe80b4d350a970323ca3e6f88c161f889fa8b50d5428a23da46da8c	  rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
reference-semantics/semantics/builtins.k	39	81	81	rule	operational-rule		False	False	False	False	False	False	False	False	False	False	False	False	cc73f3272baab71618c80c9fc916b02964c544f926d81a87d1cda788bf3eb941	  rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>	SUPPLIED_FIXED_SEMANTICS_UNUSED	Byte-identical to the trusted supplied semantics and not reachable from the submitted body/entry claims. No candidate-local alteration or proof dependency; no narrower false-rule witness was found in this audit.	
