id	origin	file	line	source_kind	category	attributes	target_path	decision	reason	statement
40	supplied	semantics/builtins.k	49	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
41	supplied	semantics/builtins.k	50	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
42	supplied	semantics/builtins.k	54	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= intOf(Val) [function]
43	supplied	semantics/builtins.k	55	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule intOf(I:Int) => I
44	supplied	semantics/builtins.k	56	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
45	supplied	semantics/builtins.k	59	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #allAcc(Iterable) | "#allCont"
46	supplied	semantics/builtins.k	60	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
47	supplied	semantics/builtins.k	61	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterDone ~> #allCont => true ... </k>
48	supplied	semantics/builtins.k	62	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
49	supplied	semantics/builtins.k	64	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
50	supplied	semantics/builtins.k	67	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
51	supplied	semantics/builtins.k	68	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
52	supplied	semantics/builtins.k	69	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterDone ~> #anyCont => false ... </k>
53	supplied	semantics/builtins.k	70	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
54	supplied	semantics/builtins.k	72	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)
55	supplied	semantics/builtins.k	76	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
56	supplied	semantics/builtins.k	77	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
57	supplied	semantics/builtins.k	78	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
58	supplied	semantics/builtins.k	80	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
59	supplied	semantics/builtins.k	81	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
60	supplied	semantics/builtins.k	82	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
61	supplied	semantics/builtins.k	86	syntax	syntax_declaration	-	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
62	supplied	semantics/builtins.k	87	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
63	supplied	semantics/builtins.k	88	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
64	supplied	semantics/builtins.k	90	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
65	supplied	semantics/builtins.k	91	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
66	supplied	semantics/builtins.k	92	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)
67	supplied	semantics/builtins.k	97	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= maxVals(Int, Vals) [function]
68	supplied	semantics/builtins.k	98	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
69	supplied	semantics/builtins.k	99	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule maxVals(M:Int, .Vals) => M
70	supplied	semantics/builtins.k	100	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
71	supplied	semantics/builtins.k	102	syntax	function_declaration	function	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= minVals(Int, Vals) [function]
72	supplied	semantics/builtins.k	103	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
73	supplied	semantics/builtins.k	104	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule minVals(M:Int, .Vals) => M
74	supplied	semantics/builtins.k	105	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
75	supplied	semantics/builtins.k	108	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0
76	supplied	semantics/builtins.k	111	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0
77	supplied	semantics/builtins.k	114	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax IntSeq ::= binCodes(Int) [function, total]
78	supplied	semantics/builtins.k	115	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule binCodes(0) => iCons(48, .IntSeq)
79	supplied	semantics/builtins.k	116	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
80	supplied	semantics/builtins.k	117	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
81	supplied	semantics/builtins.k	118	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule binAcc(0, ACC:IntSeq) => ACC
82	supplied	semantics/builtins.k	119	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0
83	supplied	semantics/builtins.k	124	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #applyK(toCall(builtinV("enumerate")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>
84	supplied	semantics/builtins.k	126	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
85	supplied	semantics/builtins.k	127	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule enumVS(.ValSeq, _:Int) => .ValSeq
86	supplied	semantics/builtins.k	128	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
87	supplied	semantics/builtins.k	132	rule	operational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
88	supplied	semantics/builtins.k	134	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
89	supplied	semantics/builtins.k	135	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule mapStrVS(.ValSeq) => .ValSeq
90	supplied	semantics/builtins.k	136	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
91	supplied	semantics/builtins.k	137	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
92	supplied	semantics/builtins.k	140	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("int", I:Int, .Vals) => I
93	supplied	semantics/builtins.k	143	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
94	supplied	semantics/builtins.k	144	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128
95	supplied	semantics/builtins.k	148	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("str", I:Int, .Vals) => str(strToCodes(Int2String(I)))
96	supplied	semantics/builtins.k	149	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)
97	supplied	semantics/builtins.k	152	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57
98	supplied	semantics/builtins.k	156	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2
99	supplied	semantics/builtins.k	158	syntax	function_declaration	function,total	unused	UNUSED_FIXED_MODEL_DECLARATION	constructor-disjoint from the submitted loop-free numeric function	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
100	supplied	semantics/builtins.k	159	rule	equational_rule	-	unused	NOT_REACHED_BY_TARGET_ACCEPT_ONLY_AS_SUPPLIED_MODEL	constructor-disjoint from the submitted loop-free numeric function	rule intDigAcc(.IntSeq, ACC:Int) => ACC
