id	origin	file	line	kind	attributes	review_disposition	normalized
28	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	34	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>"
29	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	35	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>"
30	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	36	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax ValSeq ::= charsOf(IntSeq) [function, total]
31	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	37	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule charsOf(.IntSeq)                => .ValSeq
32	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	38	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
33	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	41	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))"
34	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	44	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I)"
35	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	47	syntax		fixed supplied semantics: integrity-verified; inspect relevance	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
36	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	48	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
37	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	49	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
38	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	50	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
39	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	54	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax Int ::= intOf(Val) [function]
40	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	55	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule intOf(I:Int)  => I
41	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	56	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
42	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	59	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
43	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	60	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
44	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	61	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterDone ~> #allCont => true ... </k>
45	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	62	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
46	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	64	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
47	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	67	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
48	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	68	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
49	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	69	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterDone ~> #anyCont => false ... </k>
50	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	70	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
51	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	72	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)
52	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	76	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
53	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	77	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
54	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	78	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
55	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	80	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
56	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	81	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
57	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	82	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
58	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	86	syntax		fixed supplied semantics: integrity-verified; inspect relevance	"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"
59	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	87	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
60	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	88	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
61	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	90	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
62	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	91	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
63	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	92	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)
64	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	97	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax Int ::= maxVals(Int, Vals) [function]
65	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	98	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"
66	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	99	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule maxVals(M:Int, .Vals)           => M
67	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	100	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
68	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	102	syntax	function	fixed supplied semantics: integrity-verified; inspect relevance	syntax Int ::= minVals(Int, Vals) [function]
69	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	103	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)"
70	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	104	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule minVals(M:Int, .Vals)           => M
71	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	105	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
72	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	108	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0"
73	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	111	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0"
74	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	114	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax IntSeq ::= binCodes(Int) [function, total]
75	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	115	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule binCodes(0) => iCons(48, .IntSeq)
76	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	116	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
77	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	117	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
78	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	118	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule binAcc(0, ACC:IntSeq) => ACC
79	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	119	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0
80	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	124	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"
81	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	126	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
82	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	127	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule enumVS(.ValSeq, _:Int) => .ValSeq
83	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	128	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
84	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	132	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"
85	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	134	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
86	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	135	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule mapStrVS(.ValSeq) => .ValSeq
87	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	136	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
88	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	137	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
89	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	140	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""int"", I:Int, .Vals) => I"
90	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	143	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"
91	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	144	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"
92	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	148	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""str"", I:Int, .Vals)       => str(strToCodes(Int2String(I)))"
93	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	149	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"
94	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	152	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"
95	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	156	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"
96	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	158	syntax	function,total	fixed supplied semantics: integrity-verified; inspect relevance	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
97	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	159	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
98	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	160	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
99	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	163	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"
100	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	164	rule		fixed supplied semantics: integrity-verified; inspect relevance	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)"
101	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	167	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
102	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	169	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
103	SUPPLIED_SEMANTICS	/tmp/audit-work/51-remove-vowels/candidate/reference-semantics/semantics/builtins.k	170	rule		fixed supplied semantics: integrity-verified; inspect relevance	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
