source	start_line	end_line	total	functional	opaque_symbol	used_by_solution	attributes	declaration	assessment
reference-semantics/semantics/builtins.k	247	247	True	False	False	False	function;total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/builtins.k	250	250	True	False	False	False	function;total;function;total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/builtins.k	255	255	True	False	False	False	function;total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/builtins.k	265	265	True	False	False	False	function;total	syntax Bool ::= inLevelE(String, String) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/builtins.k	269	269	True	False	False	False	function;total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/builtins.k	272	272	True	False	False	False	function;total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/builtins.k	285	290	True	False	True	False	function;total;symbol(md5hexCodes);no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/builtins.k	293	293	False	False	False	False	function;function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/call.k	52	52	True	False	False	False	function;total	syntax Bool ::= isMutMethod(String) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/concrete.k	42	42	False	False	False	False	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/concrete.k	51	51	False	False	False	False	function	syntax Bool ::= kLt(Val, Val) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/concrete.k	56	56	True	False	False	False	function;total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	68	68	True	False	False	False	function;total	syntax Bool ::= isRefV(Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	76	76	True	False	False	False	function;total	syntax Bool ::= isCellRef(Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	100	100	True	False	False	False	function;total	syntax Bool ::= isKwV(Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	107	107	False	False	False	False	function	syntax ParamNames ::= cellsOf(Val) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	109	109	True	False	False	False	function;total	syntax Bool ::= pnMember(String, ParamNames) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	157	157	True	False	False	True	function;total	"syntax Scope ::= ""builtinsScope"" [function, total]"	fixed supplied-semantics execution slice; manually reviewed for this program
reference-semantics/semantics/core.k	199	199	False	False	False	True	function	syntax Bool ::= truthy(Val) [function]	fixed supplied-semantics execution slice; manually reviewed for this program
reference-semantics/semantics/core.k	208	208	False	False	False	True	function	syntax Val ::= applyUn(String, Val) [function]	fixed supplied-semantics execution slice; manually reviewed for this program
reference-semantics/semantics/core.k	209	209	False	False	False	True	function	syntax Val ::= applyBin(String, Val, Val) [function]	fixed supplied-semantics execution slice; manually reviewed for this program
reference-semantics/semantics/core.k	210	212	False	False	False	True	function	syntax Bool ::= applyCmp(String, Val, Val) [function] // ==== shared list helpers =================================================	fixed supplied-semantics execution slice; manually reviewed for this program
reference-semantics/semantics/core.k	213	213	True	False	False	True	function;total	syntax Vals ::= appendVal(Vals, Val) [function, total]	fixed supplied-semantics execution slice; manually reviewed for this program
reference-semantics/semantics/core.k	217	217	True	False	False	False	function;total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	223	223	True	False	False	False	function;total	syntax Int ::= vsLen(ValSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	227	227	True	False	False	False	function;total	syntax Int ::= isLen(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/core.k	233	233	True	False	False	False	function;total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	37	37	True	False	False	False	function;total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	43	43	True	False	False	False	function;total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	49	49	True	False	False	False	function;total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	64	64	False	False	False	False	function	syntax Val ::= applyIndexD(Val, Val) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	70	70	False	False	False	False	function	syntax Val ::= dictSet(Val, Val, Val) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	90	90	True	False	False	False	function;total	syntax Int ::= normIdxD(Int, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	97	97	False	False	False	False	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/dict.k	101	101	False	False	False	False	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	24	24	True	False	True	False	function;total;symbol(intFloatDiv);no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	30	30	True	False	True	False	function;total;symbol(divII);no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	37	37	True	False	True	False	function;total;symbol(floatMod);no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	50	50	True	False	True	False	function;total;symbol(floatLt);no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	54	54	True	False	True	False	function;total;symbol(absF);no-evaluators	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	73	73	True	False	True	False	function;total;symbol(floorFI)	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	86	86	True	False	True	False	function;total;symbol(toF)	syntax Float ::= toF(Val) [function, total, symbol(toF)]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	93	93	True	False	True	False	function;total;symbol(ceilF)	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	103	103	True	False	True	False	function;total;symbol(subF);no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	107	107	True	False	True	False	function;total;symbol(divF);no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	111	111	True	False	True	False	function;total;symbol(addF);no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	115	115	True	False	True	False	function;total;symbol(mulF);no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	119	119	True	False	True	False	function;total;symbol(powF);no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	125	125	True	False	True	False	function;total;symbol(gtF);no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	142	142	True	False	True	False	function;total;symbol(eqF);no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	160	160	True	False	True	False	function;total;symbol(decStrToF);no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	165	165	False	False	False	False	function	syntax Int ::= headIS(IntSeq) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	167	167	True	False	False	False	function;total;function;total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	173	173	True	False	False	False	function;total;function;total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	179	179	True	False	False	False	function;total;function;total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	190	190	True	False	True	False	function;total;symbol(divFloatIntV);no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	195	195	True	False	True	False	function;total;symbol(intToF);no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	209	209	True	False	True	False	function;total;symbol(truncF);no-evaluators	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	217	217	True	False	True	False	function;total;symbol(roundF);no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	223	223	True	False	True	False	function;total;symbol(roundFN);no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/float.k	230	230	True	False	True	False	function;total;symbol(sqrtF);no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/int.k	19	19	False	False	False	True	function	syntax Int ::= pyMod(Int, Int) [function]	fixed supplied-semantics execution slice; manually reviewed for this program
reference-semantics/semantics/list.k	18	18	True	False	False	False	function;total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/list.k	33	33	True	False	False	False	function;total	syntax Bool ::= hasRefVS(ValSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/list.k	37	38	False	False	False	False	function;function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	10	12	False	False	False	False	function	syntax Val ::= applyMethod(Val, String, Vals) [function] // ==== string predicates (Python semantics) =================================	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	27	27	True	False	False	False	function;total	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	35	35	False	False	False	False	function	syntax Int ::= cntSub(IntSeq, IntSeq) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	41	41	True	False	False	False	function;total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	48	48	True	False	False	False	function;total	syntax IntSeq ::= trimWS(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	52	52	True	False	False	False	function;total;function;total	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	65	65	True	False	False	False	function;total	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	75	75	False	False	False	False	function	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	82	82	False	False	False	False	function	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	85	85	True	False	False	False	function;total	syntax Bool ::= isWSC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	97	97	False	False	False	False	function	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	106	106	True	False	False	False	function;total	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	112	112	True	False	False	False	function;total	syntax Bool ::= isUpperC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	115	115	True	False	False	False	function;total	syntax Bool ::= isLowerC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	118	118	True	False	False	False	function;total	syntax Bool ::= isAlphaC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	121	121	True	False	False	False	function;total	syntax Bool ::= isDigitC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	124	124	True	False	False	False	function;total	syntax Bool ::= hasUpper(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	128	128	True	False	False	False	function;total	syntax Bool ::= hasLower(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	132	132	True	False	False	False	function;total	syntax Bool ::= allAlpha(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	136	136	True	False	False	False	function;total	syntax Bool ::= allDigit(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	140	141	True	False	False	False	function;total	syntax Int ::= lowerC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	145	145	True	False	False	False	function;total	syntax Int ::= upperC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	149	149	True	False	False	False	function;total	syntax Int ::= swapC(Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	154	154	True	False	False	False	function;total	syntax IntSeq ::= mapLower(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	158	158	True	False	False	False	function;total	syntax IntSeq ::= mapUpper(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	162	162	True	False	False	False	function;total	syntax IntSeq ::= mapSwap(IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/methods.k	166	166	True	False	False	False	function;total	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/range.k	9	9	True	False	False	False	function;total	syntax Bool ::= inRange(Int, Int, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/range.k	12	12	False	False	False	False	function	syntax Int ::= rangeLen(Int, Int, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/set.k	11	11	True	False	False	False	function;total	syntax Bool ::= codeIn(Int, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/set.k	16	17	True	False	False	False	function;total;function;total	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/set.k	25	25	True	False	False	False	function;total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/set.k	31	31	True	False	False	False	function;total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/set.k	35	35	True	False	False	False	function;total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/sort.k	18	18	True	False	True	False	function;total;symbol(sortVS);no-evaluators	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/sort.k	19	19	False	False	False	False	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/sort.k	26	26	False	False	False	False	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/sort.k	49	50	True	False	True	False	function;total;symbol(sortKeyVS);no-evaluators	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/sort.k	51	52	True	False	False	False	function;total;function;total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/sort.k	57	57	True	False	False	False	function;total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/str.k	13	13	False	False	False	False	function	syntax IntSeq ::= strToCodes(String) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/str.k	20	20	True	False	False	False	function;total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/str.k	32	32	True	False	False	False	function;total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/str.k	37	37	True	False	False	False	function;total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/str.k	48	48	True	False	False	False	function;total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	11	11	True	False	False	False	function;total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	16	16	False	False	False	False	function	syntax Int ::= intSeqAt(IntSeq, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	21	21	True	False	False	False	function;total	syntax Int ::= normIdx(Int, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	37	37	False	False	False	False	function	syntax Val ::= applyIndex(Val, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	63	63	False	False	False	False	function	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	72	72	True	False	False	False	function;total	syntax Int ::= slStep(OptInt) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	76	76	False	False	False	False	function	syntax Int ::= slStart(OptInt, OptInt, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	83	83	False	False	False	False	function	syntax Int ::= slStop(OptInt, OptInt, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	90	90	True	False	False	False	function;total	syntax Int ::= slAdjust(Int, Int, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	96	96	True	False	False	False	function;total	syntax Int ::= clampLo(Int, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	102	102	True	False	False	False	function;total	syntax Int ::= clampHi(Int, Int, Int) [function, total]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	109	109	False	False	False	False	function	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/subscript.k	116	116	False	False	False	False	function	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
reference-semantics/semantics/tuple.k	24	24	False	False	False	False	function	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]	fixed supplied-semantics item not reached by this program; no candidate extension
verification.k	8	9	True	False	False	True	function;total	syntax Int ::= chooseNumSpec(Int, Int) [function, total]	proof-local definitional summary; totality and result meaning reviewed
