source	start_line	end_line	keyword	class	attributes	function	total	functional	simplification	priority	opaque_symbol	used_by_solution	normalized_sha256	assessment	sentence
reference-semantics/semantics.k	76	76	imports	imports		False	False	False	False		False	True	0c52765c886770ff4ce0300efb451d4b6ed20eb8ff585ae7e98d2be02377229e	fixed supplied-semantics execution slice; manually reviewed for this program	imports MPY-CALL
reference-semantics/semantics.k	77	77	imports	imports		False	False	False	False		False	True	051aad84a25d7e3211653f3f83ada310438179bd83d7fa1228a62de6fb19b10b	fixed supplied-semantics execution slice; manually reviewed for this program	imports MPY-SORT
reference-semantics/semantics.k	78	78	imports	imports		False	False	False	False		False	True	4f603401acfe25a81aba55de3528db3e1e8e6328b907ba1d69b5ece08a4ffd89	fixed supplied-semantics execution slice; manually reviewed for this program	imports MPY-ASSERT
reference-semantics/semantics.k	79	79	imports	imports		False	False	False	False		False	True	4ff989d72f496502ff3ea8f84d27b5be72c05433d0f010e8e836c027a180b83d	fixed supplied-semantics execution slice; manually reviewed for this program	imports MPY-DICT
reference-semantics/semantics.k	80	86	endmodule	endmodule		False	False	False	False		False	True	85f16bdbb9c7ab1c097cd62346e09ded9525cd40d9b7a43fec3879ef92ea2353	fixed supplied-semantics execution slice; manually reviewed for this program	endmodule // The krun (llvm) main module: MPY plus the concrete-only legs (keyed sort's // real key calls, deep list equality). Verification builds import MPY and // never see MPY-CONCRETE. The llvm kompile MUST use --main-module MPY-KRUN — // with plain MPY the concrete legs are silently absent (this was live for a // while: sorted-key stuck and comprehension asserted wrong under krun).
reference-semantics/semantics.k	87	87	module	module		False	False	False	False		False	True	3c507e22c3e1c073f40583d7461bc43221d4c807fb1114f39c77aace50585bc9	fixed supplied-semantics execution slice; manually reviewed for this program	module MPY-KRUN
reference-semantics/semantics.k	88	88	imports	imports		False	False	False	False		False	True	6ae4e1db797b2c5a9b115b591095b3516869431c6682a05468cf9bfec87aac66	fixed supplied-semantics execution slice; manually reviewed for this program	imports MPY
reference-semantics/semantics.k	89	89	imports	imports		False	False	False	False		False	True	ed62b27710dfe37a3cb8fc6a56c6f1bce2c878a39d15675f250c57927c4a2018	fixed supplied-semantics execution slice; manually reviewed for this program	imports MPY-CONCRETE
reference-semantics/semantics.k	90	90	endmodule	endmodule		False	False	False	False		False	True	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	fixed supplied-semantics execution slice; manually reviewed for this program	endmodule
reference-semantics/semantics/assert.k	3	3	module	module		False	False	False	False		False	False	c9be78fdc587dd075a47c08e505694a8890633ae600b52f886a4ff33046c24b6	fixed supplied-semantics item not reached by this program; no candidate extension	module MPY-ASSERT
reference-semantics/semantics/assert.k	4	5	imports	imports		False	False	False	False		False	False	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-CORE
reference-semantics/semantics/assert.k	6	7	rule	operational		False	False	False	False		False	False	90fd8cb48806b565c7efda64556bc1f3741e4c215670728e20119ee4302ac5f5	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)
reference-semantics/semantics/assert.k	8	12	rule	operational		False	False	False	False		False	False	dfe24d6909cafaa624ffd02ce638b5285dda809ae92d1bf8f64b9ef11388019b	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code> requires notBool truthy(V)
reference-semantics/semantics/assert.k	13	15	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	94ec1f9b321539df9f19af2581391cdb32c7dc4d56895d3d9732706d61c6e039	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/assert.k	16	16	endmodule	endmodule		False	False	False	False		False	False	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	fixed supplied-semantics item not reached by this program; no candidate extension	endmodule
reference-semantics/semantics/bool.k	5	5	module	module		False	False	False	False		False	False	d0f4ccd7f134c7e028e54d830d022d5ca267e8266c1692006db410b48d14f7c1	fixed supplied-semantics item not reached by this program; no candidate extension	module MPY-BOOL
reference-semantics/semantics/bool.k	6	7	imports	imports		False	False	False	False		False	False	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-CORE
reference-semantics/semantics/bool.k	8	9	rule	equational		False	False	False	False		False	False	f6a9f817afd56c9168797a3f098cd08c12966f18447d1e0f9d1a05f16ae677c4	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyUn(""not"", V:Val) => notBool truthy(V)"
reference-semantics/semantics/bool.k	10	10	rule	equational		False	False	False	False		False	False	27c7ab07384784839a8a863b3f9933be214b73575a7e3e811e125c3d99a0370a	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"
reference-semantics/semantics/bool.k	11	15	rule	equational		False	False	False	False		False	False	331c5ccbdb8e5528462b302241832a6ab6363790b3c67a9cd9e900fa43787d7f	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2 // ==== BoolOp: short-circuit, value-returning and / or ===================== // the node is its own accumulator: heat the HEAD element only, then either return it // (short-circuit) or drop it and continue"
reference-semantics/semantics/bool.k	16	16	context	context		False	False	False	False		False	False	4bad2e2ff81c39e87091eef691d33bff23a6d7adf29b55aafe2a261e9e7aa33a	fixed supplied-semantics item not reached by this program; no candidate extension	context BoolOp(_, (HOLE:Expr, _:Exprs))
reference-semantics/semantics/bool.k	17	17	rule	operational		False	False	False	False		False	False	dd652a87b5666794e2e19a88c80917f8819ce783aae50f826a5d468e4a188544	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
reference-semantics/semantics/bool.k	18	19	rule	operational		False	False	False	False		False	False	c903d941fb7314ce9a808ef44e64dbb8c65585c74cc3935c843f59b30f0db2cb	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> requires truthy(V)"
reference-semantics/semantics/bool.k	20	21	rule	operational		False	False	False	False		False	False	609b42dde8cecff47044578c95dfa8dfa3b51a7bc1edc878294ab4d92055e5d3	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires notBool truthy(V)"
reference-semantics/semantics/bool.k	22	23	rule	operational		False	False	False	False		False	False	66ef890f68fe08fb9cafa68cd0f292cad9db3d564aa5d15542c90c9baecd8c27	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""or"", (V:Val, _:Expr, _:Exprs)) => V ... </k> requires truthy(V)"
reference-semantics/semantics/bool.k	24	28	rule	operational		False	False	False	False		False	False	a1e1d5c0c320489628410545eeba67dfb65e90c6799530ecbfb4a82719f91192	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""or"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> requires notBool truthy(V) // ==== heap-object head: decide truthiness THROUGH the heap, never rewrite the // operand — and/or return the OBJECT itself (Python identity), not its structure"
reference-semantics/semantics/bool.k	29	30	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	570c438ed2f88db94f853171689a61a4a3efbf6632bd00359e59635b287cdd42	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
reference-semantics/semantics/bool.k	31	34	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	b20811d55420feb532235075af2164c6b7e8f9483e24f63346f384cc07354bdb	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
reference-semantics/semantics/bool.k	35	38	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	1da617ae289768882fb6780ddef9c967f8b30389f7e29694fbe4143e85146236	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
reference-semantics/semantics/bool.k	39	42	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	2eb620e8bf34c458becc919febceee04cab4f37e1a1ed7956f119a8b1265009e	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap> requires truthy(V) [priority(40)]"
reference-semantics/semantics/bool.k	43	46	rule	operational	priority(40)	False	False	False	False	priority(40)	False	False	86c2967b9fc68899e77c31f07a35e2359123a4ec12bb59c71db0aed88426d464	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool truthy(V) [priority(40)]"
reference-semantics/semantics/bool.k	47	47	endmodule	endmodule		False	False	False	False		False	False	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	fixed supplied-semantics item not reached by this program; no candidate extension	endmodule
reference-semantics/semantics/builtins.k	3	3	module	module		False	False	False	False		False	False	714fcf7fc40ffcebec2a866bfc219f118a9bee4b47e2010874ca09a12c64884b	fixed supplied-semantics item not reached by this program; no candidate extension	module MPY-BUILTINS
reference-semantics/semantics/builtins.k	4	4	imports	imports		False	False	False	False		False	False	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-CORE
reference-semantics/semantics/builtins.k	5	5	imports	imports		False	False	False	False		False	False	1c022ad4e0c945f696aa1f9d78eb4c3caf78ef9d9b46ae55d6fd081ff4264877	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-STR
reference-semantics/semantics/builtins.k	6	6	imports	imports		False	False	False	False		False	False	783147658ae89d8dfd5db1f7498e1994e2d82a87dc70c399891ee2e62d7aa7b6	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-SET
reference-semantics/semantics/builtins.k	7	7	imports	imports		False	False	False	False		False	False	8ad41781e06e91093b117ccd78f6f10180a840cf3b4adaa62547edd340b26acc	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-ITER
reference-semantics/semantics/builtins.k	8	8	imports	imports		False	False	False	False		False	False	548212ddc441d76983863c9d3376f95c8022ee76d1dcf98dbe9e839a912f1323	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-RANGE
reference-semantics/semantics/builtins.k	9	9	imports	imports		False	False	False	False		False	False	6a7df951c212c93cd44f9522a2128bbac2f97c6212765bb6d61d30326317e744	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-INT
reference-semantics/semantics/builtins.k	10	16	imports	imports		False	False	False	False		False	False	481e0c655538c59ac02d6b5e90bbda8fafe123ef32ea6cc0f4c654f9ca22e0df	fixed supplied-semantics item not reached by this program; no candidate extension	imports MPY-METHODS // the builtins REGISTRY is core.k's builtinsScope (the -1 frame); names resolve by lookup // Call routing + argument evaluation live in call.k, which also routes the fold // builtins (sum/all/any/max/min) to the #_Acc folds below and everything else to // applyBuiltin. This module owns applyBuiltin + the fold implementations.
reference-semantics/semantics/builtins.k	17	19	syntax	function-declaration	function	True	False	False	False		False	False	73578867deee2dfcdb98120487124565c315d958566aba476748783911768d8e	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Val ::= applyBuiltin(String, Vals) [function] // ==== len(obj) — O(1) per kind ============================================
reference-semantics/semantics/builtins.k	20	20	syntax	function-declaration	function	True	False	False	False		False	False	f6cf3d1713c13dac8d22e5399684f39be014bb52fc407729a141920e9ac6961a	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Int ::= seqLen(Val) [function]
reference-semantics/semantics/builtins.k	21	21	rule	equational		False	False	False	False		False	False	4c33466e09a76b7760813815674e6ffbb94166ddb7069d042ef42b3ce95e3265	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"
reference-semantics/semantics/builtins.k	22	22	rule	equational		False	False	False	False		False	False	0aaba3d3b63a12047950734de1d7f6d68d726a77712db94d2c7f79f9ee9d9546	fixed supplied-semantics item not reached by this program; no candidate extension	rule seqLen(list(VS:ValSeq)) => vsLen(VS)
reference-semantics/semantics/builtins.k	23	23	rule	equational		False	False	False	False		False	False	f5cd3a9a635bc85b291d7c33464d791ed4d02eeec6bc95e77180d1ef1e153748	fixed supplied-semantics item not reached by this program; no candidate extension	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)
reference-semantics/semantics/builtins.k	24	24	rule	equational		False	False	False	False		False	False	d643ec5ddd399eb71ffb1b400c91340247b2e06423439b55fc984555dfe96583	fixed supplied-semantics item not reached by this program; no candidate extension	rule seqLen(str(IS:IntSeq)) => isLen(IS)
reference-semantics/semantics/builtins.k	25	25	rule	equational		False	False	False	False		False	False	fe3adc7a7e150cfcc668226bda4a9a9ff6fc4b01786d0c6f9d7a62c2dfda0bc1	fixed supplied-semantics item not reached by this program; no candidate extension	rule seqLen(setV(DS:IntSeq)) => isLen(DS)
reference-semantics/semantics/builtins.k	26	31	rule	equational		False	False	False	False		False	False	66ce929da75b936769c8642e6a1881ab89952847146a3e59bdcd235431f19d90	fixed supplied-semantics item not reached by this program; no candidate extension	"rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST) // ==== list(seq) — materialize a list/tuple into a list (e.g. list(d.keys())) == // Minimal: the ""copy a sequence"" case (list of a list is itself; list of a tuple keeps order). // list() of other iterables (str/range/set/zip) is added via the iterator fold when needed. // (k-cell — list() constructs a NEW object)"
reference-semantics/semantics/builtins.k	32	32	rule	operational		False	False	False	False		False	False	200f6d489286304114b4e127922e5d267a6472b44933e2526b01f03abf54d849	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
reference-semantics/semantics/builtins.k	33	33	rule	operational		False	False	False	False		False	False	d4c8072f0224b4363a94ae3ac318b3b18ad05c41f2b433fe526f8d020ae141b5	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
reference-semantics/semantics/builtins.k	34	34	rule	operational		False	False	False	False		False	False	0b80f78f2b97822d5ac436de4244defd9d61c478add9ea00843e45329c8953de	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""list"")), .Vals) => #alloc(list(.ValSeq)) ... </k>"
reference-semantics/semantics/builtins.k	35	35	rule	operational		False	False	False	False		False	False	8b7fa386647f39a38debea703feca31b12a6d50ea85d8dc708c95c98f1d29cf8	fixed supplied-semantics item not reached by this program; no candidate extension	"rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals)) => #alloc(list(charsOf(CS))) ... </k>"
reference-semantics/semantics/builtins.k	36	36	syntax	function-declaration	function;total	True	True	False	False		False	False	01aff6eecdd49ca279cb4378e0ba39cf9a5e1da377c6bda52586943e73543839	fixed supplied-semantics item not reached by this program; no candidate extension	syntax ValSeq ::= charsOf(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	37	37	rule	equational		False	False	False	False		False	False	b46c475391e590ad418923d8208c753f459b5f2ab076283ed1a0377e31df6588	fixed supplied-semantics item not reached by this program; no candidate extension	rule charsOf(.IntSeq) => .ValSeq
reference-semantics/semantics/builtins.k	38	40	rule	equational		False	False	False	False		False	False	5e4a1af2608ee0d41e92cb766af70cd79b78207ac88652a4c1eb65199edc07b6	fixed supplied-semantics item not reached by this program; no candidate extension	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R)) // ==== set(str) — distinct character codes =================================
reference-semantics/semantics/builtins.k	41	43	rule	equational		False	False	False	False		False	False	4a4f32b7892007e61b26053d7bc7a349c1fe8aee355d0aaefc4852a3c9d99e8c	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS)) // ==== abs(int) ============================================================"
reference-semantics/semantics/builtins.k	44	46	rule	equational		False	False	False	False		False	False	db3d75b51d53b74c515d9cd60792c23b42f3418ae874263c7925d801326b7695	fixed supplied-semantics item not reached by this program; no candidate extension	"rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I) // ==== sum(iterable) — one #iterNext fold; intOf = int value of an int/bool =="
reference-semantics/semantics/builtins.k	47	47	syntax	syntax		False	False	False	False		False	False	8faa5250ed2b829b2c57a81708a1e0b4c8fc5683bff408e6fae108fe3ec4e60f	fixed supplied-semantics item not reached by this program; no candidate extension	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
reference-semantics/semantics/builtins.k	48	48	rule	operational		False	False	False	False		False	False	cd531bdb9afa464c73c67f8946bbe64957682a3d5dd078d0bf22a556ccc572e6	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
reference-semantics/semantics/builtins.k	49	49	rule	operational		False	False	False	False		False	False	74ff8e8be84218b889ef85b902de5efaea860b572c8a5da8306df05a1b3c4947	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
reference-semantics/semantics/builtins.k	50	53	rule	operational		False	False	False	False		False	False	1ea66d1c87c6d6c2367b5978e8c39eabd2c37f53f7517b4ff6a7dd95934f21a0	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/builtins.k	54	54	syntax	function-declaration	function	True	False	False	False		False	False	0355f95a50a6608682b1c8b9e304799a37a3ed6f4f6f81f8cc0d968f5ff678a4	fixed supplied-semantics item not reached by this program; no candidate extension	syntax Int ::= intOf(Val) [function]
reference-semantics/semantics/builtins.k	55	55	rule	equational		False	False	False	False		False	False	619051750e3b8e9f67feace8a633ecf86a9daf0eac32615563f871a0069e9e1c	fixed supplied-semantics item not reached by this program; no candidate extension	rule intOf(I:Int) => I
reference-semantics/semantics/builtins.k	56	58	rule	equational		False	False	False	False		False	False	4ab92a36ddc90a69c42fa4f200d975591e697d4b9245712fe827d75e4367ba4d	fixed supplied-semantics item not reached by this program; no candidate extension	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi // ==== all / any (short-circuiting #iterNext folds) ========================
reference-semantics/semantics/builtins.k	59	59	syntax	syntax		False	False	False	False		False	False	ed695fa0c4dbae8a1436b754495b020fb468e206c2b6448c21a61316bf0da571	fixed supplied-semantics item not reached by this program; no candidate extension	"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""
reference-semantics/semantics/builtins.k	60	60	rule	operational		False	False	False	False		False	False	e7fc3b9b3a8439566a4974be9e36608e65f380fca9cc34bcc9c6b41e522e9c16	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
reference-semantics/semantics/builtins.k	61	61	rule	operational		False	False	False	False		False	False	b74e515d3e67d8a52e1d0a061bb0432a2bf1de1b43995cc280a0ee2003d49c36	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterDone ~> #allCont => true ... </k>
reference-semantics/semantics/builtins.k	62	63	rule	operational		False	False	False	False		False	False	beb3eb90ee0ff2e9d13f424eb92b4dc8263fba7700c6690beba2d2aafb4299ad	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)
reference-semantics/semantics/builtins.k	64	66	rule	operational		False	False	False	False		False	False	942b3c5ca9399a49d2fbd6ab4fa1a405dd4a7cf4516ff56af02970e4f30aa9a1	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)
reference-semantics/semantics/builtins.k	67	67	syntax	syntax		False	False	False	False		False	False	fbd45cd7894ab0316f890fc61b1b5354b41eabbba062394cbcbf820f53d00eb0	fixed supplied-semantics item not reached by this program; no candidate extension	"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""
reference-semantics/semantics/builtins.k	68	68	rule	operational		False	False	False	False		False	False	ca3f3bc3212a4bde9db710ca67b9ff4f7372092a568008c9e263f36654c478be	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
reference-semantics/semantics/builtins.k	69	69	rule	operational		False	False	False	False		False	False	c0ee3d29de0f584789682596e1516d301ee7f3cd73ca05694f3f10b3a978063a	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterDone ~> #anyCont => false ... </k>
reference-semantics/semantics/builtins.k	70	71	rule	operational		False	False	False	False		False	False	6d518d4a9ce768d209c77a938fe801e5d4cb6a5bf65b95ed6c13bd7ec71209b5	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)
reference-semantics/semantics/builtins.k	72	75	rule	operational		False	False	False	False		False	False	164008b49bd9b7dc3661592aeaabd5fcfef9f1e2581b0ef1e18a4f471adf13e8	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V) // ==== max / min over an iterable (#iterNext folds; first element seeds) ====
reference-semantics/semantics/builtins.k	76	76	syntax	syntax		False	False	False	False		False	False	e3461106d962a1af387b25dc9d0efaf45f25429c84e747320080d55a256fe3c6	fixed supplied-semantics item not reached by this program; no candidate extension	"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"
reference-semantics/semantics/builtins.k	77	77	rule	operational		False	False	False	False		False	False	59848da8989bf29361886195ec4d734aee2bb375e15be945b163e8bebe9dc86b	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
reference-semantics/semantics/builtins.k	78	79	rule	operational		False	False	False	False		False	False	ea3939e11faecfbdaf2e2a14e81ed6135343d312f3de159e633f02b0fad02cd1	fixed supplied-semantics item not reached by this program; no candidate extension	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)
