source	line	module	category	flags	used_term_hits	code	text	decision	reason
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	49		requires			"requires ""semantics/controls.k"""	"requires ""semantics/controls.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	50		requires			"requires ""semantics/functions.k"""	"requires ""semantics/functions.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	51		requires			"requires ""semantics/builtins.k"""	"requires ""semantics/builtins.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	52		requires			"requires ""semantics/call.k"""	"requires ""semantics/call.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	53		requires			"requires ""semantics/sort.k"""	"requires ""semantics/sort.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	54		requires			"requires ""semantics/assert.k"""	"requires ""semantics/assert.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	55		requires			"requires ""semantics/dict.k"""	"requires ""semantics/dict.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	56		requires	concrete		"requires ""semantics/concrete.k"""	"requires ""semantics/concrete.k"""	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	58	MPY	module			module MPY	module MPY	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	59	MPY	imports			imports MPY-CORE	imports MPY-CORE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	60	MPY	imports			imports MPY-ITER	imports MPY-ITER	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	61	MPY	imports			imports MPY-RANGE	imports MPY-RANGE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	62	MPY	imports			imports MPY-OPERATORS	imports MPY-OPERATORS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	63	MPY	imports			imports MPY-INT	imports MPY-INT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	64	MPY	imports			imports MPY-BOOL	imports MPY-BOOL	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	65	MPY	imports			imports MPY-FLOAT	imports MPY-FLOAT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	66	MPY	imports			imports MPY-STR	imports MPY-STR	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	67	MPY	imports			imports MPY-SET	imports MPY-SET	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	68	MPY	imports			imports MPY-LIST	imports MPY-LIST	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	69	MPY	imports			imports MPY-TUPLE	imports MPY-TUPLE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	70	MPY	imports			imports MPY-SUBSCRIPT	imports MPY-SUBSCRIPT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	71	MPY	imports			imports MPY-COMPREHENSION	imports MPY-COMPREHENSION	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	72	MPY	imports			imports MPY-METHODS	imports MPY-METHODS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	73	MPY	imports			imports MPY-CONTROLS	imports MPY-CONTROLS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	74	MPY	imports			imports MPY-FUNCTIONS	imports MPY-FUNCTIONS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	75	MPY	imports			imports MPY-BUILTINS	imports MPY-BUILTINS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	76	MPY	imports			imports MPY-CALL	imports MPY-CALL	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	77	MPY	imports			imports MPY-SORT	imports MPY-SORT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	78	MPY	imports			imports MPY-ASSERT	imports MPY-ASSERT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	79	MPY	imports			imports MPY-DICT	imports MPY-DICT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	80	MPY	endmodule			endmodule	endmodule // The krun (llvm) main module: MPY plus the concrete-only legs (keyed sort's // real key calls, deep list equality). Verification builds import MPY and // never see MPY-CONCRETE. The llvm kompile MUST use --main-module MPY-KRUN — // with plain MPY the concrete legs are silently absent (this was live for a // while: sorted-key stuck and comprehension asserted wrong under krun).	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	87	MPY-KRUN	module			module MPY-KRUN	module MPY-KRUN	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	88	MPY-KRUN	imports			imports MPY	imports MPY	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	89	MPY-KRUN	imports			imports MPY-CONCRETE	imports MPY-CONCRETE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics.k	90	MPY-KRUN	endmodule			endmodule	endmodule	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	3	MPY-ASSERT	module			module MPY-ASSERT	module MPY-ASSERT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	4	MPY-ASSERT	imports			imports MPY-CORE	imports MPY-CORE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	6	MPY-ASSERT	ordinary-rule		<k>	rule <k> Assert(V:Val) => .K ... </k>	rule <k> Assert(V:Val) => .K ... </k>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	7	MPY-ASSERT	requires			requires truthy(V)	requires truthy(V)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	8	MPY-ASSERT	ordinary-rule		<exc>,<k>	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code>	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	11	MPY-ASSERT	requires			requires notBool truthy(V)	requires notBool truthy(V)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	13	MPY-ASSERT	ordinary-rule	priority	<k>,Int	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/assert.k	16	MPY-ASSERT	endmodule			endmodule	endmodule	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	5	MPY-BOOL	module			module MPY-BOOL	module MPY-BOOL	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	6	MPY-BOOL	imports			imports MPY-CORE	imports MPY-CORE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	8	MPY-BOOL	ordinary-rule			"rule applyUn(""not"", V:Val) => notBool truthy(V)"	"rule applyUn(""not"", V:Val) => notBool truthy(V)"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	10	MPY-BOOL	ordinary-rule			"rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"	"rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	11	MPY-BOOL	ordinary-rule			"rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2"	"rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2 // bool is a subtype of int: a Bool compared with an Int promotes to 0/1 and // re-dispatches to the Int comparison cases (True==1, False==0, True<2, ...). // The == / != Bool x Bool cases above are kept; only the four ordering ops are // promoted for Bool x Bool (to avoid duplicating the two rules above)."	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	17	MPY-BOOL	ordinary-rule		Int,Str	rule applyCmp(OP:String, B:Bool, I:Int) => applyCmp(OP, boolAsInt(B), I)	rule applyCmp(OP:String, B:Bool, I:Int) => applyCmp(OP, boolAsInt(B), I)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	18	MPY-BOOL	requires			requires isEqOrdOp(OP)	requires isEqOrdOp(OP)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	19	MPY-BOOL	ordinary-rule		Int,Str	rule applyCmp(OP:String, I:Int, B:Bool) => applyCmp(OP, I, boolAsInt(B))	rule applyCmp(OP:String, I:Int, B:Bool) => applyCmp(OP, I, boolAsInt(B))	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	20	MPY-BOOL	requires			requires isEqOrdOp(OP)	requires isEqOrdOp(OP)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	21	MPY-BOOL	ordinary-rule		Int,Str	rule applyCmp(OP:String, B1:Bool, B2:Bool) => applyCmp(OP, boolAsInt(B1), boolAsInt(B2))	rule applyCmp(OP:String, B1:Bool, B2:Bool) => applyCmp(OP, boolAsInt(B1), boolAsInt(B2))	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	22	MPY-BOOL	requires			requires isOrdOp(OP)	requires isOrdOp(OP) // ==== BoolOp: short-circuit, value-returning and / or ===================== // the node is its own accumulator: heat the HEAD element only, then either return it // (short-circuit) or drop it and continue	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	27	MPY-BOOL	context			context BoolOp(_, (HOLE:Expr, _:Exprs))	context BoolOp(_, (HOLE:Expr, _:Exprs))	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	28	MPY-BOOL	ordinary-rule		<k>,Str	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	29	MPY-BOOL	ordinary-rule		<k>	"rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k>"	"rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	30	MPY-BOOL	requires			requires truthy(V)	requires truthy(V)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	31	MPY-BOOL	ordinary-rule		<k>	"rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k>"	"rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	32	MPY-BOOL	requires			requires notBool truthy(V)	requires notBool truthy(V)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	33	MPY-BOOL	ordinary-rule		<k>	"rule <k> BoolOp(""or"", (V:Val, _:Expr, _:Exprs)) => V ... </k>"	"rule <k> BoolOp(""or"", (V:Val, _:Expr, _:Exprs)) => V ... </k>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	34	MPY-BOOL	requires			requires truthy(V)	requires truthy(V)	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	35	MPY-BOOL	ordinary-rule		<k>	"rule <k> BoolOp(""or"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k>"	"rule <k> BoolOp(""or"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	36	MPY-BOOL	requires			requires notBool truthy(V)	requires notBool truthy(V) // ==== heap-object head: decide truthiness THROUGH the heap, never rewrite the // operand — and/or return the OBJECT itself (Python identity), not its structure	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	40	MPY-BOOL	ordinary-rule	priority	<k>,Int,Str	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	42	MPY-BOOL	ordinary-rule		<k>,Int	"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>"	"rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	44	MPY-BOOL	requires	priority		requires truthy(V) [priority(40)]	requires truthy(V) [priority(40)]	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	46	MPY-BOOL	ordinary-rule		<k>,Int	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>"	"rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	48	MPY-BOOL	requires	priority		requires notBool truthy(V) [priority(40)]	requires notBool truthy(V) [priority(40)]	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	50	MPY-BOOL	ordinary-rule		<k>,Int	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>"	"rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	52	MPY-BOOL	requires	priority		requires truthy(V) [priority(40)]	requires truthy(V) [priority(40)]	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	54	MPY-BOOL	ordinary-rule		<k>,Int	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>"	"rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	56	MPY-BOOL	requires	priority		requires notBool truthy(V) [priority(40)]	requires notBool truthy(V) [priority(40)]	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/bool.k	58	MPY-BOOL	endmodule			endmodule	endmodule	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	3	MPY-BUILTINS	module			module MPY-BUILTINS	module MPY-BUILTINS	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	4	MPY-BUILTINS	imports			imports MPY-CORE	imports MPY-CORE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	5	MPY-BUILTINS	imports			imports MPY-STR	imports MPY-STR	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	6	MPY-BUILTINS	imports			imports MPY-SET	imports MPY-SET	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	7	MPY-BUILTINS	imports			imports MPY-ITER	imports MPY-ITER	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	8	MPY-BUILTINS	imports			imports MPY-RANGE	imports MPY-RANGE	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	9	MPY-BUILTINS	imports			imports MPY-INT	imports MPY-INT	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	10	MPY-BUILTINS	imports			imports MPY-METHODS	imports MPY-METHODS // the builtins REGISTRY is core.k's builtinsScope (the -1 frame); names resolve by lookup // Call routing + argument evaluation live in call.k, which also routes the fold // builtins (sum/all/any/max/min) to the #_Acc folds below and everything else to // applyBuiltin. This module owns applyBuiltin + the fold implementations.	FIXED_MODEL_STRUCTURAL	structural module/import/guard item; no standalone result rewrite
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	17	MPY-BUILTINS	syntax-declaration	function	Str	syntax Val ::= applyBuiltin(String, Vals) [function]	syntax Val ::= applyBuiltin(String, Vals) [function] // ==== len(obj) — O(1) per kind ============================================	USED_FIXED_MODEL_SOUND	matches the selected model's binding/evaluation/control/value transition on the submitted program path; no result oracle or bypass
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	20	MPY-BUILTINS	syntax-declaration	function	Int	syntax Int ::= seqLen(Val) [function]	syntax Int ::= seqLen(Val) [function]	FIXED_MODEL_UNUSED_DECLARATION	not reached by the submitted constructor term or proof claims; cannot contribute to their closure
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	21	MPY-BUILTINS	ordinary-rule			"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"	"rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	22	MPY-BUILTINS	ordinary-rule			rule seqLen(list(VS:ValSeq)) => vsLen(VS)	rule seqLen(list(VS:ValSeq)) => vsLen(VS)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	23	MPY-BUILTINS	ordinary-rule			rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)	rule seqLen(tuple(VS:ValSeq)) => vsLen(VS)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	24	MPY-BUILTINS	ordinary-rule		Int,IntSeq,str(	rule seqLen(str(IS:IntSeq)) => isLen(IS)	rule seqLen(str(IS:IntSeq)) => isLen(IS)	FIXED_MODEL_UNUSED_RULE	LHS constructor/callee/operator is absent from all reachable submitted states; no dependency from either positive claim
