id,path,kind,start_line,end_line,attributes,disposition,rationale,normalized_sha256
bool.k:29:570c438ed2f8,/reference/reference-semantics/semantics/bool.k,rule,29,30,priority(40),UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,570c438ed2f88db94f853171689a61a4a3efbf6632bd00359e59635b287cdd42
bool.k:31:b20811d55420,/reference/reference-semantics/semantics/bool.k,rule,31,34,priority(40),UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,b20811d55420feb532235075af2164c6b7e8f9483e24f63346f384cc07354bdb
bool.k:35:1da617ae2897,/reference/reference-semantics/semantics/bool.k,rule,35,38,priority(40),UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,1da617ae289768882fb6780ddef9c967f8b30389f7e29694fbe4143e85146236
bool.k:39:2eb620e8bf34,/reference/reference-semantics/semantics/bool.k,rule,39,42,priority(40),UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,2eb620e8bf34c458becc919febceee04cab4f37e1a1ed7956f119a8b1265009e
bool.k:43:86c2967b9fc6,/reference/reference-semantics/semantics/bool.k,rule,43,46,priority(40),UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,86c2967b9fc68899e77c31f07a35e2359123a4ec12bb59c71db0aed88426d464
bool.k:47:4c5df27adc71,/reference/reference-semantics/semantics/bool.k,endmodule,47,47,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4
builtins.k:3:714fcf7fc40f,/reference/reference-semantics/semantics/builtins.k,module,3,3,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,714fcf7fc40ffcebec2a866bfc219f118a9bee4b47e2010874ca09a12c64884b
builtins.k:4:4258a966960e,/reference/reference-semantics/semantics/builtins.k,imports,4,4,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd
builtins.k:5:1c022ad4e0c9,/reference/reference-semantics/semantics/builtins.k,imports,5,5,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,1c022ad4e0c945f696aa1f9d78eb4c3caf78ef9d9b46ae55d6fd081ff4264877
builtins.k:6:783147658ae8,/reference/reference-semantics/semantics/builtins.k,imports,6,6,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,783147658ae89d8dfd5db1f7498e1994e2d82a87dc70c399891ee2e62d7aa7b6
builtins.k:7:8ad41781e06e,/reference/reference-semantics/semantics/builtins.k,imports,7,7,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,8ad41781e06e91093b117ccd78f6f10180a840cf3b4adaa62547edd340b26acc
builtins.k:8:548212ddc441,/reference/reference-semantics/semantics/builtins.k,imports,8,8,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,548212ddc441d76983863c9d3376f95c8022ee76d1dcf98dbe9e839a912f1323
builtins.k:9:6a7df951c212,/reference/reference-semantics/semantics/builtins.k,imports,9,9,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,6a7df951c212c93cd44f9522a2128bbac2f97c6212765bb6d61d30326317e744
builtins.k:10:09fe9e0706ae,/reference/reference-semantics/semantics/builtins.k,imports,10,16,,STRUCTURAL_SOURCE_SENTENCE,Require/import/module boundary; no rewrite content.,09fe9e0706aef859710b0c5447f1427e859a1a9e9660b612e310bb91d51ec923
builtins.k:17:8eb9b94daf32,/reference/reference-semantics/semantics/builtins.k,syntax,17,19,function,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,8eb9b94daf324cbcdff3d902ceb5c8dbcc3d289d7d5094d452546c2cee988dbf
builtins.k:20:f6cf3d1713c1,/reference/reference-semantics/semantics/builtins.k,syntax,20,20,function,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,f6cf3d1713c13dac8d22e5399684f39be014bb52fc407729a141920e9ac6961a
builtins.k:21:4c33466e09a7,/reference/reference-semantics/semantics/builtins.k,rule,21,21,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,4c33466e09a76b7760813815674e6ffbb94166ddb7069d042ef42b3ce95e3265
builtins.k:22:0aaba3d3b63a,/reference/reference-semantics/semantics/builtins.k,rule,22,22,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,0aaba3d3b63a12047950734de1d7f6d68d726a77712db94d2c7f79f9ee9d9546
builtins.k:23:f5cd3a9a635b,/reference/reference-semantics/semantics/builtins.k,rule,23,23,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,f5cd3a9a635bc85b291d7c33464d791ed4d02eeec6bc95e77180d1ef1e153748
builtins.k:24:d643ec5ddd39,/reference/reference-semantics/semantics/builtins.k,rule,24,24,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,d643ec5ddd399eb71ffb1b400c91340247b2e06423439b55fc984555dfe96583
builtins.k:25:fe3adc7a7e15,/reference/reference-semantics/semantics/builtins.k,rule,25,25,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,fe3adc7a7e150cfcc668226bda4a9a9ff6fc4b01786d0c6f9d7a62c2dfda0bc1
builtins.k:26:b762a4c2dc2a,/reference/reference-semantics/semantics/builtins.k,rule,26,31,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,b762a4c2dc2a978a5b58cf17653c01ed5b351a867462311dab5fe0f48fffd44c
builtins.k:32:200f6d489286,/reference/reference-semantics/semantics/builtins.k,rule,32,32,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,200f6d489286304114b4e127922e5d267a6472b44933e2526b01f03abf54d849
builtins.k:33:d4c8072f0224,/reference/reference-semantics/semantics/builtins.k,rule,33,33,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,d4c8072f0224b4363a94ae3ac318b3b18ad05c41f2b433fe526f8d020ae141b5
builtins.k:34:0b80f78f2b97,/reference/reference-semantics/semantics/builtins.k,rule,34,34,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,0b80f78f2b97822d5ac436de4244defd9d61c478add9ea00843e45329c8953de
builtins.k:35:8b7fa386647f,/reference/reference-semantics/semantics/builtins.k,rule,35,35,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,8b7fa386647f39a38debea703feca31b12a6d50ea85d8dc708c95c98f1d29cf8
builtins.k:36:01aff6eecdd4,/reference/reference-semantics/semantics/builtins.k,syntax,36,36,function|total,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,01aff6eecdd49ca279cb4378e0ba39cf9a5e1da377c6bda52586943e73543839
builtins.k:37:b46c475391e5,/reference/reference-semantics/semantics/builtins.k,rule,37,37,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,b46c475391e590ad418923d8208c753f459b5f2ab076283ed1a0377e31df6588
builtins.k:38:a2c1d74e5b75,/reference/reference-semantics/semantics/builtins.k,rule,38,40,,UNREACHABLE_FIXED_SEMANTICS_SENTENCE,Head/construct is absent from the submitted constructor term or is a concrete-only/other-type alternative. It was inventoried and inspected for overlap; it cannot fire on the target proof path.,a2c1d74e5b751f7bfb3585ac3dc7672108ca19a654a1bae5d8f2511b6574dce6
