file	line	kind	attributes	status	rationale
reference-semantics/semantics/builtins.k	149	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	152	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	156	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	158	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	159	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	160	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	163	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	164	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	167	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	169	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	170	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	171	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	173	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	174	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	177	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	178	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	179	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	187	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	188	syntax	function	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	189	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	192	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	194	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	195	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	196	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	197	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	198	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	199	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	200	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	201	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	203	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	204	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	205	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	206	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	207	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	208	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	209	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	210	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	211	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	212	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	214	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	216	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	217	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	218	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	219	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	221	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	223	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	225	syntax	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	226	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	227	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	228	rule	owise	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	230	syntax	function, total	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	231	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	232	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	233	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	234	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
reference-semantics/semantics/builtins.k	235	rule	none	ACCEPT_TRUSTED_FIXED_MATERIAL	Launcher-trusted supplied-semantics declaration; byte-identical to the mounted baseline and included in the material execution-path review.
