id	file	line	kind	attributes	proof_slice	decision	rationale	statement
KINV-0053	semantics/assert.k	8	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> Assert(V:Val) ~> _ => .K </k>\n       <exc> NoExc => AssertionError </exc>\n       <exit-code> _ => 1 </exit-code>
KINV-0054	semantics/assert.k	11	requires		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool truthy(V)
KINV-0055	semantics/assert.k	13	rule	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> Assert(ref(H:Int)) => Assert(V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]\nendmodule
KINV-0056	semantics/bool.k	5	module		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	module MPY-BOOL
KINV-0057	semantics/bool.k	6	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-CORE
KINV-0058	semantics/bool.k	8	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule applyUn(""not"", V:Val) => notBool truthy(V)"
KINV-0059	semantics/bool.k	10	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule applyCmp(""=="", B1:Bool, B2:Bool) => B1 ==Bool B2"
KINV-0060	semantics/bool.k	11	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule applyCmp(""!="", B1:Bool, B2:Bool) => B1 =/=Bool B2"
KINV-0061	semantics/bool.k	16	context		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  context BoolOp(_, (HOLE:Expr, _:Exprs))
KINV-0062	semantics/bool.k	17	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
KINV-0063	semantics/bool.k	18	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""and"", (V:Val, A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k>"
KINV-0064	semantics/bool.k	19	requires		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires truthy(V)
KINV-0065	semantics/bool.k	20	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""and"", (V:Val, _:Expr, _:Exprs)) => V ... </k>"
KINV-0066	semantics/bool.k	21	requires		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool truthy(V)
KINV-0067	semantics/bool.k	22	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""or"",  (V:Val, _:Expr, _:Exprs)) => V ... </k>"
KINV-0068	semantics/bool.k	23	requires		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires truthy(V)
KINV-0069	semantics/bool.k	24	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""or"",  (V:Val, A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k>"
KINV-0070	semantics/bool.k	25	requires		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool truthy(V)
KINV-0071	semantics/bool.k	29	rule	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k>\n       [priority(40)]
KINV-0072	semantics/bool.k	31	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""and"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""and"", (A, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>"
KINV-0073	semantics/bool.k	33	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires truthy(V)\n       [priority(40)]
KINV-0074	semantics/bool.k	35	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""and"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k>\n       <heap> ... H |-> V:Val ... </heap>"
KINV-0075	semantics/bool.k	37	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool truthy(V)\n       [priority(40)]
KINV-0076	semantics/bool.k	39	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""or"", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k>\n       <heap> ... H |-> V:Val ... </heap>"
KINV-0077	semantics/bool.k	41	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires truthy(V)\n       [priority(40)]
KINV-0078	semantics/bool.k	43	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> BoolOp(""or"", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp(""or"", (A, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>"
KINV-0079	semantics/bool.k	45	requires	priority	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	       requires notBool truthy(V)\n       [priority(40)]\nendmodule
KINV-0080	semantics/builtins.k	3	module		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	module MPY-BUILTINS
KINV-0081	semantics/builtins.k	4	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-CORE
KINV-0082	semantics/builtins.k	5	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-STR
KINV-0083	semantics/builtins.k	6	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-SET
KINV-0084	semantics/builtins.k	7	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-ITER
KINV-0085	semantics/builtins.k	8	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-RANGE
KINV-0086	semantics/builtins.k	9	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-INT
KINV-0087	semantics/builtins.k	10	imports		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  imports MPY-METHODS
KINV-0088	semantics/builtins.k	17	syntax	function	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax Val ::= applyBuiltin(String, Vals) [function]
KINV-0089	semantics/builtins.k	20	syntax	function	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax Int ::= seqLen(Val) [function]
KINV-0090	semantics/builtins.k	21	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule applyBuiltin(""len"", OBJ:Val, .Vals) => seqLen(OBJ)"
KINV-0091	semantics/builtins.k	22	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule seqLen(list(VS:ValSeq))                  => vsLen(VS)
KINV-0092	semantics/builtins.k	23	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)
KINV-0093	semantics/builtins.k	24	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule seqLen(str(IS:IntSeq))                   => isLen(IS)
KINV-0094	semantics/builtins.k	25	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule seqLen(setV(DS:IntSeq))                  => isLen(DS)
KINV-0095	semantics/builtins.k	26	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
KINV-0096	semantics/builtins.k	32	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""list"")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>"
KINV-0097	semantics/builtins.k	33	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""list"")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>"
KINV-0098	semantics/builtins.k	34	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""list"")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>"
KINV-0099	semantics/builtins.k	35	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule <k> #applyK(toCall(builtinV(""list"")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>"
KINV-0100	semantics/builtins.k	36	syntax	function,total	no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax ValSeq ::= charsOf(IntSeq) [function, total]
KINV-0101	semantics/builtins.k	37	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule charsOf(.IntSeq)                => .ValSeq
KINV-0102	semantics/builtins.k	38	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
KINV-0103	semantics/builtins.k	41	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule applyBuiltin(""set"", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))"
KINV-0104	semantics/builtins.k	44	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	"  rule applyBuiltin(""abs"", I:Int, .Vals) => absInt(I)"
KINV-0105	semantics/builtins.k	47	syntax		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
KINV-0106	semantics/builtins.k	48	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
KINV-0107	semantics/builtins.k	49	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
KINV-0108	semantics/builtins.k	50	rule		no	ACCEPTED_FIXED_UNUSED	Integrity-matched supplied semantics; guards/constructor recursion reviewed at module level, no false-conclusion witness found, and unreachable from the exact submitted AST proof path.	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)\n        => #sumAcc(R, ACC +Int intOf(V)) ... </k>
