file	line	kind	attributes	text
reference-semantics/semantics/builtins.k	167	rule-operational		rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k	169	rule-operational		rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
reference-semantics/semantics/builtins.k	170	rule-operational		rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k	171	rule-operational		rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k	173	rule-operational		rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
reference-semantics/semantics/builtins.k	174	rule-operational		rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k	177	rule-equational		rule applyBuiltin("range", I:Int, .Vals)               => rangeObj(0, I, 1)
reference-semantics/semantics/builtins.k	178	rule-equational		rule applyBuiltin("range", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)
reference-semantics/semantics/builtins.k	179	rule-equational		rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0
reference-semantics/semantics/builtins.k	187	rule-equational		rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
reference-semantics/semantics/builtins.k	188	syntax-function	function	syntax Int ::= evalArith(IntSeq) [function]
reference-semantics/semantics/builtins.k	189	rule-equational		rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
reference-semantics/semantics/builtins.k	192	syntax		syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
reference-semantics/semantics/builtins.k	194	syntax-function	function, total	syntax Bool ::= evDigit(Int) [function, total]
reference-semantics/semantics/builtins.k	195	rule-equational		rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/builtins.k	196	syntax-function	function, total	syntax Bool ::= evHead42(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	197	rule-equational		rule evHead42(iCons(42, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	198	rule-equational	owise	rule evHead42(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	199	syntax-function	function, total	syntax Bool ::= evHead47(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	200	rule-equational		rule evHead47(iCons(47, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	201	rule-equational	owise	rule evHead47(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	203	syntax-function	function, total	syntax OpSeq ::= tokOps(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	204	rule-equational		rule tokOps(.IntSeq)                 => .OpSeq
reference-semantics/semantics/builtins.k	205	rule-equational		rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
reference-semantics/semantics/builtins.k	206	rule-equational		rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
reference-semantics/semantics/builtins.k	207	rule-equational		rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
reference-semantics/semantics/builtins.k	208	rule-equational		rule tokOps(iCons(42, R:IntSeq))     => oCons("*", tokOps(R)) requires notBool evHead42(R)
reference-semantics/semantics/builtins.k	209	rule-equational		rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
reference-semantics/semantics/builtins.k	210	rule-equational		rule tokOps(iCons(47, R:IntSeq))     => oCons("/", tokOps(R)) requires notBool evHead47(R)
reference-semantics/semantics/builtins.k	211	rule-equational		rule tokOps(iCons(43, R:IntSeq))     => oCons("+", tokOps(R))
reference-semantics/semantics/builtins.k	212	rule-equational		rule tokOps(iCons(45, R:IntSeq))     => oCons("-", tokOps(R))
reference-semantics/semantics/builtins.k	214	syntax-function	function, total;function, total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	216	rule-equational		rule tokNds(.IntSeq)                => .IntSeq
reference-semantics/semantics/builtins.k	217	rule-equational		rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
reference-semantics/semantics/builtins.k	218	rule-equational		rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
reference-semantics/semantics/builtins.k	219	rule-equational		rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
reference-semantics/semantics/builtins.k	221	rule-equational		rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
reference-semantics/semantics/builtins.k	223	rule-equational	owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
reference-semantics/semantics/builtins.k	225	syntax		syntax EvPair ::= evp(OpSeq, IntSeq)
reference-semantics/semantics/builtins.k	226	syntax-function	function, total	syntax Int ::= firstNdE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	227	rule-equational		rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
reference-semantics/semantics/builtins.k	228	rule-equational	owise	rule firstNdE(_:EvPair) => 0 [owise]
reference-semantics/semantics/builtins.k	230	syntax-function	function, total	syntax Int ::= applyOpE(String, Int, Int) [function, total]
reference-semantics/semantics/builtins.k	231	rule-equational		rule applyOpE("+",  A:Int, B:Int) => A +Int B
reference-semantics/semantics/builtins.k	232	rule-equational		rule applyOpE("-",  A:Int, B:Int) => A -Int B
reference-semantics/semantics/builtins.k	233	rule-equational		rule applyOpE("*",  A:Int, B:Int) => A *Int B
reference-semantics/semantics/builtins.k	234	rule-equational		rule applyOpE("//", A:Int, B:Int) => A divInt B
reference-semantics/semantics/builtins.k	235	rule-equational		rule applyOpE("**", A:Int, B:Int) => A ^Int B
reference-semantics/semantics/builtins.k	236	rule-equational	owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
reference-semantics/semantics/builtins.k	238	syntax-function	function, total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	239	rule-equational		rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
reference-semantics/semantics/builtins.k	240	rule-equational		rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
reference-semantics/semantics/builtins.k	241	rule-equational		rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
reference-semantics/semantics/builtins.k	243	rule-equational	owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
reference-semantics/semantics/builtins.k	244	syntax-function	function, total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	245	rule-equational		rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
reference-semantics/semantics/builtins.k	246	rule-equational		rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
reference-semantics/semantics/builtins.k	247	syntax-function	function, total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	248	rule-equational		rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
reference-semantics/semantics/builtins.k	250	syntax-function	function, total;function, total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	251	rule-equational		rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
reference-semantics/semantics/builtins.k	252	rule-equational		rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	253	rule-equational		rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
reference-semantics/semantics/builtins.k	254	rule-equational		rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	255	syntax-function	function, total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	256	rule-equational		rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
reference-semantics/semantics/builtins.k	257	rule-equational		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
reference-semantics/semantics/builtins.k	260	rule-equational		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
reference-semantics/semantics/builtins.k	263	rule-equational	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
