Script started on 2026-07-26 00:16:35-05:00 [<not executed on terminal>]
id	file	lines	kind	function	total	functional	opaque_no_evaluators	priority	simplification	concrete	owise	macro	disposition	source
20	semantics.k	53-53	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	requires "semantics/sort.k"
21	semantics.k	54-54	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	requires "semantics/assert.k"
22	semantics.k	55-55	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	requires "semantics/dict.k"
23	semantics.k	56-56	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	requires "semantics/concrete.k"
24	semantics.k	58-58	module	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	module MPY
25	semantics.k	59-59	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-CORE
26	semantics.k	60-60	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-ITER
27	semantics.k	61-61	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-RANGE
28	semantics.k	62-62	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-OPERATORS
29	semantics.k	63-63	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-INT
30	semantics.k	64-64	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-BOOL
31	semantics.k	65-65	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-FLOAT
32	semantics.k	66-66	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-STR
33	semantics.k	67-67	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-SET
34	semantics.k	68-68	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-LIST
35	semantics.k	69-69	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-TUPLE
36	semantics.k	70-70	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-SUBSCRIPT
37	semantics.k	71-71	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-COMPREHENSION
38	semantics.k	72-72	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-METHODS
39	semantics.k	73-73	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-CONTROLS
40	semantics.k	74-74	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-FUNCTIONS
41	semantics.k	75-75	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-BUILTINS
42	semantics.k	76-76	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-CALL
43	semantics.k	77-77	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-SORT
44	semantics.k	78-78	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-ASSERT
45	semantics.k	79-79	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-DICT
46	semantics.k	80-80	endmodule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	endmodule
47	semantics.k	87-87	module	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	module MPY-KRUN
48	semantics.k	88-88	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY
49	semantics.k	89-89	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	imports MPY-CONCRETE
50	semantics.k	90-90	endmodule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_ASSEMBLY	endmodule
51	semantics/assert.k	3-3	module	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	module MPY-ASSERT
52	semantics/assert.k	4-4	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-CORE
53	semantics/assert.k	6-6	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> Assert(V:Val) => .K ... </k>
54	semantics/assert.k	7-7	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires truthy(V)
55	semantics/assert.k	8-10	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> Assert(V:Val) ~> _ => .K </k> <exc> NoExc => AssertionError </exc> <exit-code> _ => 1 </exit-code>
56	semantics/assert.k	11-11	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires notBool truthy(V)
57	semantics/assert.k	13-15	rule	false	false	false	false	true	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> Assert(ref(H:Int)) => Assert(V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
58	semantics/assert.k	16-16	endmodule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	endmodule
59	semantics/bool.k	5-5	module	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	module MPY-BOOL
60	semantics/bool.k	6-6	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-CORE
61	semantics/bool.k	8-8	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyUn("not", V:Val) => notBool truthy(V)
62	semantics/bool.k	10-10	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyCmp("==", B1:Bool, B2:Bool) => B1 ==Bool B2
63	semantics/bool.k	11-12	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyCmp("!=", B1:Bool, B2:Bool) => B1 =/=Bool B2
64	semantics/bool.k	16-16	context	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	context BoolOp(_, (HOLE:Expr, _:Exprs))
65	semantics/bool.k	17-17	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp(_:String, (V:Val, .Exprs)) => V ... </k>
66	semantics/bool.k	18-18	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("and", (V:Val, A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k>
67	semantics/bool.k	19-19	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires truthy(V)
68	semantics/bool.k	20-20	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("and", (V:Val, _:Expr, _:Exprs)) => V ... </k>
69	semantics/bool.k	21-21	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires notBool truthy(V)
70	semantics/bool.k	22-22	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("or",  (V:Val, _:Expr, _:Exprs)) => V ... </k>
71	semantics/bool.k	23-23	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires truthy(V)
72	semantics/bool.k	24-24	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("or",  (V:Val, A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k>
73	semantics/bool.k	25-25	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires notBool truthy(V)
74	semantics/bool.k	29-30	rule	false	false	false	false	true	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp(_:String, (ref(H:Int), .Exprs)) => ref(H) ... </k> [priority(40)]
75	semantics/bool.k	31-32	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("and", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("and", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
76	semantics/bool.k	33-33	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires truthy(V)
77	semantics/bool.k	35-36	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("and", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>
78	semantics/bool.k	37-37	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires notBool truthy(V)
79	semantics/bool.k	39-40	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("or", (ref(H:Int), _:Expr, _:Exprs)) => ref(H) ... </k> <heap> ... H |-> V:Val ... </heap>
80	semantics/bool.k	41-41	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires truthy(V)
81	semantics/bool.k	43-44	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> BoolOp("or", (ref(H:Int), A:Expr, REST:Exprs)) => BoolOp("or", (A, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
82	semantics/bool.k	45-45	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires notBool truthy(V)
83	semantics/bool.k	47-47	endmodule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	endmodule
84	semantics/builtins.k	3-3	module	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	module MPY-BUILTINS
85	semantics/builtins.k	4-4	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-CORE
86	semantics/builtins.k	5-5	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-STR
87	semantics/builtins.k	6-6	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-SET
88	semantics/builtins.k	7-7	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-ITER
89	semantics/builtins.k	8-8	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-RANGE
90	semantics/builtins.k	9-9	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-INT
91	semantics/builtins.k	10-10	imports	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	imports MPY-METHODS
92	semantics/builtins.k	17-18	syntax	true	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax Val ::= applyBuiltin(String, Vals) [function]
93	semantics/builtins.k	20-20	syntax	true	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax Int ::= seqLen(Val) [function]
94	semantics/builtins.k	21-21	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyBuiltin("len", OBJ:Val, .Vals) => seqLen(OBJ)
95	semantics/builtins.k	22-22	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule seqLen(list(VS:ValSeq))                  => vsLen(VS)
96	semantics/builtins.k	23-23	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule seqLen(tuple(VS:ValSeq))                 => vsLen(VS)
97	semantics/builtins.k	24-24	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule seqLen(str(IS:IntSeq))                   => isLen(IS)
98	semantics/builtins.k	25-25	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule seqLen(setV(DS:IntSeq))                  => isLen(DS)
99	semantics/builtins.k	26-27	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule seqLen(rangeObj(LO:Int, HI:Int, ST:Int)) => rangeLen(LO, HI, ST)
100	semantics/builtins.k	32-32	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #applyK(toCall(builtinV("list")), (list(VS:ValSeq),  .Vals)) => #alloc(list(VS)) ... </k>
101	semantics/builtins.k	33-33	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #applyK(toCall(builtinV("list")), (tuple(VS:ValSeq), .Vals)) => #alloc(list(VS)) ... </k>
102	semantics/builtins.k	34-34	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #applyK(toCall(builtinV("list")), .Vals)                     => #alloc(list(.ValSeq)) ... </k>
103	semantics/builtins.k	35-35	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #applyK(toCall(builtinV("list")), (str(CS:IntSeq), .Vals))   => #alloc(list(charsOf(CS))) ... </k>
104	semantics/builtins.k	36-36	syntax	true	true	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax ValSeq ::= charsOf(IntSeq) [function, total]
105	semantics/builtins.k	37-37	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule charsOf(.IntSeq)                => .ValSeq
106	semantics/builtins.k	38-39	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule charsOf(iCons(C:Int, R:IntSeq)) => vCons(str(iCons(C, .IntSeq)), charsOf(R))
107	semantics/builtins.k	41-42	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyBuiltin("set", str(CS:IntSeq), .Vals) => setV(dedupCodes(CS))
108	semantics/builtins.k	44-45	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyBuiltin("abs", I:Int, .Vals) => absInt(I)
109	semantics/builtins.k	47-47	syntax	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax KItem ::= #sumAcc(Iterable, Int) | #sumCont(Int)
110	semantics/builtins.k	48-48	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #sumAcc(IT:Iterable, ACC:Int) => #iterNext(IT) ~> #sumCont(ACC) ... </k>
111	semantics/builtins.k	49-49	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterDone ~> #sumCont(ACC:Int) => ACC ... </k>
112	semantics/builtins.k	50-51	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAcc(R, ACC +Int intOf(V)) ... </k>
113	semantics/builtins.k	52-52	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires isInt(V) orBool isBool(V)
114	semantics/builtins.k	54-54	syntax	true	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax Int ::= intOf(Val) [function]
115	semantics/builtins.k	55-55	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule intOf(I:Int)  => I
116	semantics/builtins.k	56-57	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule intOf(B:Bool) => #if B #then 1 #else 0 #fi
117	semantics/builtins.k	59-59	syntax	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax KItem ::= #allAcc(Iterable) | "#allCont"
118	semantics/builtins.k	60-60	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>
119	semantics/builtins.k	61-61	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterDone ~> #allCont => true ... </k>
120	semantics/builtins.k	62-62	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k>
121	semantics/builtins.k	63-63	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires truthy(V)
122	semantics/builtins.k	64-64	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k>
123	semantics/builtins.k	65-65	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires notBool truthy(V)
124	semantics/builtins.k	67-67	syntax	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax KItem ::= #anyAcc(Iterable) | "#anyCont"
125	semantics/builtins.k	68-68	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>
126	semantics/builtins.k	69-69	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterDone ~> #anyCont => false ... </k>
127	semantics/builtins.k	70-70	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k>
128	semantics/builtins.k	71-71	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires truthy(V)
129	semantics/builtins.k	72-72	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k>
130	semantics/builtins.k	73-73	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires notBool truthy(V)
131	semantics/builtins.k	76-76	syntax	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax KItem ::= #maxAcc0(Iterable) | "#maxCont0" | #maxAcc(Iterable, Int) | #maxCont(Int)
132	semantics/builtins.k	77-77	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>
133	semantics/builtins.k	78-78	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k>
134	semantics/builtins.k	79-79	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires isInt(V)
135	semantics/builtins.k	80-80	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>
136	semantics/builtins.k	81-81	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>
137	semantics/builtins.k	82-83	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k>
138	semantics/builtins.k	84-84	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires isInt(V)
139	semantics/builtins.k	86-86	syntax	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax KItem ::= #minAcc0(Iterable) | "#minCont0" | #minAcc(Iterable, Int) | #minCont(Int)
140	semantics/builtins.k	87-87	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
141	semantics/builtins.k	88-88	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k>
142	semantics/builtins.k	89-89	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires isInt(V)
143	semantics/builtins.k	90-90	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
144	semantics/builtins.k	91-91	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
145	semantics/builtins.k	92-93	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k>
146	semantics/builtins.k	94-94	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires isInt(V)
147	semantics/builtins.k	97-97	syntax	true	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax Int ::= maxVals(Int, Vals) [function]
148	semantics/builtins.k	98-98	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyBuiltin("max", I:Int, REST:Vals) => maxVals(I, REST)
149	semantics/builtins.k	99-99	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule maxVals(M:Int, .Vals)           => M
150	semantics/builtins.k	100-100	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
151	semantics/builtins.k	102-102	syntax	true	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	syntax Int ::= minVals(Int, Vals) [function]
152	semantics/builtins.k	103-103	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyBuiltin("min", I:Int, REST:Vals) => minVals(I, REST)
153	semantics/builtins.k	104-104	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule minVals(M:Int, .Vals)           => M
154	semantics/builtins.k	105-106	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
155	semantics/builtins.k	108-108	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N))))
156	semantics/builtins.k	109-109	requires	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	requires N >=Int 0
157	semantics/builtins.k	111-112	rule	false	false	false	false	false	false	false	false	false	FIXED_SUPPLIED_NOT_TARGET_REACHABLE	rule applyBuiltin("bin", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N)))))
